"","DivPosts$X","DivPosts$X.11","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","Sentiment","SentimentScore"
"376","University of Toronto","How #UofT alumna Rosemary Sadlier convinced Canada to recognize #BlackHistoryMonth https://t.co/amXJCPlx1G https://t.co/j5aIBdargU",0,0,0,0,0,0,0,1,0,0,"neutral",0
"377","U of T Engineering","RT @uoftengineering : Sharpen your @Wikipedia skills and help improve the coverage of Black histories at the Black History Wikipedia Edit-A-Thon, a series of virtual events happening throughout #BlackHistoryMonth ????: https://t.co/4e4VwSmrsc https://t.co/X7FRgMzWWS",1,2,0,0,1,1,0,2,1,1,"neutral",0
"378","University of Toronto","Staying engaged: @UofTDentistry student makes community volunteer work a priority #UofT ?? https://t.co/l4k9HE3qIA https://t.co/VEgp50flx9",0,2,0,1,2,0,0,2,0,3,"positive",3
"379","U of T Varsity Blues","RT @Varsity_Blues : Forging ahead. ??

From one of the most successful hockey teams in #UofT history, to a founding member on the OUA’s Black, Biracial and Indigenous Task Force, it’s no secret that Safiya Muharuma’s past is shaping the future of Varsity Blues hockey.

???: https://t.co/au0sE1zqRv https://t.co/OfEXQ1O3ep",1,1,0,2,1,2,0,2,3,3,"neutral",0
"380","University of Toronto","Masks, ventilation &amp; vaccines: Three key ways #UofT is preparing for a safe return to in-person activities ?? https://t.co/0CPozgcZ1D https://t.co/0kxm6WmAqp",0,0,0,0,1,0,0,1,0,1,"positive",1
"381","University of Toronto","Need a UCheck refresher? We’ve got you covered, #UofT. ?

Remember to complete your UCheck #COVID19 self-assessment before visiting campus at https://t.co/C1DiSHSh9N https://t.co/uDQ2nPh1bp",0,0,0,0,0,0,1,1,0,0,"neutral",0
"382","University of Toronto","Join the @CanBlackSci Black Excellence in STEMM Awards &amp; Closing Ceremony today at 4:30 pm ET, as Prime Minister @JustinTrudeau delivers the closing remarks. #UofT ?? #BESTEMM2022

Livestream: https://t.co/knUd6oHTQj https://t.co/pVVQd3qmmw",0,0,1,0,2,1,1,1,1,4,"positive",3
"383","University of Toronto","A winter weather travel advisory is in effect for Toronto this afternoon into Thursday morning. If there are any changes to #UofT campus operations, we will provide updates on social media and on our Campus Status page: https://t.co/FTVRTKs59z https://t.co/7EoCGQhWxe",0,0,0,0,0,0,0,1,0,2,"positive",2
"384","University of Toronto Scarborough","RT @UTSC : Happy #BlackHistoryMonth! @UTSCEDIO Director Cherilyn Scobie Edwards speaks on the importance of celebrating Black History today and every day. #UTSC #UofT https://t.co/Sn9F6s8c1m",0,3,0,0,2,1,0,2,1,4,"positive",3
"385","University of Toronto Student Life","RT @UofTStudentLife : ?? Reminder to register by Wednesday, February 16 to be eligible for disability-related accommodations for final exams: https://t.co/t23GIqSF45 #UofT https://t.co/oMz5vsHAv4",0,0,0,0,0,1,0,1,1,1,"neutral",0
"386","University of Toronto","#UofT students, staff &amp; faculty are invited to take the IAR (Identify Assist Refer) online training to learn how to help someone who is experiencing a mental health challenge. ?? 

Take the training today: https://t.co/zezmIUcTjG https://t.co/Agn346UE0h",1,0,0,1,0,0,0,2,1,3,"positive",2
"387","Canadian Black Scientists Network","RT @CanBlackSci : We are excited to announce that @Canblacksci will welcome Prime Minister @JustinTrudeau to our Black Excellence in STEMM awards and Closing Ceremony Feb 2, 2022!  #BESTEMM2022 
#BHM2022 https://t.co/LwBvYpvYGX",0,1,1,0,3,1,2,2,1,4,"positive",3
"388","University of Toronto","#UofT researcher Angela Colantonio discusses brain injury &amp; 'shadow pandemic' of intimate partner violence ?? https://t.co/Av4k2f4yth https://t.co/JAihsdkupK",2,1,0,2,1,2,0,1,2,2,"neutral",0
"389","Temerty Medicine","RT @uoftmedicine : We encourage all members of the Faculty to reflect on how they can eradicate forms of anti-Black racism. 
This message from #TemertyMed's @RicharLisa, @OnyeActiveMD &amp; Acting Dean Patricia Houston includes some resources ?? https://t.co/cBPtsytSSQ",1,0,0,0,2,1,0,3,2,3,"positive",1
"390","University of Toronto",".@UTSC alumnus @EfosaObano, creator of the #BlackFoundersNetwork @UofTStartup, has received an @ONtrainandstudy Minister's Award of Excellence for his extraordinary contribution in supporting Black entrepreneurs &amp; creating more Black-led businesses. ?? https://t.co/jOnA1sQmd1 https://t.co/FePlnp9V7K",0,1,1,0,2,1,1,3,1,5,"positive",4
"391","University of Toronto",".@SuzanneLStewart, an associate professor from @UofT_DLSPH &amp; director of @WBIIH_, has received an @ONtrainandstudy Minister's Award of Excellence for assisting with Indigenous-led #COVID19 vaccination efforts. ?? https://t.co/IkEYjrHm5o https://t.co/ecCyBNNlFw",0,1,1,0,2,0,1,5,0,6,"positive",6
"392","University of Toronto",".@jdfrench, director of @uoftstartup has received an @ONtrainandstudy Minister's Award of Excellence for working with industry &amp; business to drive economic development. ?? https://t.co/cVnNqG7hvT https://t.co/SqmJ2NPpnd",0,1,1,0,2,0,1,3,0,5,"positive",5
"393","University of Toronto","Congratulations to #UofT’s @EfosaObano, @jdfrench &amp; @SuzanneLStewart recognized with @ONtrainandstudy Minister's Awards of Excellence.  

Discover their contributions below.  
https://t.co/ceWR7DoXQu",0,0,1,0,1,0,0,1,0,1,"positive",1
"394","U of T Varsity Blues","RT @Varsity_Blues : This #BlackHistoryMonth, we’re celebrating the individual stories of several Black Varsity Blues athletes and coaches to showcase their impact on the history of U of T!

WE ALL #BLEEDBLUE | #WeAreTO https://t.co/58u9jbKo6L",0,1,0,1,1,2,0,0,2,1,"negative",-1
"395","Factor-Inwentash Faculty of Social Work","RT @UofT_FIFSW : This Black History Month we honour Black Brilliance past, present, and future with a host of events and offerings that highlight the talented Black voices in our #socialwork community and beyond. Learn more: https://t.co/FbHxwz8NJB
#BHM #FIFSW #UofT https://t.co/7Jd8Ernm2q",0,1,0,0,1,1,1,1,1,3,"positive",2
"396","University of Toronto","#UofT celebrates #BlackHistoryMonth with virtual film screenings, discussions &amp; other events ?? https://t.co/2bUHl2AJEk https://t.co/egBwH1oVRA",0,0,0,0,0,0,0,0,0,0,"neutral",0
"397","Black Research Network","RT @uoftbrn : Join us this #BlackHistoryMonth as we celebrate the stories of our innovative community and fuel the future of Black-led research @UofT ???? https://t.co/3tz7h4DmlX",0,0,0,0,0,1,0,0,1,2,"positive",1
"398","University of Toronto Student Life","RT @UofTStudentLife : Don’t miss your opportunity to attend a virtual consultation session on the Policy on Sexual Violence and Sexual Harassment #UofT. We want to hear your feedback. To register for the Feb. 2 session, please visit https://t.co/jhlH8LsOAo https://t.co/oSqshQzMs1",1,1,0,1,0,1,0,2,1,3,"positive",2
"399","University of Toronto",".@OISEUofT's Sustainability &amp; Climate Action Network reviews progress made towards sustainability #UofT ?? https://t.co/Is57d2HDUd https://t.co/PoXmi4glRc",0,2,0,0,1,0,0,0,0,2,"positive",2
"400","U of T Alumni","RT @uoftalumni : This #LunarNewYear we are celebrating the strong and brave #YearOfTheTiger. We wish the entire @UofT community happiness and prosperity this Lunar New Year! https://t.co/OFLxdL4HRp",0,2,0,0,2,0,0,0,0,4,"positive",4
"401","University of Toronto",".@UofTMedicine teamed up with @OntarioCollege to launch ‘https://t.co/mdVvduavq8’ to answer common #COVID19 questions #UofT ?? https://t.co/GbxOYATCJm https://t.co/wD9UV6FTfT",0,1,0,0,0,0,0,0,0,1,"positive",1
"402","University of Toronto","Happy #LunarNewYear to our #UofT community celebrating here &amp; around the world. ?????? https://t.co/VXFFFBTYnW",0,2,0,0,2,0,0,1,0,3,"positive",3
"403","Ontario Colleges and Universities","RT @ONtrainandstudy : [1/2] Congratulations to Dr. Suzanne Stewart who received a Minister’s Award of Excellence in the category of #EverydayHeroes. Dr. Stewart, Director of the Waakebiness-Bryce Institute for Indigenous Health at @UofT, led logistic efforts for a vaccine pow wow at Varsity Stadium. https://t.co/KwhSB0rYrp",1,1,1,0,2,0,1,4,0,5,"positive",5
"404","Black Research Network","RT @uoftbrn : Introducing the IGNITE grant ??

The BRN's IGNITE grant will provide annual small-scale research funding with awards of $5K - $10K to support Black faculty, librarians and post-doc scholars working in any disciplinary category @UofT. Apply by Feb. 21 ?? https://t.co/kPvmFrkDs5 https://t.co/1wS4wIjYoj",0,1,0,0,1,1,0,3,2,4,"positive",2
"405","University of Toronto","#UofT's Schwartz Reisman Institute teams up with Canada School of Public Service to offer #AI course to public servants ?? https://t.co/aAeZmZM7m1 https://t.co/uI8p20QZPg",0,1,0,0,0,0,0,2,0,2,"positive",2
"406","OISEUofT","RT @OISEUofT : How is OISE addressing the #climatecrisis? Join us TODAY as we discuss OISE’s #Sustainability and #Climate Action Plan and share ideas on how to embed #sustainability at OISE. Register here: https://t.co/obyUzVKGI0 #climatechange #UofT #OISEAlumni @OISEAlumFriends https://t.co/f3zFfhnAgm",0,2,0,0,1,0,0,1,0,3,"positive",3
"407","University of Toronto",".@UofTNursing prof draws on video games to design learning simulations #UofT ?? https://t.co/ckJqul8Hp0 https://t.co/ylUux1nu6h",0,0,0,0,0,0,0,0,0,1,"positive",1
"408","Canadian Black Scientists Network","RT @CanBlackSci : How to access #BESTEMM2022 career fair?
1??visit the career fair link  https://t.co/JoVcgSJCxf
2??click on the logos of the following exhibitors:  @StatCan_eng @sanofi @GenomeCanada @CanBlackSci 
If you need help, do not hesitate to tag us or DM us. 
Have a great Conference!",0,1,0,0,0,0,0,0,0,3,"positive",3
"409","University of Toronto","'A story of great resilience': After fleeing Taliban, stranded @UTM student turns to #UofT profs for help ?? https://t.co/Zp6n4WBmah https://t.co/ldqVG6nf0t",0,0,0,0,0,0,0,0,1,0,"negative",-1
"410","University of Toronto","From empowering youth to improving health care: Two @UofTArtSci undergraduates seek to make their mark #UofT ?? https://t.co/Mw3SzKktsl https://t.co/mFE9F0Dqxq",1,2,0,1,1,0,1,0,0,2,"positive",2
"411","University of St. Michael's College","RT @uStMikes : Seen on the @uStMikes campus: this snowperson and their #SnowCat would like to wish you a happy Friday. ???? https://t.co/5M90XuAJB7",0,1,0,0,1,0,0,1,0,1,"positive",1
"412","WGSI UofT","RT @wgsi : Our readathon honouring bell hooks w/ @uoftbrn is up on our Youtube channel now: https://t.co/MdvQojN1hS",0,0,0,0,0,0,0,0,0,0,"neutral",0
"413","University of Toronto Scarborough","RT @UTSC : #UTSC is proud to be the local host of the first annual national conference for Black Excellence in STEM &amp; Medicine (BE-STEMM). This unique event will take place virtually between Jan. 30 and Feb. 2, 2022. ??Register today: https://t.co/h8SC5WSN9S #BESTEMM2022 #UofT @CanBlackSci https://t.co/jscuGNRE6k",0,1,1,0,2,1,1,2,1,3,"positive",2
"414","TEDxUofT","RT @TEDxUofT : Our virtual conference #MOMENTUM is TOMORROW! There's still time to register for the event! Looking forward to interacting with our fantastic set of speakers and seeing you all there! #TEDxUofT2022 @UofT 
https://t.co/MwjmjFSnVU https://t.co/Tg1uqhHfx9",0,3,0,0,0,0,0,0,0,2,"positive",2
"415","Uoftcyberaware","RT @UofTCyberAware : Everyone at #UofT can help protect our institutional data and its information systems. Follow these special #DPD2022 tips for a few ways to get started:  https://t.co/iiEtN1yQmw 

#MFA #RemoteWork #DataPrivacy #DataPrivacyDay2022 #InformationSecurity https://t.co/CoQpmu52Hb",0,0,0,0,1,0,0,0,0,3,"positive",3
"416","University of Toronto","Researchers from @UofTPharmacy shed light on how fetal alcohol exposure increases risk of development disorders #UofT ?? https://t.co/WS6xKkls8T https://t.co/ok3BKH8gYe",0,1,0,1,0,0,0,0,2,0,"negative",-2
"417","U of T Engineering","RT @uoftengineering : Canada's first Black student-run hackathon is back ??????: Join @nsbeuoft for NSBEHacks 2022, a beginner-friendly hackathon open to all @UofT students regardless of racial or academic background. 

Apply by February 1 ??: https://t.co/d2Xlivyss0 https://t.co/g0Er2mb5tt",0,1,0,0,1,1,0,2,1,3,"positive",2
"418","University of Toronto","#TamilHeritageMonth: Through storytelling fellowship, three @UTSC students reimagine an ancient Tamil epic #UofT ?? https://t.co/rrc9bp9fkR https://t.co/02gC692u2Z",0,0,0,0,0,0,0,0,1,2,"positive",1
"419","University of Toronto Student Life","RT @UofTStudentLife : Don’t miss your opportunity to attend a virtual consultation session on the Policy on Sexual Violence and Sexual Harassment #UofT. We want to hear your feedback. To register, please visit https://t.co/jhlH8LKprW https://t.co/ZOMcgPaxAK",1,1,0,1,0,1,0,2,1,3,"positive",2
"420","U of T Varsity Blues","RT @Varsity_Blues : Finding one's sense of purpose and belonging can certainly be a challenging task, however, it is one that university often helps you solve. For Lauren MacDonnell, she was set to enter another new community when she enrolled at U of T.

??:  https://t.co/SIp599p88Z https://t.co/MSFwUho2KM",0,1,0,1,0,1,0,0,1,4,"positive",3
"421","U of T Mississauga","RT @UTM : ""Take some time away from work to do something that could be just for you, because time for yourself now is an investment in your long-term happiness."" 

Prof. @MaddyMant shares how she battles burnout. https://t.co/6HxfZlgEDT",0,3,0,0,1,0,0,0,0,1,"positive",1
"422","Leslie Dan Faculty of Pharmacy","RT @UofTPharmacy : ??#COVID19 vaccine appointments are available through the Discovery Pharmacy for all members of the @UofT community, including those who may not have an Ontario Health card.

??Book your appointment here ????
https://t.co/GBC0Ec2L4l",0,0,0,0,0,0,0,0,0,4,"positive",4
"423","U of T Sexual Violence Prevention & Support","RT @UofTConsent : TONIGHT ????  Join us for a powerful virtual conversation on #Healing, #SelfLove, and #Pleasure with @rgay and @eternitymartis. This event is free for members of the #UofT community and all other participating schools. 

https://t.co/MGpJxhMrRJ https://t.co/zNMsn57T3L",1,2,1,1,2,0,0,2,0,4,"positive",4
"424","University of Toronto","'He’d be thrilled to see this': #UofT's massive geoexchange project built on pioneering work of late prof ??? https://t.co/J6S3rtJbvJ https://t.co/UAazVgnqlG",0,0,0,0,0,1,0,0,1,0,"negative",-1
"425","U of T People Strategy, Equity & Culture","RT @workingatuoft : Read Kelly Hannah-Moffat's (VP, People Strategy, Equity &amp; Culture) statement on the International Day of Commemoration in Memory of the Victims of the Holocaust:

https://t.co/nQw3NYe529 https://t.co/sIAO6YSJ8P",1,1,1,1,1,1,0,1,1,4,"positive",3
"426","University of Toronto","Culture plays a role in children’s acceptance of gender-diverse peers, according to a new @UTM study #UofT ?? https://t.co/mJViHvkXDY https://t.co/r3wxouQkCE",0,0,0,0,0,0,0,0,1,4,"positive",3
"427","U of T Public Health","RT @UofT_dlsph : DLSPH opens up #BHM with a conversation between moderator @ihpmeuoft Prof. @beverleyessue and Dexter Voisin, Dean of @MandelSchool as they discuss the systems required to recognize Black excellence in academia.

With a performance from poet @amoyaree 

https://t.co/yjCkcIeE2r https://t.co/LrwmXV7TTr",0,0,1,0,1,1,0,2,1,2,"positive",1
"428","University of Toronto","#UofT researchers use ‘virtual slime mould’ to design a TTC subway network less prone to disruption ?? https://t.co/XinbuyKr42 https://t.co/GGs10vtBYy",1,1,1,1,0,0,1,0,1,0,"negative",-1
"429","U of T People Strategy, Equity & Culture","RT @workingatuoft : All members of the #UofT community should have the ability to study, work, and live in a campus environment free from sexual violence, including sexual harassment. Share feedback on the Policy on Sexual Violence and Sexual Harassment. Feedback sessions: https://t.co/SkMUK0HTnB https://t.co/fwyXRdPHLE",1,1,0,1,1,1,0,2,1,5,"positive",4
"430","University of Toronto","#BellLetsTalk: To beat depression, researchers hunt for perfect brain stimulation therapy 'rhythm' #UofT ?? https://t.co/CaVES0Mpfv https://t.co/4hbrtzu4io",0,1,0,0,1,1,0,1,1,1,"neutral",0
"431","U of T Alumni","RT @uoftalumni : #UofT's Student &amp; Youth Mental Health Research Initiative is reimagining how we provide mental health care. We're working to improve access to support &amp; fostering a more caring community. See how we're helping students build healthy lives: https://t.co/JC7uj9UayS #UofTDefyGravity",1,2,0,1,2,0,1,2,0,7,"positive",7
"432","UofTPsychiatry","RT @UofTPsych : Has #BellLetsTalk gotten you talking about mental health? Join us at #Mindfest and keep the conversation going! From March 5 to 8, 2022, join us for free presentations and workshops online. Register now: https://t.co/Uw8lJbxnJ6 https://t.co/lP65KBV3iI",0,0,0,0,0,0,0,0,0,2,"positive",2
"433","Schwartz Reisman Institute","RT @TorontoSRI : We’re excited to announce the appointment of Monique Crichlow as #TorontoSRI’s new Executive Director.

Announcement: https://t.co/Fk8RVASTbW https://t.co/m3tyh3mW7E",0,2,0,0,1,0,1,2,0,2,"positive",2
"434","Ontario Colleges and Universities","RT @ONtrainandstudy : [1/3] Congratulations to Jon French, Director of @UofT Entrepreneurship, who received a Minister’s Award of Excellence in the category of Innovation and Entrepreneurship. https://t.co/Q2NaJoyhP6",0,1,1,0,2,0,1,3,0,5,"positive",5
"435","University of Toronto","No matter when, no matter why. Find #UofT resources on all three campuses to help with your mental health &amp; wellbeing. ?? https://t.co/KPUhpaeq1w https://t.co/zq8gSGFMYK",0,0,0,0,1,0,0,1,0,1,"positive",1
"436","Ontario Colleges and Universities","RT @ONtrainandstudy : Congratulations to Efosa Obano who received a Minister’s Award of Excellence in the category of Rising Star. 

Mr. Obano now supports @UofT Black Founders’ Network, guiding Black entrepreneurs on their technology strategies and digital transformation journeys. https://t.co/EWskXaU1g5",0,4,1,0,4,1,1,3,1,6,"positive",5
"437","U of T Sexual Violence Prevention & Support","RT @UofTConsent : Learning to love ourselves is complicated but important work, and an act of resistance. Today's #ConsentActionWeek videos are all about #SelfConfidence and #SelfPleasure.

???https://t.co/9rzm0sX5hm https://t.co/kL2Wt97M8y",1,0,0,0,1,0,0,1,2,3,"positive",1
"438","University of Toronto","Is #AI ageist? Researchers from @UofTNursing &amp; @Cambridge_Uni examine impact of technology on older users #UofT ?? https://t.co/9XWb7Iw5ZJ https://t.co/xaO4ukfNo2",0,0,0,0,0,1,0,0,0,1,"positive",1
"439","University of Toronto Student Life","RT @UofTStudentLife : On #BellLetsTalk Day, @lifeatuoft blogger Joanna reflects on the importance of the Bell Let’s Talk campaign and shares important mental health resources available to #UofT students: https://t.co/fBrud32zpk https://t.co/foNW27WbMv",0,1,0,0,1,0,0,2,0,4,"positive",4
"440","University of Toronto","More homicides, fewer supports in Toronto's predominantly Black neighbourhoods, according to new research from #UofT's @DrTSharpe ??? https://t.co/MszrcTxmRY https://t.co/BHvRuvSy74",0,0,0,0,0,1,0,0,1,0,"negative",-1
"441","University of Toronto","A former international student himself, Carlos Vargas is @UTSC's first director of international &amp; global engagement. #UofT ?? https://t.co/BF0aoOr9kX https://t.co/OEuOhSbH3M",0,0,0,0,0,0,0,1,0,1,"positive",1
"442","U of T Arts & Science Registrar","RT @ArtSciRegistrar : . @UofTArtSci students nearing the end of first year - it's time to enrol in a program. Programs are offered as specialists, majors and minors. Visit the Program Toolkit to find the right program combination for you ? https://t.co/cAf5G5xHQ7 [1/5] https://t.co/iKPfUOfPfu",0,1,0,0,0,0,0,0,0,1,"positive",1
"443","OISEUofT","RT @OISEUofT : Feb.16: Join OISE’s #Equity Committee for #OISEBlackFacultyChat with George Dei, Njoki Wane, Lance McCready, rosalind hampton, @WhitneeGarrett, @dr_iwenofu &amp; Andrew Campbell in conversations with their communities. Register at https://t.co/tIOOroTDGc #OISEBlackExcellence https://t.co/H8mbLZG1yl",0,0,0,0,0,1,0,1,1,2,"positive",1
"444","Black Research Network","RT @uoftbrn : In anticipation of tomorrow’s readathon honouring #bellhooks, we’re sharing a few of the author’s most powerful quotes ?? Let us know your favourites below! 

?? Register: https://t.co/u6Eap3b2rz

#BlackResearchNetwork #UofT https://t.co/jkUWJ72Hb3",1,3,1,1,1,0,0,2,0,2,"positive",2
"445","U of T Engineering","RT @uoftengineering : New dates added ??: Advance your knowledge of the history, truths and culture of Indigenous Peoples through the #UofTEngineering Indigenous Cultural Competency Toolkit ??: https://t.co/uzA0nOhx9W https://t.co/dNcn3uEWV4",0,1,0,1,1,0,1,1,0,4,"positive",4
"446","U of T Entrepreneurship","RT @UofTStartup : Calling all #UofT startups! Join us TODAY at 1 pm to hear from an incredible panel of EDI experts on how to build an inclusive community into your company's culture from day one. Register now: https://t.co/5xQ0UJtW0V",0,0,0,0,0,0,0,0,0,5,"positive",5
"447","University of Toronto","#UofT alumnus supports development of biosimilars initiative in the Northwest Territories ?? https://t.co/RQFtHNmXy9 https://t.co/5pl6CRDrs3",0,0,0,0,0,0,0,0,0,0,"neutral",0
"448","U of T Sexual Violence Prevention & Support","RT @UofTConsent : What does a #ConsentCulture look like? Today we're talking about how to #Flirt, #Sext, and #BreakUp with consent in mind????
https://t.co/LHwNLVvfSS",0,1,0,0,1,1,1,1,2,1,"negative",-1
"449","University of Toronto","#UofT drug discovery startup @BenchSci raises $63 million in funding ?? https://t.co/6brUXZGIgx https://t.co/9TFP2k6z5Z",0,0,0,0,0,0,0,0,0,1,"positive",1
"450","U of T Arts & Science Registrar","RT @ArtSciRegistrar : Recognized Study Groups (RSGs) are a great way to connect and collaborate with your peers, prepare for exams,??and make friends. The best part? RSGs are now accepting students who want to join.  Here’s how ?? https://t.co/0VwwiPVZAt https://t.co/QkaZ2iy0LK",0,1,0,0,0,0,0,0,0,3,"positive",3
"451","OISEUofT","RT @OISEUofT : Mindfulness can foster better workplaces from the inside out. Join us Wednesday and learn how to create a work culture of wellbeing and psychological safety – a key component in inclusive, high-performing teams. Open to all. Register now! https://t.co/5pX6mEoXpp @uoft @uoftalumni https://t.co/m7lkMBztzs",0,0,0,0,1,0,0,0,0,6,"positive",6
"452","U of T Sexual Violence Prevention & Support","RT @UofTConsent : Welcome to #ConsentActionWeek #UofT! Today we're decentering #heteronormativity. Remember: Sex can be physical, emotional, spiritual, intellectual... the only thing it has to be, is consensual. https://t.co/VapIPYMIal",0,1,0,0,1,0,0,1,0,2,"positive",2
"453","University of Toronto","Beyond Wordle: #UofT students, staff &amp; faculty share their pandemic hobbies ?? https://t.co/iN2J9Yt81l https://t.co/C5D8hXQShV",0,1,0,1,1,1,0,2,1,2,"positive",1
"454","Canadian Black Scientists Network","RT @CanBlackSci : Thrilled to announce Professor @rhondamcewen as one of #BESTEMM2022 concurrent speakers! She is the Vice-Principal Academic and Dean at @UofT. In her talk, she will be speaking about robot-parent interactions &amp; their implications for both parents &amp; children of school-going age. https://t.co/DOx77v9VEc",0,0,0,0,0,0,0,4,1,4,"positive",3
"455","University of Toronto",".@UofTArtSci researcher Susan Antebi explores perceptions of disability in post-revolutionary Mexico #UofT ?? https://t.co/2lffoJg780 https://t.co/iVeC2CnHJ7",0,0,0,0,0,1,0,0,1,1,"neutral",0
"456","U of T Libraries","RT @uoftlibraries : Good morning #UofT! A friendly reminder that the 10th Floor of Robarts Library will be closed 8:30am – 12pm today due to lighting repairs.
@UofTStudentLife @UofTArtSci https://t.co/342G5DJycg",0,2,0,0,2,0,1,2,0,3,"positive",3
"457","University of Toronto","#UofT alumna @RobertaBondar marks 30th anniversary of historic spaceflight ?? https://t.co/3x6X1f3uWc https://t.co/LgvivI8Vka",0,0,0,0,0,0,0,0,0,0,"neutral",0
"458","SR UofT (St. George)","RT @UofTSR : 1/5 New “I Am… A Scientist” video! How do humans influence the #atmosphere, and what are the consequences? Learn how chemistry is being used to address these questions and more! 

Special thanks to our guest @envchemjen #ScienceOutreach

?? below???? https://t.co/GMGbsQyH5O",0,1,0,0,1,0,0,1,1,4,"positive",3
"459","University of Toronto","President Meric Gertler outlines #UofT's global strategy ?? https://t.co/z3I20LwJa0 https://t.co/kstMSdKqih",0,0,0,0,0,0,0,1,0,1,"positive",1
"460","Maydianne Andrade","RT @WidowWeb : Thank you @UofT ! Truly support from the whole institution with contributions from ???? @researchuoft @UTM @uoftmedicine @uoftengineering @UofTArtSci and from local host @UTSC. https://t.co/Tql7IQYv6I",0,0,0,0,0,0,0,0,0,0,"neutral",0
"461","University of Toronto","Astronomers from #UofT's @DunlapInstitute focus robotic eyes on the Milky Way, our cosmic home ?? https://t.co/j8WtaI8Ink https://t.co/cZEgPq7XoC",0,0,0,0,0,0,0,0,0,1,"positive",1
"462","Life@UofT","RT @lifeatuoft : Do you know how this stool top was made? By punch needle embroidery! We love a hobby that helps bring us to the present as we reflect for the new semester! And it's a very cute photo 

Find out here: https://t.co/czHwyeIg2f??/

#hobbies #meditation #Pets https://t.co/BGmCviNGju",1,2,0,1,3,1,2,2,1,6,"positive",5
"463","University of Toronto","#UofT collaborates with Encyclopedia Iranica Foundation on study of Iranian women poets &amp; cinema ???? https://t.co/ePm8ktSRRi https://t.co/vCLmlgMq3T",0,0,0,0,0,0,0,1,0,3,"positive",3
"464","U of T Varsity Blues","RT @Varsity_Blues : Finding a career path that involves your passions and interests will often net promising long-term results. For  Nigel LeGood, he has long had those passions figured out, and with that, his path set towards his sought after career in sports medicine.

??: https://t.co/2cdLlnJE5B https://t.co/RXx5wLHAtK",0,2,0,1,0,1,0,0,1,2,"positive",1
"465","University of Toronto",".@UofTArtSci's Lynne Viola helps document Soviet-era history amid crackdown on archives #UofT ?? https://t.co/bCnWFW5cPY https://t.co/aPM09gpsmC",0,0,0,0,0,0,0,0,0,0,"neutral",0
"466","U of T Mississauga","RT @UTM : ""Take the time to get outside for a short walk, do a quick stretch, listen to something that will buoy you up, or, ideally, aim to do all three in a day."" 

@CJDeMarco of @DeansOffice_UTM shares how she battles burnout through sound and movement. https://t.co/EHVlYLcJyA",0,1,0,0,0,0,0,0,0,1,"positive",1
"467","Dunlap Institute","RT @DunlapInstitute : We are launching a video series called Cosmos From Your Couch! 

Our very own all-star astronomers answer questions and tell us cool things about the cosmos! It all begins Monday. 

Visit https://t.co/bkw52BJTtg, or check back soon for the link! 

@UofT #Astronomy  #Astroposts https://t.co/wzL5Gq7BiS",0,1,0,0,1,1,0,2,0,3,"positive",3
"468","Dr. Christine Allen ????","RT @ChristineAllenW : Looking forward to connecting virtually with members of our #UofTWomenInSTEAM: Leading &amp; Reading book club tonight Jan 20 at 7 pm. Community matters now more than ever. DM me for Zoom details! #UofT #WomenInSTEAM #WomenInSTEM @UofT https://t.co/K5UcCrbYG9",0,0,0,0,0,0,0,1,0,3,"positive",3
"469","University of Toronto","Find real-time and/or appointment-based confidential support for any school, health, or general life concern with #UofT My SSP. Download the My SSP app: https://t.co/Em9lUhoWoh or call 1-844-451-9700. Outside of North America, call 001-416-380-6578. ?? https://t.co/EAdoxETSHn",0,1,0,0,0,0,0,4,0,2,"positive",2
"470","University of Toronto Student Life","RT @UofTStudentLife : Schedule struggles? The Time Management workshop can help you set your weekly schedule and stay on track — Monday, Jan. 24, 6-7pmET (online). Details here: https://t.co/yNZP982Kr4 #UofT https://t.co/6gxscvcs6M",0,2,0,0,0,0,0,1,0,1,"positive",1
"471","University of Toronto","#UofT alumna Ceta Ramkhalawansingh catalogues more than 50-year career of feminist activism ?? https://t.co/QM4BXJhc9a https://t.co/HLHD9zEWPW",0,1,0,0,0,0,0,0,0,1,"positive",1
"472","U of T Arts & Science Registrar","RT @ArtSciRegistrar : ?? A thread about program enrolment ?? 

Nearing the end of your first year in @uoftartsci? It’s time to enrol in a program! ?? Program enrolment begins in March &amp; program exploration events in February can help you with the decision-making process.
[1/3] https://t.co/PkCDJDENDr",0,1,0,0,0,0,0,0,0,1,"positive",1
"473","University of Toronto","#UofT grads offer career tips ahead of Next Steps Conference ?? https://t.co/3HBReHoZ84 https://t.co/gPThOnXYhg",0,1,0,0,0,0,0,0,0,3,"positive",3
"474","University of Toronto","#UofT plans to increase in-person learning &amp; activities across its campuses as of Feb. 7 as it seeks to balance the learning needs of students with ongoing efforts to minimize the spread of #COVID19. https://t.co/ZsK9m9WLRW https://t.co/DnGgi0dCw3",0,1,0,0,0,0,0,0,1,3,"positive",2
"475","University of Toronto","Read our latest #COVID19 planning update for the #UofT community (Jan. 19, 2021) https://t.co/TGymq6oIJc https://t.co/WsSrt2Qx23",0,1,0,0,0,0,0,1,0,2,"positive",2
