,DivPosts$X,DivPosts$X.11,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,Sentiment,SentimentScore
947,Faculty of Information & Media Studies (FIMS),"RT @westernuFIMS : |???????????|
       You love to see it!
               ??????
      #FIMSclassof2021
       #purpleandproud
|???????????|
                \ (•?•) / 
                  \      / 
#WesternClassof2021 @WesternU @westernuAlumni @WesternUMMJC @colmcobb https://t.co/Ei1XpXhKVD",0,0,0,0,1,0,0,0,0,1,positive,1
948,Schulich WesternU,"RT @SchulichMedDent : For Alexandra Romanski, public health brings together her skills and interests in science, language and culture to make a positive difference. “Public health encompasses who we are in all aspects of our lives and communities.” 

#WesternClassof2021",0,1,0,0,0,0,0,0,0,2,positive,2
949,Monica,"RT @MonicaLMolinaro : I graduate today. While convocation is another online ceremony in our virtual world, I was able to celebrate with family and friends on my own, who have supported me always (including when I wanted to take pictures in my robes on campus). Happy graduation day class of 2021! https://t.co/8PrYUS45uA",0,2,0,1,3,0,2,2,0,5,positive,5
950,Western University,"@bigalpal17 Convocation on a work day? We'll talk to some people and get to the bottom of this ??

Congratulations on your achievement! We hope you have celebrations planned soon - you deserve it!",1,3,0,0,2,1,1,3,1,4,positive,3
951,Western University,"@DrChrisMcG Congratulations, Dr. McGrath! #kindofabigdeal",0,0,0,0,0,0,0,0,0,0,neutral,0
952,Western University,"@MonicaLMolinaro Congratulations, Monica! We're so glad that you have been able to celebrate - and that you made it to campus for your photos ????",0,1,0,0,1,0,0,0,0,1,positive,1
953,Dr. Chris McGrath (he/him/his),"RT @DrChrisMcG : Its officially official. I can’t celebrate at @WesternU today, but I’m finally the first doctor in the family! #EdD2021 https://t.co/1v2QDdY5yW",0,1,1,0,1,0,1,3,0,2,positive,2
954,Western Music,"RT @westernuMusic : After 2 years of planning, an incredible chamber group of best friends and colleagues will perform #Mendelssohn's String Octet @WesternU and share via #livestream 12:30pm today. Stay online afterwards for a lively faculty-led discussion with the musicians. https://t.co/2Kr27OkPdE",0,2,0,0,1,0,0,3,0,4,positive,4
955,Western University,"#WesternU grads, it's time to celebrate! Today you join the @westernuAlumni family – we're so proud of you! Starting at 7 p.m. ET, gather your loved ones to stream your Convocation ceremony at https://t.co/bt1jteIHyn and join the virtual celebration with #WesternClassof2021 https://t.co/1Nnc4sK1zH",0,3,0,0,3,0,2,2,0,4,positive,4
956,Student Central,"RT @westernuReg : Are you in financial need? Eligible Main campus undergrad, professional, and education students can submit a Financial Assistance Application for Western financial aid. Deadline October 31st! Access the application at: https://t.co/db2PulA5GE #westernu https://t.co/V6wINXfjxY",0,1,0,0,0,0,0,1,0,5,positive,5
957,Public Humanities,"RT @PHWestern : How can we achieve a more equitable, diverse, inclusive &amp; decolonizing future for higher education? 

Join us @WesternU for ""Equitable Futures,"" with Candace Brunette-Debassige, Nicole Kaniki, Mark Daley &amp; Jeff Tennant. #WesternuEDID 

Registration free! https://t.co/fGFVu5di3h https://t.co/PZ7DJvuQbv",0,0,0,0,1,0,0,1,1,4,positive,3
958,Western University,"Given the pervasiveness of social media in young people's lives, #WesternU profs Kaitlynn Mendes and Jacquelyn Burkell and @uOttawa prof Valerie Steeves offer these guiding principles for #socialmedia policies centred on children's rights. @westernuFIMS https://t.co/4ip35IOwXU",0,1,0,0,1,0,1,0,0,2,positive,2
959,Western University,"Everyone achieves what they can in each day's 24 hours - but Janet Stewart somehow squeezes in more than most. The long-time lawyer, volunteer and community stalwart receives an honorary #WesternU degree on Oct. 22. @westernuLaw #purpleandproud @lernersLLP https://t.co/mYTriubpN7",1,3,1,2,1,0,0,1,1,4,positive,3
960,Western University,"For author, artist and 2020 @GillerPrize finalist @shanimootoo, #WesternU marked the beginning of where she is today as an eminent writer and painter. Her achievements will be recognized tomorrow with an honorary degree. @westernuAlumni @bookhugpress https://t.co/2N612teVyO",0,1,0,0,0,0,0,1,0,5,positive,5
961,Western University,"@mandapieee @westernuAlumni Beginning on Friday, October 22 at 7 p.m. Eastern Time, your Convocation ceremony will be available here for streaming: https://t.co/B4UX6jADq6",0,1,0,0,1,0,1,0,0,1,positive,1
962,Lesley Rigg,RT @LesleySRigg : Research inspires such wonder — and great stories! Love this connection to pop culture. #WesternU #Research https://t.co/4Z5tDMejeT,0,0,0,0,1,0,1,0,1,2,positive,1
963,Ivey Business School,"RT @iveybusiness : Ivey HBA1 students have begun a new on-demand educational program that will increase their understanding of Indigenous cultures, knowledges, and the legacies of settler colonialism in Canada. https://t.co/09e9txjNxm",1,1,0,0,0,0,0,2,1,3,positive,2
964,Western University,"Natalie Zemon Davis says history is a conversation between past and present - ""the path that shapes us"" as people and societies. A trailblazer for seven decades, Davis will receive an honorary degree at #WesternU's virtual convocation. #purpleandproud https://t.co/8uP82HCtTP",0,1,0,0,1,0,1,1,0,2,positive,2
965,Western University,"It was once considered the ""holy grail of immunology."" In 1984, Tak Mak quelled the quest, discovering the elusive T-cell receptor, one of his many contributions to science. #WesternU will recognize Dr. Mak's work with an honorary degree Oct. 22. https://t.co/cKkTLt0gEr",0,1,0,0,0,0,1,0,1,3,positive,2
966,Faculty of Information & Media Studies (FIMS),"RT @westernuFIMS : In light of the #FacebookFiles leak, it's becoming increasingly clear that social media companies are failing young people.

@westernuFIMS Prof. Jacquelyn Burkell, along with colleagues from @WesternuSOC &amp; @uOttawa, outline what should be done next ??
https://t.co/OvmFU4qplD https://t.co/p6fQCnAA3B",1,2,0,1,1,1,1,0,2,1,negative,-1
967,Dr. Kate H. Choi,RT @KateHeeChoi : @WesternU @westernuSocSci @WesternuSOC,0,0,0,0,0,0,0,0,0,0,neutral,0
968,Trevor Johnson,RT @LondonTrevor : Good grief what a HUGE artist  performing @westernuMusic @WesternU - plays the worlds great stages and we get to see him for FREE in London #ldnont #musiccity @LDNMusicOffice @LdnArtsCouncil @ldnsymphonia https://t.co/cKAM4RZ9Y7,0,1,0,0,1,1,1,1,1,1,neutral,0
969,Western Sustainability,"RT @westernuSustain : #Thread Let's talk Organics waste sorting on campus @WesternU. Important to remember, all paper-based takeout food containers go in Organics! Also all food scraps and napkins. 
But, no plastics in Organics bins (and that includes compostable &amp; biodegradable plastics)! @westernuFM https://t.co/tPzC4PaySX",0,0,1,0,1,0,0,2,1,3,positive,2
970,Schulich WesternU,"RT @SchulichMedDent : Medical students are embracing the recently launched MD+ as a new opportunity to build their skills and broaden their perspectives. A goal in #SchulichMedDent's new Strategic Plan, MD+ augments the comprehensive clinical training students already receive at @WesternU.",0,3,0,1,0,0,0,1,0,5,positive,5
971,Erika Chamberlain,"RT @lawdeanerika : Hey @WesternU! $1 of every Angry Goose purchase this Thursday, Oct. 21 goes to @unitedwayemca! See you there, 11am-2:30pm on Concrete Beach.  @WesternUFood #LocalLove https://t.co/s50WjYwfVy",1,0,1,0,1,0,0,0,1,0,negative,-1
972,Northern Tornadoes Project ????,"RT @westernuNTP : Three new tornadoes from recent storms - two late-season Tornadoes (over land) in southern Quebec from Oct 16th, and a Tornado (over water) over Lake Huron near Goderich, Ontario on Oct 17. Full details on the new NTP blog: https://t.co/ppEo9fNc7X https://t.co/YLSiegqmxh",0,0,0,1,0,1,0,0,1,2,positive,1
973,Western University,"Christy Bressette believes that every voice can help shape #WesternU. 
She remembers the moment she regained her Indigenous voice and is optimistic that we can all help advance Indigenous initiatives at Western. Share your voice – complete the Western Equity Census. #westernuEDID https://t.co/twQzA8MfVh",0,2,0,1,2,0,1,1,0,4,positive,4
974,Western University,This new @WesternUMMJC grad has landed his dream job at CBC Radio's @metromorning. Congrats to @colmcobb and all who are graduating this fall! @westernuFIMS #convocation #graduation https://t.co/LE0KVJCn0Q,0,1,0,1,1,1,1,1,1,3,positive,2
975,Western University,"Interested in #entrepreneurship but don’t have an idea? Consider #ProteusIC where you can develop a commercialization plan for innovations coming out of Ontario’s top research institutions for a $5,000 cash prize! https://t.co/JFzySSWKfG",1,5,1,1,1,1,0,3,0,5,positive,5
976,Western University,"Anthropologists, including #WesternU's Andrew Nelson, are exploring a mummification technique in the highlands of New Guinea that preserves loved one's faces long after death. “The face is the person, the personality, what they knew, their experiences.” https://t.co/wXkdzSHDTT",1,2,1,1,0,1,1,0,1,1,neutral,0
977,Western Music,"RT @westernuMusic : The wait is almost over! Honoured to welcome @JonKimuraParker #piano to @WesternU as this year's distinguished Parsons &amp; Poole artist. All are welcome to join the free #livestream concert on Friday, October 22 at 7:30pm EDT. Preview program and learn more: https://t.co/4uvothqpkY https://t.co/qE1G8zgWCH",0,1,0,0,0,0,0,0,1,2,positive,1
978,Western Gazette,"RT @uwogazette : @WesternU recently increased its food operations on campus, introducing popular food trucks from the London community during the university’s lunch rush. 

https://t.co/42etb0CBRC",0,1,0,0,1,0,0,1,0,3,positive,3
979,Western University,"Preventing gender-based and sexual violence: #WesternU welcomes @WesternUSC recommendations for safer campus
https://t.co/uGM2FnYIFR",1,0,0,1,0,1,0,0,1,0,negative,-1
980,Public Humanities,"RT @PHWestern : TOMORROW! Join us for a visit with Dr. Christy Bressette, @WesternU's inaugural Associate Vice-President of Indigenous Initiatives, to discuss how we can create Indigenous-centred spaces &amp; Indigenize Canadian universities.

Registration is free to all!

https://t.co/LxhlelHeLD https://t.co/If1CnURACN",0,2,0,0,1,0,0,2,1,5,positive,4
981,Western University,What an achievement! Congratulations to the @WesternMustangs Women’s Golf Team. ???????? #purpleandproud #westernu https://t.co/ukekHwA9UX,0,1,0,0,1,0,0,2,0,1,positive,1
982,Schulich WesternU,"RT @SchulichMedDent : ""This pandemic is a population endeavour, we all need to do our part,"" says @deonandan. He’s one of many @WesternU alumni who have been leading voices throughout the pandemic at hospitals, on social media, in the news, and supporting hard hit regions.

@DFisman @SukhmeetSachal",1,0,0,1,0,1,0,2,2,2,neutral,0
983,Western University,Students can pick up three-layer non-medical disposable masks at any of the main campus @westernulibs service desks. A Western ONECard is required to pick up a 50-pack of masks. #TakeCareWesternU https://t.co/Th1nj9kBer,0,1,0,1,0,0,0,1,0,3,positive,3
984,Western University,"@drsoup09 Yes, Western will be running a flu clinic this year. More details to come!",0,0,0,1,0,0,0,0,1,0,negative,-1
985,Western University,"More than 98% of the #WesternU community is fully vaccinated against #COVID19. Thank you to our students and employees for showing that our campus community takes care of each other, and trusts the science. https://t.co/9cEowVDZ8q",0,0,0,0,0,0,0,1,0,2,positive,2
986,Schulich WesternU,"RT @SchulichMedDent : How can we build resiliency against the challenges of climate change through health care and policy? Anna Gunz, Professor of Paediatrics, is tackling what she calls the biggest crisis of our lifetime through forward-thinking research initiatives.",0,1,0,1,0,0,0,3,2,3,positive,1
987,Western University,"This week's #COVID19 vaccination &amp; testing hours for #WesternU students and employees:
Monday, Oct. 18: 9 a.m. - 8 p.m. 
Tuesday, Oct. 19: 9 a.m. - 5 p.m.
Wednesday, Oct. 20: 9 a.m. - 8 p.m. 
Thursday, Oct. 21 and Friday, Oct. 22: 9 a.m. - 5 p.m.
https://t.co/wRnrrbudwo",0,0,0,0,0,0,0,0,0,0,neutral,0
988,Anna Gunz MD,"RT @ACGunz : Honoured &amp; grateful that @SchulichMedDent is part of this dialogue.

This is the biggest health crisis of our time. We need to prepare trainees with the knowledge and skills to work &amp; transform the health system to address the #ClimateCrisis.
#MedTwitter https://t.co/HJqG7Ak6nq",0,2,0,0,0,0,0,1,1,3,positive,2
989,Hospitality Services,"RT @westernufood : ?? Introducing WesternEats—A food ordering app NOW LIVE for the #westernu community.  Order ahead, skip the line and get special offers at participating campus eateries.??Search?for Campus OrderUp and select @WesternU 

Order today:?https://t.co/biRLfLVxPb https://t.co/k0x7ECFSbe",0,0,0,0,2,0,0,1,1,4,positive,3
990,City of London,"RT @CityofLdnOnt : 1000s of students study at @FanshaweCollege @WesternU @KingsAtWestern @BresciaUC each year. Being far from home &amp; family can be tough. #LdnOnt services can help students feel more at home. Join us for London Newcomer Day to learn more.  
https://t.co/UBD2plUWWa https://t.co/MwtSZcsKkG",0,0,0,1,0,1,1,0,1,3,positive,2
991,Western University,@hoistingmysail @EmilyNTayler @CHCHNews Our latest updates can be found here: https://t.co/lV487O22pw,0,0,0,0,1,0,0,1,0,1,positive,1
992,Western University,"@justmombling @queensu We have work to do - and we're not wasting any time. If you haven't already, please check out our most recent updates speaking to the immediate measures that are being taken, as well as further measures already in place: https://t.co/lV487O22pw",0,1,1,1,0,1,0,0,1,0,negative,-1
993,Western University,"#WesternU medical students have launched a social #entrepreneurship incubator to support great community health initiatives in the Southwestern Ontario, with help from faculty and community partners. @accel_labs @SchulichMedDent https://t.co/hxtDjNBC1f",0,1,0,1,0,0,0,2,0,3,positive,3
994,Western University,An eye-opening new Canadian study highlights ongoing gender inequality in housing across Canada. Here's why #homelessness is a women's rights issue. #WesternU https://t.co/MAbUnSX1W3,1,1,0,1,0,1,0,0,1,1,neutral,0
995,Western University,"Our newest @westernuAlumni cross the virtual stage next week! ?? We’re bringing back the convocation brass, regalia &amp; more. Invite your supporters to watch the stream with you starting on Friday, Oct. 22 at 7 p.m. ET &amp; tag #WesternClassof2021 to join our virtual celebrations. https://t.co/XjyYBut3uA",1,2,0,2,1,1,1,1,1,2,positive,1
996,Western University,Mask pickup has moved from the Great Hall to @westernulibs #WesternU https://t.co/QO7TSE0max,0,0,0,0,0,0,0,0,0,0,neutral,0
997,Western Libraries,"RT @westernulibs : It's official! Weldon Library has partially reopened to #WesternU students, faculty, and staff ??????

Want to know how much space is available at Weldon, in real time? Check out: https://t.co/ohSXr3WTCn

Don't forget your 3-ply mask and Western ONECard for library access. https://t.co/uePKtaUF9d",0,1,0,0,0,0,0,3,1,4,positive,3
998,Western University,"With a foreword by @jannarden and memories of many magical moments from national and international artists, author (and @westernuAlumni!) @mcphersoncomm pays tribute to @masseyhall in his latest book. @dundurnpress @MasseyHallbook https://t.co/1JrEtF4904",0,1,0,0,1,0,1,1,0,3,positive,3
999,Western University,In with the old! Ancient hydraulic engineering techniques of the #Nabataean culture could offer solutions to ongoing drought problems in the Canadian Prairies. #WesternU #archeology #watermanagement https://t.co/QhQC7ae4cY,0,1,0,0,0,0,0,0,2,2,neutral,0
1000,Centre for Teaching and Learning,"RT @westernuCTL : We are excited to share our NEW Teaching for Inclusion Workshop Series!

Join us &amp; Dr. WG Pearson on Oct 28 from 10:30am to noon for a conversation on creating inclusive classroom spaces for trans and non-binary students. #WesternU

Registration is free: https://t.co/OK30jTGQrV https://t.co/Z8GkONJTOd",0,2,0,0,2,0,1,4,0,4,positive,4
1001,Western University,"#WesternU students &amp; employees, have you completed the Equity Census yet? Our first-ever demographic survey will help us paint an accurate picture of where we are &amp; where we need to go. Check your email – it only takes a few minutes to help us build a better future. #westernuEDID",0,0,0,0,0,0,0,1,0,3,positive,3
1002,Western Alumni,"RT @westernuAlumni : 1971 vs. 2019, still one of the best views on campus! #tbt

??: @westernulibsARC, C.J. Nyssen 
#westernu #purpleandproud #ldnont https://t.co/7jsNgo1wwT",0,0,0,0,0,0,0,0,0,0,neutral,0
1003,Hospitality Services,"RT @westernufood : Always wanted to get served by a robot? ?? Sally, our Fresh Salad Robot, is ready to make your favourite leafy dish at the touch of a button. Enjoy a wide selection of toppings, right at your fingertips.  ?? 

??Located in the UCC, at the entrance #westernu @WesternU https://t.co/KMAK7YWQsY",0,2,0,0,1,0,1,1,0,1,positive,1
1004,Western University,"A wonderful day to celebrate #CanLit, and to congratulate @ivancoyote, @DaveAlexRoberts &amp; @julie_flett as finalists in the Governor General's Literary Awards. Ivan Coyote currently sits as the #WesternU Chair in Creativity. #purpleandproud #GGBooks2021 https://t.co/xJ9SlazHKA",0,0,0,1,1,0,1,2,0,1,positive,1
1005,Faculty of Information & Media Studies (FIMS),"RT @westernuFIMS : The misrepresentation of women frontline workers by Chinese media outlets sparked online backlash during the COVID-19 outbreak.

@westernuFIMS Media Studies PhD candidate @zjm_cari describes how feminists on social media fought back ??@ConversationCA https://t.co/tPXDj5bKiL https://t.co/s41Jx26KB3",0,0,0,0,0,1,0,0,1,1,neutral,0
1006,Gordon Oz Osinski,RT @drcrater : Can't get over this &amp; super excited that the @westernuSpace team led by @pgbrown will be receiving a piece of this unique #Meteorite here at @WesternU!!!!! https://t.co/XacvzlC8Z3,0,2,0,0,2,0,3,2,0,3,positive,3
1007,Institute for Earth and Space Exploration,RT @westernuSpace : Join us this Friday to learn about the second brightest natural object in the night sky with Dr. Paul Byrne! Register here: https://t.co/TqJUKj679E https://t.co/l1LeeUX3S7,0,0,0,0,0,0,0,0,0,3,positive,3
1008,Liz Sutherland,"RT @CartoLiz : What do PokémonGo, Inuvik Muskox, inclusive education, and weather extremes in the Little Ice Age all have in common? They're all using #GIS to answer questions about our world ???? Learn more at our virtual #GISDay s event at https://t.co/KpotdBRWmB https://t.co/Z6NlUIQmMv",0,0,0,0,0,0,0,0,0,2,positive,2
1009,Western University,"Olympic gold medalist, Canada National team rower (and @westernuAlumni!) @Suse3 recalls the pinnacle moment at #Tokyo2020 and shares shots of the sweet treats her teammates are happy to taste-test. https://t.co/C9zOElBtED",0,2,0,0,2,0,1,3,0,4,positive,4
1010,Western Sustainability,"RT @westernuSustain : #DYK there are four streams of waste at #WesternU? Sorting It Right can be tricky and we've noticed some commonly mixed-up items on-campus. Knowing before you throw can have a major positive impact on sustainability! Check out @RecycleCoachApp, a very helpful resource! ?? https://t.co/DOm3CJYWj7",0,0,1,0,1,0,0,1,1,3,positive,2
1011,Western University,@PrachiSrivas @pgbrown @westernuSpace @westernuScience ?? @jrenaud99,0,0,0,0,0,0,0,0,0,0,neutral,0
1012,Western University,"When a meteorite crashes through your roof and becomes the most unlikely of bedfellows, who you gonna call? @pgbrown, of course! @westernuSpace @westernuScience https://t.co/twL6kkhRzy",0,0,0,0,0,0,0,0,0,0,neutral,0
1013,Western University,"Join Christy Bressette, #WesternU's inaugural Vice Provost &amp; Associate Vice-President of Indigenous Initiatives, Oct 20 at 1 p.m. as she discusses her vision for advancing Indigenous initiatives at Western and across #CdnPSE. Registration is free.",0,2,0,0,0,0,0,2,1,4,positive,3
1014,Public Humanities,"RT @PHWestern : How can we achieve a more equitable, diverse, inclusive &amp; decolonizing future for higher education? 

Join us @WesternU as we explore a more equitable future for colleges &amp; universities, with Candace Brunette-Debassige, Nicole Kaniki &amp; Mark Daley. #CdnPSE
 https://t.co/fGFVu5di3h https://t.co/teUVSGev7C",0,1,0,0,1,0,0,1,1,4,positive,3
1015,Paul Mensink,"RT @pjmensink : So excited to be starting this project  with @ExarStudios, @unity and @marinapsaros...Basking sharks finally making their way to @WesternU in 2022! https://t.co/vGWVCqYuvB",0,2,1,0,2,0,2,3,0,3,positive,3
1016,Arthur Labatt Family School of Nursing,RT @westernuNursing : Join us (virtually) this Friday as a we pause to reflect on 100 years of nursing education at @WesternU by enclosing a time capsule — only to be opened again in another 50 years. https://t.co/mqFJNuqocd https://t.co/huJte4CD3b https://t.co/xGD21RlB4O,0,1,0,0,0,0,0,0,0,1,positive,1
1017,WesternU CyberSmart,"RT @westernuCybSmrt : @WesternU has provided Cyber Awareness Training for all students, staff and faculty! 

Take the training at: https://t.co/pI7TEzcJLn

#data #cybersmart #safe 
@westernuOCH @WesternUSC @WesternMustangs @westernuSE @westernuReg @westernuHousing @westernuSocSci @uwogazette https://t.co/aglDwLP3s9",0,0,0,0,1,0,0,2,0,2,positive,2
1018,Western Alumni,"RT @westernuAlumni : Calling all pumpkin carvers! ??

Carve a Western-themed pumpkin and send us a photo for a prize. Open to all grads and their families, DM us your photos by October 29.
#westernu #purpleandproud #ldnont https://t.co/srNtpfgzi9",0,0,0,0,0,0,0,0,0,0,neutral,0
1019,Western University,"@dr_kaniki Congratulations, Nicole!",0,0,0,0,0,0,0,0,0,0,neutral,0
1020,Western University,@janiceatwestern Thank you for bringing this to our attention. We've been sure to send a note internally to the folks behind the questions?? #goodlookingout,0,0,0,0,0,0,0,0,0,1,positive,1
1021,Western University,"@blithewine We hear you and will be sure to share your feedback and experience. We know that staff are working hard to navigate Weldon's reopening as smoothly as possible, and we appreciate you reaching out here. The staff at the library are in alignment with university policy.",0,2,0,0,1,0,0,2,0,4,positive,4
1022,Western University,"@OTrichtchenko @RebeccaZandberg It does appear to be updated to include last week, at this time. Thanks for keeping an eye out!",0,1,0,0,0,0,0,0,0,1,positive,1
1023,Western University,@stahlbrandc @queensu @uOttawa We're happy you enjoyed your visit - hope to see you again soon!???? https://t.co/dz5fNlYZo9,0,2,0,0,2,0,1,2,0,3,positive,3
1024,Western University,"This week's #COVID19 vaccination &amp; testing hours for #WesternU students and employees:
Tuesday, Oct. 12: 9 a.m. - 5 p.m.
Wednesday, Oct. 13: 9 a.m. - 8 p.m. 
Thursday, Oct. 14 and Friday, Oct. 15: 9 a.m. - 5 p.m.

https://t.co/wRnrrbudwo",0,0,0,0,0,0,0,0,0,0,neutral,0
1025,Western University,"Basking sharks are big. As in, school-bus-sized and swallow-you-whole big. And soon, #sustainability students in @pjmensink's class will take an #augmentedreality deep dive into the endangered sharks' habitat. #westernu @TidesCommunity @ExarStudios https://t.co/1BXN3d90fs",0,0,0,1,0,0,0,1,1,1,neutral,0
1026,City of London,"RT @CityofLdnOnt : Many of us are feeling the emotional strain of living through a global pandemic. It's important to take care of our physical &amp; mental health. Today on #WorldMentalHealthDay show yourself some #LdnKindness &amp; seek out the help you need. 
https://t.co/enTzdKU3LZ

#LdnOnt https://t.co/o6tv4VyKQw",1,2,1,2,1,2,1,3,2,2,neutral,0
1027,London Inc. Magazine,RT @LdnIncMag : Western heads downtown: Western University has purchased the Greene-Swift Building at 450 Talbot Street. Read about it here: https://t.co/2zMpKaGNav #ldnont #519ldn #forestcity #519 #swont https://t.co/HGnyP9YEkY,0,1,0,0,0,0,0,0,0,3,positive,3
1028,English @ WesternU,RT @westernuEnglish : Fantastic news! @ivancoyote is staying for an extra year! https://t.co/Ml5JJaE1e2,0,0,0,0,0,0,0,0,0,1,positive,1
1029,Lydia Poutney,RT @LydiaPoutney : @WesternMustangs JW making an appearance @WesternU's @unitedwayemca kick-off #LocalLove https://t.co/Ph7TBxl299,1,0,0,0,0,0,0,0,1,0,negative,-1
1030,Western Political Science Dept,"RT @westernuPoliSci : Congratulations! @WesternU Political Science PhD graduate @TylerPoliSci has been awarded the prestigious Governor General’s Gold Medal for 2021, one of the most prestigious awards that Canadian graduate scholars can receive. ????https://t.co/lWIu8r9Ns2 https://t.co/qtBASAKmQv",0,1,0,0,1,0,1,3,0,3,positive,3
1031,Kim Baines,"RT @Kimbchemistry : @westernu colleagues snd students. Please fill this out! As said by Opiyo Olyoa today, it is important to know who is here…….and who isn’t. https://t.co/uEDB0eAAgK",0,0,0,0,0,0,0,2,0,1,positive,1
1032,Josh Lambier,"RT @JoshuaLambier : Opiyo Oloya on equity at @WesternU: “EDI-D isn’t a bunch of abstract ideas expressing some future utopia ... EDI-D is what we must practise every day in our interaction with each other in this space called Western.""

Fab piece on the #WesternUEquityCensus

https://t.co/q9LjxGhAbx",0,1,0,0,0,0,0,0,0,2,positive,2
1033,Beth Mac-Shack,"RT @Beth_macshack : Super happy to see @WesternU collecting these equity data. Assessing where we are now, diversity-wise, is an important first step towards advancing EDI. https://t.co/Ww7FXbNzkB",0,1,0,0,1,0,0,2,0,4,positive,4
1034,Western University,"Get to know #WesternU’s first Associate Vice-President of Equity, Diversity and Inclusion, and grab the link to watch his powerful lecture: https://t.co/pWSrREVwGH And, check your email to complete the Western Equity Census. https://t.co/HRSGB4kD8x",2,2,1,2,1,0,0,4,2,4,positive,2
1035,Western University,"Opiyo Oloya can picture a more inclusive #WesternU, and the Western Equity Census is the next step in building a Western we all deserve. https://t.co/qZS4pvCZXB",1,1,0,0,0,0,0,1,0,4,positive,4
1036,Western University,Thank you to @OpiyoOloya for this week’s powerful lecture on what it means to have a voice and his vision for #WesternU’s future. https://t.co/EHVQtWY4uP,1,2,1,1,1,0,0,1,0,2,positive,2
1037,Western University,"#WesternU #COVID19 vaccination &amp; testing centre will be closed Monday, Oct. 11 for Thanksgiving. For antigen testing, please book an appointment at one of the Shopper's Drug Mart locations. For PCR testing, please visit one of London's assessment centres. https://t.co/28ECWG5iod",0,0,0,0,1,0,1,1,0,2,positive,2
1038,Western University,"Get your study seat and a sneak peek at the ongoing revitalization. Weldon Library is (partially) reopening on Tuesday, Oct. 12, providing 500 extra study spaces at #WesternU! https://t.co/zBdGpF2aFj",1,2,0,1,1,0,1,1,1,4,positive,3
1039,Western University,"""The Western we deserve is tolerant, accepting and inclusive"" - @OpiyoOloya, associate vice-president of equity, diversity and inclusion at #WesternU, on listening, learning and a new equity survey to tell us ""where we are and who we are."" #ldnont #cdnpse https://t.co/pWSrREVwGH",1,1,0,0,0,0,0,4,1,7,positive,6
1040,Research Canada,"RT @ResearchCda : We have many outstanding Member universities in Ontario that work to improve the lives of those affected by breast cancer! Take some time this #BreastCancerAwarenessMonth to check out them out: @WesternU, @yorkuniversity, @Carleton_U, @queensu, @McMasterU, &amp; @RyersonU! #BCAM2021 https://t.co/rdVZibJZB6",1,2,1,1,2,1,0,1,2,2,neutral,0
1041,Sarah Prichard,RT @westernuProvost : Western names gender-based and sexual violence action committee co-chairs https://t.co/NiEdW5LmbB via @westernu,1,0,0,1,0,1,0,1,1,1,neutral,0
1042,Kelly Ziegner,RT @kellyziegner : Ready to kick-off the @WesternU @unitedwayemca Campaign! Last year they raised an incredible $635k+ for our region! https://t.co/WWblcOuFjk,1,1,0,0,0,0,0,0,1,0,negative,-1
1043,Public Humanities,"RT @PHWestern : Join us for an afternoon with Dr. Christy Bressette, @WesternU's inaugural Associate Vice-President of Indigenous Initiatives, to discuss how we can create Indigenous-centred spaces &amp; Indigenize Canadian universities.

Registration is free to all! #CdnPSE

https://t.co/LxhlelHeLD https://t.co/33ubZCcoKF",0,1,0,0,1,0,0,2,1,4,positive,3
1044,Schulich WesternU,"RT @SchulichMedDent : Trans Youth CAN! is a first-of-its-kind study exploring the medical, social and family contexts of trans youth seeking gender-affirming care in Canada. The baseline data, published today in Pediatrics, provides researchers with a starting point to study the impact of this care.",1,2,0,2,2,0,1,2,0,4,positive,4
1045,Western University,Explore the Moon (played to perfection by Kamestastin Lake crater in Labrador) with astronauts @Astro_Kutryk @dominickmatthew as @westernuSpace's own @drcrater shares the story of their analog space mission with @CanGeo https://t.co/JYFuCXXajb,0,2,0,0,1,0,1,1,0,1,positive,1
1046,Arts & Humanities,"RT @westernuArts : The Faculty of A&amp;H is excited to announce that our Alice Munro Chair in Creativity, @ivancoyote, will continue with us until May 2023!  

https://t.co/686lV9OP2X

#westernuniversity #westernuarts #ldnont #creativity",0,2,0,0,1,0,1,3,0,3,positive,3
1047,Western University,"@howisthismylif @Connolly9Jeff @Yukoner3 @MLHealthUnit Hi Heather, this tracker was added on September 23. We believe this is the same day as the article that you have shown above.",0,0,0,0,0,0,0,0,0,0,neutral,0
1048,Western University,"@RT_Ohagan Yes, this is in alignment with provincial guidelines. https://t.co/xuR9zQ8i9i",0,0,0,0,0,0,0,0,0,0,neutral,0
1049,Western University,@patrice0liveira @stahlbrandc @uOttawa @queensu ??,0,0,0,0,0,0,0,0,0,0,neutral,0
1050,Western University,"@RT_Ohagan Absolutely. Physical distancing is an important health and safety measure, and we do ask it of our campus community. We are in alignment with public health and provincial guidelines, which allow us to carefully come together in our classrooms for in-person learning.",0,1,0,0,0,0,0,2,0,5,positive,5
1051,Western University,"@melbordeleau Congratulations on this achievement! Next stop, the grad club?",0,1,0,0,1,0,0,1,0,1,positive,1
1052,Western University,"The long weekend is almost here! ?? While you enjoy some well-deserved rest and relaxation, remember to keep your circles small, monitor yourself for #COVID19 symptoms, and isolate and get tested if you’re feeling unwell. Wishing you a safe and enjoyable long weekend! ??#WesternU https://t.co/0T8PHEUsDS",1,3,1,1,3,3,1,3,3,6,positive,3
