"","DivPosts$X","DivPosts$X.11","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","Sentiment","SentimentScore"
"1391","University of Waterloo","Today is the International Day for the Elimination of Racial Discrimination. 

To mark the day, @UWaterlooPres shared the actions we’ve been taking to dismantle systems of racism within #UWaterloo. Learn more about our progress and how you can get involved https://t.co/CGgUwu68ti https://t.co/0qZd7gqknV",2,1,2,2,1,2,0,0,2,2,"neutral",0
"1392","University of Waterloo","With @UWVelocity - Canada's most productive incubator - at its core, the Innovation Arena is more than a space. 

It's the future of health, technology and innovation. Learn more: https://t.co/ktlK4vfS9v https://t.co/lRzWzPtozf",0,0,0,0,0,0,0,0,0,5,"positive",5
"1393","Waterloo Undergraduate Student Association (WUSA)","RT @yourWUSA : @uwaterlooHREI review is underway at #UWaterloo! Do you have input you’d like to share? Email hrei.review@uwaterloo.ca with a written submission or request to meet with the review panel. To learn more about the review and how to get involved: https://t.co/eBrdR9Dp3W

@UWaterloo https://t.co/5TU4rFiYeu",0,1,0,0,1,0,0,1,0,2,"positive",2
"1394","University of Waterloo","On the latest episode of #BeyondTheBulletin, professor Andy Houston and student May Nemat Allah - from the @UWTheatrePerf program - discuss their challenges and learning opportunities in staging a new theatre production during the pandemic. 

Tune in here https://t.co/9VjTww2Tq1 https://t.co/tLXQYh9ELA",0,1,0,1,0,1,0,1,1,3,"positive",2
"1395","Vivek Goel","RT @UWaterlooPres : March 21 is International Day for the Elimination of Racial Discrimination.  
 
As we mark this day, I’d like to share more about the actions we have been taking at @UWaterloo to dismantle systems of racism within our institution.  (1/3)",2,1,2,2,1,2,0,1,2,2,"neutral",0
"1396","UW Campus Wellness","RT @UW_Wellness : Are COVID-19 tests at Health Services confidential? Yes! We do not disclose your test results to your instructors or advisors. We follow the health protocols as outlined on the University's COVID-19 Info site: https://t.co/Z7mpv5nbvh https://t.co/BYLW3TcBb4",0,0,0,0,0,0,0,1,0,0,"neutral",0
"1397","University of Waterloo","Amelia Holcomb wanted more than a great job at a large tech company. She wanted to use her CS background to tackle climate change.

Now the grad student is researching how to measure forest carbon using phone sensors and drones for a zero-carbon future: https://t.co/ltdHBbBjNj https://t.co/QPghRjEPOr",1,0,0,1,0,0,1,1,0,1,"positive",1
"1398","Vivek Goel","RT @UWaterlooPres : Systemic racism and racist ideologies continue to plague society. We are reminded of this as the world reacts to the horrific murders of 8 people in Atlanta, 6 of whom were woman of Asian heritage.",1,1,2,2,0,2,0,2,2,1,"negative",-1
"1399","University of Waterloo","Thank you @JeffYurekMPP and @mikeharrisjrpc for visiting with us today.

This important research measures #COVID19 in municipal wastewater for more than 10 locations across Ontario as part of the province’s wastewater surveillance initiative. Read more https://t.co/qPRhNmgTTV https://t.co/59cPun48TI",0,0,0,1,0,0,0,1,0,1,"positive",1
"1400","University of Waterloo","This cluster is a reminder that we cannot let our guard down. Whether you're an employee or a student living on or off campus – please continue to avoid gathering with people you don’t live with. 

It's up to?everyone to keep each other safe as we share the space on our campus.",0,2,0,2,2,0,0,5,1,5,"positive",4
"1401","University of Waterloo","All high-risk contacts are being informed by Public Health. If you don't hear from public health, you should continue to self-monitor for symptoms and seek testing if needed. Our #COVID19 Testing Centre at Health Services is open to all #UWaterloo students, employees and postdocs",0,4,0,1,0,0,0,1,1,2,"positive",1
"1402","University of Waterloo","Important update: We're managing a #COVID19 outbreak of 2 cases in Claudette Millar Hall. 

@ROWPublicHealth believe the cases may be linked to a large cluster of confirmed cases related to indoor social gatherings held b/w Mar 4-7 at 3 private residences. https://t.co/KHP7JyJ6Q1 https://t.co/H6vUsfTeed",0,0,0,0,0,0,0,3,1,2,"positive",1
"1403","the Water Institute","RT @water_institute : Reminder! March 22, join us for our annual (online) #WorldWaterDay event. We have a fabulous program with speakers including @ayanaeliza, @SueChiblow and 
@riskindan https://t.co/ziFdeLpabe https://t.co/s1XUhJcWSj",0,0,0,0,0,0,0,1,0,3,"positive",3
"1404","University of Waterloo","Congratulations to the Co-operative Students of the Year winners! ????

See how these 2020 co-op students shone in an unprecedented year: https://t.co/JBWecnTaQ9 https://t.co/uyxiFeafrA",0,0,0,0,0,0,1,0,0,0,"neutral",0
"1405","University of Waterloo","Christine Dow's trekking the ends of the Earth to set a timetable for our climate emergency. For 8 days her team dragged a radar across the Antarctic. The hard-earned data shows the ice is destabilizing faster than we thought: https://t.co/YpLVYJ89Qa #YouPlusWaterloo @envwaterloo https://t.co/AmHaNycdMA",0,1,0,1,0,1,1,2,1,0,"negative",-1
"1406","University of Waterloo","The Accessibility Committee is looking for members of our #UWaterlooCommunity to join an Accessibility Advisory Panel to gain new perspectives on campus accessibility. 

Learn how to get involved: https://t.co/yovRVvdOB6 https://t.co/ZUyTs0EGz1",0,1,0,0,1,0,0,1,0,3,"positive",3
"1407","University of Waterloo","Update on our Fall term.

We’ve started planning for significantly expanded in-person approach for fall term with the goal to create as many on-campus experiences as possible starting September. Learn more: https://t.co/sNohHQOxSH https://t.co/itOV5dkUXp",0,1,0,0,1,1,0,1,1,3,"positive",2
"1408","UWaterloo Life","RT @UWaterlooLife : PART has created a survey to collect input on the development of a Black Studies Department and an Indigenous Studies Department. Help them out and share your thoughts. @UWaterloo @uwaterlooHREI 

? All it takes is 10 Minutes
??  Survey closes April 10
?? https://t.co/I6z1cAUyK4 https://t.co/LH3NwLqLA4",0,1,0,0,1,1,0,1,1,1,"neutral",0
"1409","Region of Waterloo Public Health","RT @ROWPublicHealth : COVID-19 can spread easily when we have close contact with others and it can be spread unknowingly before you develop symptoms or know you have COVID-19 but public health measures work. Read Dr. Hsiu-Li Wang's message about St. Patrick's Day https://t.co/9N932xEHpQ https://t.co/iBI5rAPDtO",0,2,0,0,0,0,0,0,0,3,"positive",3
"1410","UWaterloo Co-operative and Experiential Education","RT @HireWaterloo : March 13, 2020, operations were running normally across campus. Three days later, everything changed as the COVID-19 pandemic escalated. Learn how @UWaterloo and our employers pivoted to a remote world and everything that has happened over the past year:https://t.co/RM3pBiuNk6 https://t.co/Rd02WWzrqi",0,0,0,1,0,1,0,0,1,2,"positive",1
"1411","Vivek Goel","RT @UWaterlooPres : Honoured to witness this important moment for the community as Keith, the 1st patient at the vaccine clinic at our Health Sciences Campus, received his shot. Grateful to all partners who made this possible.
@RegionWaterloo @berryonline @UWPharmacy https://t.co/iQzkHcAoxh",1,1,0,1,0,1,1,2,1,6,"positive",5
"1412","Region of Waterloo #StandWithUkraine????","RT @RegionWaterloo : Keith was the 1st to get vaccinated at the opening of the  @UWaterloo Health Sciences Campus clinic in downtown Kitchener today. He told us, ""I want to live for many more years and this is part of doing that."" He also thanked everyone who worked to put the clinic together. https://t.co/tQL126bIQ2",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1413","UWaterloo News","RT @UWaterlooNews : Combining AI and wearable cameras in self-walking robotic exoskeletons.

#UWaterloo robotics researchers are developing exoskeleton legs capable of thinking and making control decisions on their own using sophisticated artificial intelligence technology. https://t.co/RPFfThyd3n https://t.co/GiOiIibvz7",0,0,0,1,1,0,0,1,0,2,"positive",2
"1414","University of Waterloo","A Region of Waterloo #COVID19 vaccination clinic opens today at our #UWaterloo Health Sciences Campus in downtown Kitchener.

The School of Pharmacy is one of several partners supporting @RegionWaterloo's newest clinic. Learn more: https://t.co/ddl0eWgK5b https://t.co/tqDlBrnCML",0,0,0,0,0,0,0,2,0,2,"positive",2
"1415","Waterloo Mathematics","RT @WaterlooMath : Happy #PiDay, Mathies!
We will miss celebrating in person but hope everyone enjoys their favourite slice of pie. ???? https://t.co/WRxMaLsE0q",0,3,0,0,3,0,1,2,0,3,"positive",3
"1416","UWaterloo SAF","RT @UWaterlooSAF : Tune in to The Morning Edition KW radio show with @craignorriscbc on Monday to catch SAF Professor, Andrew Bauer discuss things to consider when filing your 2020 tax return. The interview starts at around 7:40am! @UWaterloo 

https://t.co/SXqWNhU9jM https://t.co/9CrLxHQE4C",0,1,0,0,0,1,1,2,1,2,"positive",1
"1417","University of Waterloo","@UWaterlooSAF @craignorriscbc Looking forward to this interview!",0,0,0,0,0,0,0,0,0,1,"positive",1
"1418","University of Waterloo","Happy Friday #UWaterloo! ????

Just a reminder that classes are paused on Monday and Tuesday to create a four-day weekend for students (March 13 - 16). 

@UWaterlooLife has put together some tips to help you make the most out of your break https://t.co/tca81gzE57 https://t.co/97cErIKDAq",0,1,0,0,2,0,1,1,0,3,"positive",3
"1419","Waterloo Mathematics","RT @WaterlooMath : On #WorldDayAgainstCyberCensorship, we recognize the importance of a free, accessible Internet for all. See how UWaterloo researchers are contributing to the anti-censorship cause with the development of a decoy routing system called Slitheen: https://t.co/aslCCWzEPb https://t.co/OHBVMWTUgu",0,1,0,0,0,0,1,1,0,2,"positive",2
"1420","University of Waterloo","Why do some people choose to dine and dash? What influences their decision to do so? 

#UWaterloo Sociology PhD candidate Ashley Ryan’s research dives into what influences a person to commit such a crime. Read more about her research: https://t.co/iqJd79bhD6 https://t.co/EJvEvOZhkM",1,0,0,0,0,0,0,0,1,1,"neutral",0
"1421","University of Waterloo","Our #COVID19 Testing Centre at Health Services is open to family members (including children) of all #UWaterloo students, employees and postdocs. 

Getting tested on campus is a safe, quick, convenient and confidential option available to our community https://t.co/suhwTFlG9t https://t.co/CmGpXAczgo",0,0,0,0,1,0,0,2,0,5,"positive",5
"1422","UWaterloo Arts","RT @uwaterlooARTS : COVID-19 revealed a lot of challenges in public health - but how can we learn from these lost opportunities? Experts including @waterloohistory prof Heather MacDougall look beyond the pandemic in this @RSCTheAcademies policy brief.

https://t.co/34HvMOiSr4 https://t.co/WipIrys6JE",0,1,0,1,0,2,0,1,2,3,"positive",1
"1423","University of Waterloo",".@envwaterloo receives a $1M gift from @UWaterlooalumni Frank Cairo and Troy van Haastrecht. The program will be a catalyst for identifying tools and techniques required to positively shape future cities. Read more ?? https://t.co/WetbdkqVlJ",0,1,0,0,1,0,1,1,0,3,"positive",3
"1424","University of Waterloo","A special message from @UWaterlooPres reflecting on the past year. 

It has been one year since @WHO declared the global pandemic. #UWaterloo has lowered our flags to half-mast today to commemorate the many people around the world impacted by the virus. https://t.co/FDPYxgrTFu",0,1,0,1,2,2,0,0,2,2,"neutral",0
"1425","Waterloo Mathematics","RT @WaterlooMath : Alumni &amp; friends in Asia, celebrate #PiDay with a virtual #MathDeansLecture! Hear about cutting-edge research from @UWaterloo President Designate Vivek Goel, Prof. Jochen Koenemann &amp; Dean Mark Giesbrecht.
Register: https://t.co/eVVIpMBfeC or email c2harrington@uwaterloo.ca https://t.co/HTZ3o68GdW",1,0,1,1,0,1,0,1,1,1,"neutral",0
"1426","University of Waterloo","From disaster response to vaccine delivery, two @UWaterlooAlumni are mapping the globe for a better world.

“If Google Maps is the first generation of digital mapping, we're creating the second generation.” See how @EcopiaAI uses AI to create 3D maps. https://t.co/6VkgZS43hJ https://t.co/qk1noNMG2q",1,1,1,1,1,1,1,0,1,3,"positive",2
"1427","University of Waterloo","A clever app idea from @UWCheritonCS co-op students. Congratulations @SuperpoweredApp on your successful launch! ????

@WaterlooMath  @WaterlooENG https://t.co/tCcZhyN7db",0,2,0,0,1,0,0,1,0,3,"positive",3
"1428","Waterloo Research","RT @UWResearch : Join our next Research Talks for Enabling Disruptions: The Next Generation of Additive Manufacturing March 16. Hear from Ali Bonakdar who leads the strategic development of manufacturing processes @Siemens_Energy. Please register: https://t.co/1CyoNt7V3N https://t.co/2Pw2INNsIW",0,0,0,0,0,0,0,0,0,3,"positive",3
"1429","University of Waterloo","A @WaterlooSci PhD student partners with Indigenous elders and fishers to conserve the Arctic char population in Nunavut.

“We should be listening to the people who have lived in these communities and fished in these waters for generations.” Learn more https://t.co/Eg1fatH1NV https://t.co/WCKZ9JA3vu",0,0,0,0,0,0,0,1,0,4,"positive",4
"1430","UWaterloo News","RT @UWaterlooNews : What are some important considerations when filing your taxes after a year of #COVID19?

Professor Andrew Bauer from @UWaterlooSAF examines some of the things to consider when filing your taxes this year. https://t.co/XNvF2QBatY https://t.co/iipiNkid6P",0,0,0,0,0,0,0,2,0,2,"positive",2
"1431","Waterloo Mathematics","RT @WaterlooMath : We are incredibly proud to announce that all five teams from #UWaterloo placed in the top ten at ECNA @ICPCNews competition, including top spot!
Competition results: https://t.co/GIpNLZTcan

https://t.co/prxDHO28Cs",0,3,0,0,1,0,0,2,1,3,"positive",2
"1432","UWaterloo News","RT @UWaterlooNews : New #UWaterloo research shows that people who BS are more likely to fall for BS.

Specifically, they have trouble distinguishing scientifically accurate fact from impressive fiction, and are also much more likely to fall for fake news headlines. Read more: https://t.co/xdHRydMP9K https://t.co/Rz6btY88cB",0,0,0,0,0,1,0,2,2,1,"negative",-1
"1433","University of Waterloo","A self-driving shuttle bus is coming to campus. @WaterlooENG research team expects the free #WATonoBus to be operating on the Ring Road this fall.

“Students will be able to take the LRT train to campus, then take our bus to any part of campus.” Learn more https://t.co/6LhW76N8x3 https://t.co/hAa3RI6WUR",0,1,0,0,0,1,0,1,1,1,"neutral",0
"1434","UWaterloo Health","RT @uwaterloohealth : Congratulations to @UWSPHHS Professor Paul Stolee, who will receive a 2020-21 @uwaterloo Award of Excellence in Graduate Supervision! ???? 

Read about his contributions: https://t.co/IHVamedzUz @NAR_UW @UWaterlooGSPA @GHS_UW @paulstolee https://t.co/1q6wTlXlL3",0,1,1,0,2,0,1,3,0,3,"positive",3
"1435","University of Waterloo","The 1989 massacre of 14 women at École Polytechnique was the reason @uwaterlooalumni Kim Jones chose to study #engineering. She wanted to prove women deserve a place in the field. Jones now heads @ONWiE_ and inspires other women.

Read her story https://t.co/8RN83ieG92 #IWD2021 https://t.co/D6qpnDv5GR",2,1,1,1,0,1,0,1,1,4,"positive",3
"1436","University of Waterloo","Panelist @jaizenstros reminded us that #InternationalWomensDay  is not just about one day. 

We need to maintain these conversations and momentum into the future. https://t.co/M4B5eRgpf5",0,1,0,0,0,0,0,0,0,1,"positive",1
"1437","University of Waterloo","Thank you to our keynote #AngelaSaini who spoke about the need to bring intersectionality into academia and all of our work places. #IWD2021 https://t.co/J7QHXrAPb1",0,0,0,0,0,0,0,0,1,1,"neutral",0
"1438","University of Waterloo","Thank you to our speakers and everyone who attended our #InternationalWomensDay event. 

#ICYMI here is @_TrishalaPillai discussing how we can all become allies. You can also leave message on our community board for the women that have inspired you: https://t.co/bMqaykxG8E https://t.co/RmWoTSC6WE",0,1,0,0,1,1,2,1,1,2,"positive",1
"1439","Waterloo Warriors","RT @WlooWarriors : You are strong. You are powerful. You are leading the way! 

Let’s continue to fight for gender equity so that every day can feel like #InternationalWomensDay 

?????????????????????? https://t.co/txr8bApDdZ",2,2,1,2,1,0,0,3,1,3,"positive",2
"1440","Waterloo Science","RT @WaterlooSci : During our #InternationalWomensDay High Tea this afternoon, we welcome @UWaterlooAlumni Yvonne Stevens as a panelist!

Read about how #UWaterlooSci led her to her passion for molecular biology, and how she is working towards finding cancer treatments: https://t.co/a9HH2LC1FB https://t.co/qzqFHJvZY1",1,1,1,1,1,1,0,1,1,2,"positive",1
"1441","Waterloo Environment","RT @envwaterloo : Today is #InternationalWomensDay! We would like to present a few videos that highlight the success of women in our faculty! Starting with an alumni profile from Dr. Wanjiku Chiuri !?? https://t.co/ECheZKfw3I",0,2,0,0,2,0,1,2,0,3,"positive",3
"1442","University of Waterloo","@yourWUSA Congratulations the The Glow Centre on 50 years supporting the #UWaterlooCommunity ????",0,1,0,0,1,0,0,2,0,2,"positive",2
"1443","University of Waterloo","Meet the @uwaterlooalumni who is amplifying the diverse voices of #WomenInSTEM for young girls through her new book @OurStoriesIn. 

#InternationalWomensDay https://t.co/v3C0NR3wAi",0,1,0,0,1,0,1,0,1,2,"positive",1
"1444","University of Waterloo","""Today is a time to celebrate. To look forward. And, to recommit. This is not a once-a-year effort, nor something that is just a women’s issue. It is an everyday, every week, every month and every person issue."" - @UWaterlooPres 

#InternationalWomensDay https://t.co/zW8Rjv1QSF",0,1,0,0,0,0,0,0,0,2,"positive",2
"1445","Susan Willsie","RT @slwillsie : Along with 500 others, I attended #IWD2021 @UWaterloo When asked what excites them, the panel shared that milestones are happening and the achievements are real. We are witnessing a moment. We are not there yet, but I can feel the warmth of the light.",0,0,0,0,0,0,0,1,0,1,"positive",1
"1446","Mia Stratton","RT @miastratton21 : Great event hosted by @UWaterloo! Loved hearing from the inspiring speakers @_TrishalaPillai, @jaizenstros and #AngelaSaini on diversity and equity in the workplace https://t.co/qfQwF7y3gz",0,0,0,1,0,0,0,0,1,1,"neutral",0
"1447","University of Waterloo","@ziyatong Thank you for joining us and moderating this important discussion!",0,0,0,0,0,0,0,1,0,2,"positive",2
"1448","University of Waterloo","@DianeLFreeman Thank you for joining us!",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1449","University of Waterloo","@JodiSz @ziyatong @_TrishalaPillai @jaizenstros Thanks for joining our #IWD2021 event",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1450","Earthling","RT @ziyatong : Happy #InternationalWomensDay ! So looking forward to this discussion. ????? https://t.co/GMGLZns4y3",0,1,0,0,1,0,0,1,0,3,"positive",3
"1451","University of Waterloo","We're celebrating #InternationalWomensDay with a virtual breakfast. Join us today at 9 a.m. for a great discussion on how diversity and equity are critical to helping power shifts.

Register for the event: https://t.co/XkQrD95yyU #IWD2021 https://t.co/K3LMohvXq4",0,1,0,0,1,0,0,0,0,5,"positive",5
"1452","University of Waterloo","There is light at the end of the tunnel. 

Check out how our @WlooFTB student athletes have been staying positive and training safely to get ready for when we can play together again. #goblackgogold ???? https://t.co/9Y82wCGXqi",0,1,0,0,0,0,0,0,0,0,"neutral",0
"1453","University of Waterloo","And a reminder to our #UWaterlooCommunity that if anyone in your household has symptoms of #COVID19 or is waiting for test results, you must self-isolate and not come to campus.",0,0,0,0,0,1,0,0,0,1,"positive",1
"1454","University of Waterloo","ICYMI: New updates to our #COVID19 mask safety protocols for those coming to campus.

You may need to wear a medical grade mask if you can’t maintain physical distancing while you work or study (ex. in labs, clinical training).

See the new mask guidelines https://t.co/TjVjIdoB3C https://t.co/JF9z6itwU0",0,2,0,1,0,0,0,2,1,2,"positive",1
"1455","University of Waterloo","Many people have lost loved ones from #COVID19 and there are also other kinds of loss we grieve in our daily lives. Professor @SusanCadell shares how to recognize grief in ourselves or others and what can help in our new @uwdailybulletin podcast episode: https://t.co/S8FS7wp7uA https://t.co/ZtfoLbsv06",1,1,0,2,0,4,0,1,4,1,"negative",-3
"1456","Waterloo Pharmacy","RT @UWPharmacy : What is a viral vector vaccine?  How effective is it?  #UWaterloo pharmacist and professor @kgrindrod   breaks down the AstraZeneca vaccine and others like it. 

Learn more: https://t.co/8oe5RHK5kX Design by @adrianwpoon https://t.co/HZTXQP1wsC",0,0,0,0,0,0,0,2,0,4,"positive",4
"1457","University of Waterloo","Research shows #COVID19 has put a disproportional burden of unpaid care and housework on women, and affects how women are evaluated on their work performance. 

See how a professor @UWaterlooSAF is advocating for positive change in gender disparity. https://t.co/Qtitt2JWPe https://t.co/5TzCkTt1Nq",2,0,1,1,0,2,0,1,2,1,"negative",-1
"1458","Waterloo Science","RT @WaterlooSci : Congratulations to #UWaterlooSci Prof Michel Fich, the ???? lead in this international collaboration!

This ??, being built in the mountains of Chile, will give astronomers new insight into how the stars and galaxies in our universe formed!

@UWaterloo @UWaterlooAstro @CornellAstro https://t.co/KviqPHvBDf",0,0,0,0,0,0,0,0,0,1,"positive",1
"1459","Waterloo Warriors","RT @WlooWarriors : Although we couldn't be together this year, our Warriors once again showed their passion in the fight against breast cancer! Thank you to each and every one of you that donated to the cause! #WarriorsCare??

@UWaterloo @OUAsport @USPORTSca @cancersociety 

https://t.co/HfXzWw49f3",2,1,1,2,1,1,0,1,2,1,"negative",-1
"1460","University of Waterloo","A new @UWaterlooAlumni venture looks to make a positive social impact.

Viva’s mission is to increase women in the global workforce and matches execs at high-growth companies in North America with talented virtual analysts in Latin America. 

Read more: https://t.co/wvcpISnnR7 https://t.co/XgSnfmnqj1",0,0,0,0,0,0,0,0,0,2,"positive",2
"1461","University of Waterloo","We’re celebrating #InternationalWomensDay on Monday with a virtual breakfast. Join panelists @_TrishalaPillai, @jaizenstros and Angela Saini as they explore how diversity and equity are critical to helping power shifts. 

Register today: https://t.co/XkQrD9n9Xu #IWD2021 https://t.co/eJIAIY9jad",0,2,0,0,1,0,0,0,0,4,"positive",4
"1462","University of Waterloo","We’re proud to be named one of the world’s top universities for several subjects in the 2021 QS @worlduniranking. Computer Science remains our top-rated program globally.

In Canada, #UWaterloo ranks in the top 5 universities for 15 subjects. Learn more: https://t.co/SIwJRjwQxK https://t.co/592vITdR2U",0,2,1,1,1,0,0,3,1,4,"positive",3
"1463","UWaterloo Alumni","RT @uwaterlooalumni : We're #UWaterlooproud of Omar Salaymeh (BASc '08), the recipient of the Governor General's Meritorious Service Medal (Civil Division).

His start-up @JumpstartCDN helped 1,000 refugees find work. 

Read more at: https://t.co/xrm1Vw44gS 

 #UWaterlooAlumni #UWaterloo @WaterlooENG https://t.co/1ZS8dr0rvK",0,3,0,0,2,0,1,3,0,3,"positive",3
"1464","University of Waterloo","#UWaterloo research Kerstin Dautenhahn says social robots can boost social and cognitive development for kids with special needs. Can robots level the playing field? 

Read more about the future of social robotics: https://t.co/OxGS3SwHkk 

#YouPlusWaterloo @WaterlooENG https://t.co/fZm00fH1ET",0,0,0,0,1,0,0,1,0,3,"positive",3
"1465","UWaterloo News","RT @UWaterlooNews : What is a viral vector vaccine?  How effective is it? 

#UWaterloo pharmacist and professor @kgrindrod breaks down the AstraZeneca vaccine and others like it. 

Learn more: https://t.co/YL8VW7df8j https://t.co/2OPg7whvNS",0,0,0,0,0,0,0,2,0,4,"positive",4
"1466","Concept by Velocity","RT @ConceptUW : We are proud to partner with @climatechangeUW to offer the Climate Change Fund! Applications are now open with grants of $5K &amp; 2.5K going to the top teams. Submit your #ClimateChange solution today and help shape a better future at #UWaterloo and beyond! https://t.co/occoWeRF6c",0,3,0,1,1,0,0,2,0,6,"positive",6
"1467","Waterloo Research","RT @UWResearch : Join ""Towards Reconciliation: 10 Calls to Action for Natural Scientists"" on March 15. Learn about 10 Calls to Action that require us to use a new way of conducting natural science, one that includes and respects Indigenous communities. Learn more: https://t.co/CyZbPQ4lLk https://t.co/RAHj6cGO9P",0,2,0,0,1,0,0,3,1,6,"positive",5
"1468","Indigenous Relations | EDI-R | SVPRO @UWaterloo","RT @uwaterlooHREI : The ongoing work of the Sexual Violence Prevention and Support Office includes educational and capacity-building programming centred on creating a campus where consent culture lives and thrives. 

Check out all the March events &amp; engagement opportunities: https://t.co/NA8dMkVBlS https://t.co/fDb2AOysFH",1,2,0,1,0,1,0,1,1,5,"positive",4
"1469","UWaterloo Alumni","RT @uwaterlooalumni : We're happy to announce that local entrepreneur &amp; community leader Mike Stork has donated $1.5 million to #UWaterloo's new Innovation Arena. This facility in @CityKitchener will be the new home of @UWVelocity. 

Read more: https://t.co/T36VQBQsux
#UWaterlooAlumni #UWaterlooProud https://t.co/5AdXFovtqm",0,1,0,0,1,0,0,2,0,4,"positive",4
"1470","University of Waterloo","Community leader, Mike Stork, commits $1.5M to the Innovation Arena. The 90,000-square-foot building will be the new home of @UWVelocity, and will provide enhanced business support for founders, state-of-the-art labs, equipment and collaboration space. Link below ?? https://t.co/1OG4BhjKtO",0,1,0,0,1,1,1,2,0,6,"positive",6
"1471","University of Waterloo","@uwaterloohealth @UWSPHHS Congratulations Emily! ????",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1472","University of Waterloo","@Jon_Lee20 @uwaterlooARTS @PSCIuWaterloo @Daisy_Group Congratulations!! ????",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1473","University of Waterloo","Massive engineering projects could reverse climate change and reduce poverty, but they’re risky. #UWaterloo researcher @jmorenocruz wants us to get real about the urgency of the problem we face and says riskier solutions should be on the table.?Read more: https://t.co/aMiGP8K3r0 https://t.co/MmcpLftMLv",1,2,1,5,0,2,1,1,3,1,"negative",-2
"1474","University of Waterloo","@RyanGoldford @WaterlooMath Congratulations Ryan! ????",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1475","Waterloo Mathematics","RT @WaterlooMath : From disaster response and recovery to vaccine delivery, two #UWaterlooAlumni Shuo Tan (MSc '10) and Yuanming Shu (MSc '10, PhD '15) are harnessing AI for social good: https://t.co/joTk3TagHe https://t.co/SpY8RCAqwx",1,2,1,1,1,1,2,1,1,4,"positive",3
"1476","UWaterloo Co-operative and Experiential Education","RT @HireWaterloo : We are pleased to announce our Co-op Student of the Year Award winners!? Each student has earned top recognition for their contributions to their employer, their community and the development of experiential education. See our winners ?? https://t.co/eudtMq5oLh https://t.co/BsG8dhc1iO",0,2,0,0,2,0,1,2,0,4,"positive",4
"1477","University of Waterloo","@HireWaterloo Congratulations to the Co-op Student of the Year Award winners! ????",0,1,0,0,1,0,1,1,0,1,"positive",1
"1478","Indigenous Relations | EDI-R | SVPRO @UWaterloo","RT @uwaterlooHREI : Today is #BlackMentalHealthDay across Ontario. The Equity Office shares with others across our campus and beyond to not only recognize &amp; bring awareness to the inequities within our health &amp; social systems... 1/2 https://t.co/63mt4KTLDI",0,0,0,0,0,0,0,0,0,1,"positive",1
"1479","University of Waterloo","Join keynote Angela Saini on March 8 for our International Women's Day breakfast, where we discuss how diversity and equity are critical to helping power shifts in science, tech, entrepreneurship and social change. Register: https://t.co/ggvw8Opyh8 #IWD2021 https://t.co/oTIbWKvgJ9",0,0,0,1,0,0,0,0,0,5,"positive",5
"1480","UWaterloo Arts","RT @uwaterlooARTS : This photo in the @uwdailybulletin is a sunny reminder of campus this week. Have a good weekend, everyone!

Photo: Joe Petrik, School of Computer Science in @WaterlooMath https://t.co/omJjYTQX1i",0,2,0,0,2,0,2,2,0,2,"positive",2
"1481","University of Waterloo","@stp_greenhouse @UWStpauls @globeandmail Congratulations Cassie! ????",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1482","University of Waterloo","Cassie Myers (BA ’18), an @stp_greenhouse alum, has been recognized as one of 50 Changemakers in the @globeandmail's Report on Business magazine for 2021. Learn more: https://t.co/5d6CcqqIp1 @UWStpauls #UWaterloo @Conrad_Grebel https://t.co/1D5BJzGAc7",0,0,0,0,0,0,0,0,0,1,"positive",1
"1483","University of Waterloo","Join us at 1pm for our Rooted in History celebration. #BlackHistoryMonth Link below ? https://t.co/JMZYPzF1zE",0,1,0,0,1,0,1,2,0,3,"positive",3
"1484","University of Waterloo","#UWaterloo Professor Blair Feltmate, from @ICCA_Canada, shares his proven methods for getting research before policy-makers, creating partnerships with industry, and informing the public through the media on our new @uwdailybulletin podcast episode: https://t.co/pP3f1SzYNq https://t.co/sPVvKeFTMs",0,1,0,0,0,0,0,3,0,2,"positive",2
"1485","University of Waterloo","Toshi Mito lived and worked in Rwanda for 9 years until 2016. Although currently living in Japan, he continues his interventions in Africa, focusing on renovating solid waste management in cities. Sign up for this event to learn about Toshi’s experience: https://t.co/yGoWIEP754 https://t.co/s72ArsihyJ",0,0,1,0,0,0,0,1,1,3,"positive",2
"1486","UWaterloo Alumni","RT @uwaterlooalumni : Adrian Blair (BA '04), the VP at Cameron Heights Collegiate Institute, reflects how having black educators impacted his life, @wrdsb's anti-Black racism plans &amp; how he wants to inspire his students: https://t.co/3M82oKZqyz

#UWaterlooAlumni @uwaterlooARTS @CHCIGuidance",0,1,0,0,1,1,0,2,1,1,"neutral",0
