,,Visual Properties,,,,,Labels,,,Graph Metrics,Do Not Edit,,Other Columns,,,,,,,,,,,,,
Western University,Western University,,,,,,,,,,,,2020-12-01T15:33:03.000Z,Tue Dec 01 15:33:03 +0000 2020,16,"Why make a gift to #WesternU today? @JeffHernaez told us his “why”. What’s yours? 
@westernuAlumni @westernuSE #GivingTuesday #purpleandproud #westernuThrive #ThrivingCampus
https://t.co/vIsIUcgMk6 https://t.co/GFp8bqvVXy",2,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://www.westernconnect.ca/site/SPageNavigator/GivingTuesday.html?autologin=true&s_src=TW&s_subsrc=FY2021DECGTUQ3SMTWXXXXXXALST1 ,5,3,photo,https://pbs.twimg.com/media/EoKYoHBVkAIPlgH.jpg,
Western University,Western University,,,,,,,,,,,,2020-12-01T13:19:50.000Z,Tue Dec 01 13:19:50 +0000 2020,2,"#HIV hides in the body – and actually integrates into the DNA of human cells – which makes finding a cure difficult.
 
If #WesternU researchers can block immune evasion, the immune system can find and destroy infected cells. https://t.co/rnZup7wvHY",0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,https://news.westernu.ca/2020/11/working-for-cure-hiv-aids/ ,2,0,,,
Western University,Western University,,,,,,,,,,,,2020-12-01T12:33:01.000Z,Tue Dec 01 12:33:01 +0000 2020,17,"Today is #GivingTuesday and we are proud to be asking our alumni, faculty, staff and friends to make a $25 donation in support of advances in mental health and wellness resources for #WesternU students.
@westernuAlumni @westernuSE #purpleandproud
https://t.co/vIsIUcynIG",11,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://www.westernconnect.ca/site/SPageNavigator/GivingTuesday.html?autologin=true&s_src=TW&s_subsrc=FY2021DECGTUQ3SMTWXXXXXXALST1 ,3,2,,,
Western University,Western University,,,,,,,,,,,,2020-12-01T11:22:01.000Z,Tue Dec 01 11:22:01 +0000 2020,38,"38 million people around the world have #HIV – and, for them, there is neither a vaccine nor a cure. Yet. 

On #WorldAIDSDay, we need to remember the important work towards zero new infections and zero #AIDS-related deaths. @schulichmeddent https://t.co/rnZup7wvHY",24,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://news.westernu.ca/2020/11/working-for-cure-hiv-aids/ ,3,1,,,
Schulich WesternU,Western University,,,,,,,,,,,,2020-12-01T04:31:01.000Z,Tue Dec 01 04:31:01 +0000 2020,0,"RT @SchulichMedDent : About 20% of #concussion patients continue to experience symptoms after three months. Dr. Heather MacKenzie is developing a tool that will accurately predict, from the onset of injury, who is at risk of these long-term symptoms - a ‘crystal ball’ that will help guide their care. https://t.co/jXtt6UOsdN",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,1,0,video,https://video.twimg.com/amplify_video/1328693423948386305/vid/320x320/rUNpufOd_7UlJgzE.mp4?tag=13,
Western International,Western University,,,,,,,,,,,,2020-12-01T03:33:01.000Z,Tue Dec 01 03:33:01 +0000 2020,0,"RT @westernuIntl : Join Sanja Ivanov, Educational Developer, CTL to reflect on the ways in which cultures, norms, and values shape our expectations and influence how and whether we communicate those expectations. 

For Zoom link check out our IESC calendar https://t.co/1DDqybApYm https://t.co/OWaAzel50B",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,http://ow.ly/GtXC50Cw3vn ,0,0,photo,https://pbs.twimg.com/media/En1dUsEWMAQlUj7.jpg,
WesternU Visual Arts,Western University,,,,,,,,,,,,2020-12-01T01:56:00.000Z,Tue Dec 01 01:56:00 +0000 2020,0,"RT @westernuVisArts : Would you like to receive a surprise, postcard-sized artwork in the mail? 
With just a $10 donation to the #WesternU Practicum Class GoFundMe page you'll receive a surprise 5""x7"" artwork in the mail!  https://t.co/MXGilBgyKG #westernucreates https://t.co/m6xv1xLLyi",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://bit.ly/3q5Pb0r ,2,0,photo,https://pbs.twimg.com/media/En1zpTcXMAI8sId.png,
Black At Western Alumni (BAWA),Western University,,,,,,,,,,,,2020-12-01T00:33:01.000Z,Tue Dec 01 00:33:01 +0000 2020,0,RT @BlackatWestern : #TheYearofUs. 35 students from the ?@BSAWestern? put together a fashion magazine featuring glossy pictures of the students showing their best styles on the streets of ?@LondonOntarioCA? and ?@WesternU?.  https://t.co/9pXk8HKFT7,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://www.cbc.ca/news/canada/london/they-year-of-us-black-students-association-fashion-lookbook-1.5817972 ,1,3,,,
Schulich WesternU,Western University,,,,,,,,,,,,2020-11-30T23:23:01.000Z,Mon Nov 30 23:23:01 +0000 2020,0,"RT @SchulichMedDent : Dr. Rachel Kyle, a fifth-year resident in Geriatric Medicine, enjoys working with older adults, as she discovers their stories, learns what matters to them and tailors their health care needs. She says @westernuGMed's focus on education is a major strength. #SchulichAdvantage",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,1,1,,,
CBC British Columbia,Western University,,,,,,,,,,,,2020-11-30T22:44:01.000Z,Mon Nov 30 22:44:01 +0000 2020,0,RT @cbcnewsbc : A Western University student recently had a night he'll never forget. He spotted a previously undiscovered asteroid speeding past Earth. Our @JWagstaffe spoke with him about his discovery. https://t.co/Se7tHE212x,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,0,1,video,https://video.twimg.com/amplify_video/1332515322826354690/vid/1280x720/rJ39Vn70cZbK4FHB.mp4?tag=13,
Western USC,Western University,,,,,,,,,,,,2020-11-30T21:38:36.000Z,Mon Nov 30 21:38:36 +0000 2020,0,RT @WesternUSC : Join our virtual office hours with @WesternU and connect with @MattbReesor to ask questions and provide suggestions for the upcoming year! https://t.co/SyJddg0XDA,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://twitter.com/WesternU/status/1332429157473660936 ,0,1,,,
Western University,Western University,,,,,,,,,,,,2020-11-30T19:33:03.000Z,Mon Nov 30 19:33:03 +0000 2020,21,"We are grateful for our alumni like @juliabeltrano who are paying it forward today, and participating in our #GivingTuesday campaign. ?? 
@westernuSE @westernuAlumni #purpleandproud #westernuThrive #ThrivingCampus
https://t.co/3sV0stg0zj https://t.co/U87GJpGZY4",3,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://www.westernconnect.ca/site/SPageNavigator/GivingTuesday.html?autologin=true&s_src=TW&s_subsrc=FY2021NOVGTUQ3SMTWXXXXXXALST1 ,4,3,photo,https://pbs.twimg.com/media/EoGF-B2XUAESJwL.jpg,
Western University,Western University,,,,,,,,,,,,2020-11-30T19:04:23.000Z,Mon Nov 30 19:04:23 +0000 2020,0,"@Desidiary2ronto Hi there - can you please DM us with some more information so we can better support you. If this is an emergency, please call 911.",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,1,,,
Western University,Western University,,,,,,,,,,,,2020-11-30T17:33:00.000Z,Mon Nov 30 17:33:00 +0000 2020,18,"Every year on #GivingTuesday, Mustangs around the world give back. This year, consider giving to the Parr Centre for Thriving, dedicated to collaborative and innovative approaches to proactive student mental health &amp; well-being. @westernuSE #ThrivingCampus
https://t.co/3sV0stg0zj",5,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://www.westernconnect.ca/site/SPageNavigator/GivingTuesday.html?autologin=true&s_src=TW&s_subsrc=FY2021NOVGTUQ3SMTWXXXXXXALST1 ,2,1,,,
Propel at WesternU,Western University,,,,,,,,,,,,2020-11-30T12:08:00.000Z,Mon Nov 30 12:08:00 +0000 2020,0,RT @westernuPropel : Apricotton wants to make the bra shopping experience fun and comfortable for tween girls everywhere. Want to know more about Apricotton and our other finalists for Western Angels’ Demo Day? Register here ?? @westernu @westernualumni @iveybusiness  https://t.co/kG0ARSIz20,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://www.eventbrite.com/e/western-angels-demo-day-tickets-128023077471 ,0,3,,,
Ivey Business School,Western University,,,,,,,,,,,,2020-11-30T11:09:00.000Z,Mon Nov 30 11:09:00 +0000 2020,0,"RT @iveybusiness : A group of @IveyHBA @WesternU, @UWaterloo, and @queensu students are working on making online shopping greener with a browser plugin that estimates the carbon footprint of Amazon purchases.
@shopneutral @IveyMIFE @westernuPropel
https://t.co/65OcDBr6yz",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://www.ivey.uwo.ca/entrepreneurship/news/2020/11/neutral-measuring-the-costs-of-online-shopping/ ,0,6,,,
London Knights,Western University,,,,,,,,,,,,2020-11-30T04:19:00.000Z,Mon Nov 30 04:19:00 +0000 2020,0,"RT @LondonKnights : Overage goaltender @Dylanmyskiw stopped by to pick up a gift from the team to recognize his time in the @OHLHockey and @TheWHL.

We wish him the best of luck as he continues his hockey and academic career at @WesternU! https://t.co/jqxSypiaVc",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,0,4,photo,https://pbs.twimg.com/media/EnxtMdoXMAIGFQR.jpg,
Western University,Western University,,,,,,,,,,,,2020-11-30T03:50:17.000Z,Mon Nov 30 03:50:17 +0000 2020,14,?? https://t.co/BiFkAIMnvZ,1,und,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://twitter.com/Mrs_Schultzie/status/1333221102504579076 ,0,0,,,
Western University,Western University,,,,,,,,,,,,2020-11-30T03:48:02.000Z,Mon Nov 30 03:48:02 +0000 2020,1,"@justmejustash Our ears are open to chat about this, if you like. Here, in our DMs, or happy to connect you to the teams working on the rapid transition to online delivery.",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,1,,,
Western University,Western University,,,,,,,,,,,,2020-11-29T23:56:01.000Z,Sun Nov 29 23:56:01 +0000 2020,2,"#WesternU #COVID19 testing centre will be open Monday, November 30 through Friday, December 4 from 9:30 a.m. until 4:00 p.m. #TakeCareWesternU https://t.co/Emv7vSPjUf",1,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://www.uwo.ca/coronavirus/testing.html ,3,0,,,
Schulich WesternU,Western University,,,,,,,,,,,,2020-11-28T15:22:53.000Z,Sat Nov 28 15:22:53 +0000 2020,0,"RT @SchulichMedDent : At @WesternU’s Imaging Pathogens for Knowledge Translation (ImPaKT) Facility, researchers are helping industry partners test and launch new anti-viral products that make our daily environments safer during #COVID19.",0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,1,1,,,
Western University,Western University,,,,,,,,,,,,2020-11-27T23:23:02.000Z,Fri Nov 27 23:23:02 +0000 2020,24,"Mustangs, it's amazing to see how you are wrapping up fall term 2020! As exams are approaching, remember to take care of yourselves physically, spiritually and mentally. 

??: @charlottelindsayphotos &amp; @jay.menard on Instagram https://t.co/BWtWzBaMv6",3,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,,0,1,photo,https://pbs.twimg.com/media/En3d1qCWMAApOKi.jpg,
Western University,Western University,,,,,,,,,,,,2020-11-27T21:00:41.000Z,Fri Nov 27 21:00:41 +0000 2020,35,"Office hours with #WesternU’s president: Informal, virtual, drop-in for students to connect directly with Alan Shepard, joined by @westernusc, @westernsogs and @studentsenators. Ask questions, provide suggestions and look ahead to 2021 together. https://t.co/oyj1OlZeaJ",7,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://president.uwo.ca/president/virtual-hour.html ,1,3,,,
Western University,Western University,,,,,,,,,,,,2020-11-27T20:11:59.000Z,Fri Nov 27 20:11:59 +0000 2020,5,"Congratulations to all who have been recognized this year, we are #purpleandproud of our #WesternU leaders. Learn more at https://t.co/KpCg9kiui0 #COEE2020",2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,https://news.westernu.ca/2020/09/royal-society-celebrates-5-western-scholars/ ,3,0,,,
Western University,Western University,,,,,,,,,,,,2020-11-27T20:11:58.000Z,Fri Nov 27 20:11:58 +0000 2020,7,"Catherine Ivy, a #postdoctoral #scholar who has just joined @westernuBio, is a recipient of the Alice Wilson Award, which is presented annually to three women of outstanding academic qualifications. Ivy studies respiratory biology and oxygen sensing in high-altitude environments. https://t.co/VSGbMhG2vb",1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,2,1,photo,https://pbs.twimg.com/media/En2xZW3W4AIjCOn.jpg,
Western University,Western University,,,,,,,,,,,,2020-11-27T20:11:57.000Z,Fri Nov 27 20:11:57 +0000 2020,9,.@NeuroBeats was elected to the society’s #CollegeofNewScholars and was recognized at today’s #COEE2020 events. Grahn is a world leader in the area of cognitive neuroscience of music. #westernu https://t.co/MuciToxHGY,1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,3,1,photo,https://pbs.twimg.com/media/En2wQvHXEAM7F72.jpg,
Western University,Western University,,,,,,,,,,,,2020-11-27T20:11:56.000Z,Fri Nov 27 20:11:56 +0000 2020,10,.@WesternuEng professor @SP_Simonovic is universally acknowledged as one of the world’s leading authorities on applying systems analysis to water management. His approach has helped provide decision-makers with tools to support their sustainable management. #westernu #COEE2020 https://t.co/tVpo0icz8g,4,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,2,2,photo,https://pbs.twimg.com/media/En2v4dSWMAIb01a.jpg,
Western University,Western University,,,,,,,,,,,,2020-11-27T20:11:55.000Z,Fri Nov 27 20:11:55 +0000 2020,4,"Distinguished #WesternU professor and @NSERC_CRSNG Senior Industrial Research Chair, Jing Jiang is an internationally renowned Canadian expert in fault-tolerant control, instrumentation/control systems for nuclear power plants and renewable energy microgrids. #COEE2020 https://t.co/TMBTRSyrXZ",1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,2,1,photo,https://pbs.twimg.com/media/En2vk6PXEAM7_XN.jpg,
Western University,Western University,,,,,,,,,,,,2020-11-27T20:11:54.000Z,Fri Nov 27 20:11:54 +0000 2020,3,"Peter Jaffe is a psychologist, professor and academic director at @learntoendabuse, and has more than 45 years of experience in research on domestic violence and its impact on women and children. #VAW #westernu #COEE2020 https://t.co/g1qKDaucuZ",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,3,1,photo,https://pbs.twimg.com/media/En2vTn6XIAIFVNV.jpg,
Western University,Western University,,,,,,,,,,,,2020-11-27T20:11:53.000Z,Fri Nov 27 20:11:53 +0000 2020,6,"Neuroscientist @LisaSaksida and her team are deciphering how healthy human brains work and figuring out what is happening when those brains don’t work as well in people with, for example, Alzheimer’s or Parkinson’s disease. #westernu #COEE2020 https://t.co/1IAIvgOvK0",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,2,1,photo,https://pbs.twimg.com/media/En2u-BRW8AMOBPn.jpg,
Western University,Western University,,,,,,,,,,,,2020-11-27T20:11:52.000Z,Fri Nov 27 20:11:52 +0000 2020,3,"#WesternU researchers, @LisaSaksida, Peter Jaffe, Jing Jiang, and @SP_Simonovic, who were named Fellows of @RSCTheAcademies, will be recognized this evening among other inductees at the #COEE2020 ceremonies. https://t.co/E0H6Gh56oZ",1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,https://events.myconferencesuite.com/RSC_COEE/page/induction ,2,3,,,
Western University,Western University,,,,,,,,,,,,2020-11-27T20:11:51.000Z,Fri Nov 27 20:11:51 +0000 2020,19,Safer power plants. Lower domestic violence rates. Fewer brain disorders. Less flooding. This is the world #WesternU researchers dream of — and that is why they are among the 2020 @RSCTheAcademies inductees. #COEE2020 https://t.co/KpCg9kiui0,8,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://news.westernu.ca/2020/09/royal-society-celebrates-5-western-scholars/ ,2,1,,,
LondonEDC,Western University,,,,,,,,,,,,2020-11-27T20:09:00.000Z,Fri Nov 27 20:09:00 +0000 2020,0,"RT @LondonEDC : Are you hiring? Register for @WesternU's first-ever virtual Career Fair. At this fair, you can promote new graduate, work-integrated learning (internship, co-op, practicum), summer, &amp; part-time opportunities to students. #hirewesternu #ldnont https://t.co/EwilzxgknM",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://bit.ly/3pLM8L1 ,2,1,,,
Western University,Western University,,,,,,,,,,,,2020-11-27T18:09:15.000Z,Fri Nov 27 18:09:15 +0000 2020,20,"#WesternU is clearing a pathway for people who have historically faced social and economic barriers, with scholarship support for graduate students who are #Indigenous or living with #disabilities. @westernuEdu #IDAM https://t.co/Ys2b5sadd2",6,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://news.westernu.ca/2020/11/indigenous-disabled-grad-scholarships/ ,4,1,,,
Rebecca Zandbergen,Western University,,,,,,,,,,,,2020-11-27T12:32:51.000Z,Fri Nov 27 12:32:51 +0000 2020,0,"RT @RebeccaZandberg : In a usual year, there's a fashion show that's a pretty hot ticket @WesternU. @BSAWestern is behind it, but in 2020, organizers have had to find an alternative. So, tomorrow they're launching a BSA Lookbook called 'The Year of Us.' Details at 8:10. #ldnont https://t.co/8VDWMeH5cK",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,1,2,photo,https://pbs.twimg.com/media/En0wCGBXMAASnk1.png,
Schulich WesternU,Western University,,,,,,,,,,,,2020-11-26T23:23:02.000Z,Thu Nov 26 23:23:02 +0000 2020,0,"RT @SchulichMedDent : Men with a common genetic disorder that causes iron overload have a much greater risk of developing liver cancer, a new study shows. Researchers say if the condition is detected early, that risk can be lowered through a process similar to donating blood several times a year.",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,0,0,,,
Western University,Western University,,,,,,,,,,,,2020-11-26T21:22:34.000Z,Thu Nov 26 21:22:34 +0000 2020,41,#purpleandproud! ???? https://t.co/RdlSy3auhI,4,und,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://twitter.com/csa_asc/status/1332051091429732355 ,1,0,,,
Schulich WesternU,Western University,,,,,,,,,,,,2020-11-26T18:15:16.000Z,Thu Nov 26 18:15:16 +0000 2020,0,"RT @SchulichMedDent : Dr. Michael Silverman says as lockdowns are implemented in Canada, schools should be the last to close. Government can compensate business, but ""what kind of financial handout can you give to a kid for long-term cognitive development impacts?” Via @nytimes https://t.co/Gfej8NLsW9",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://www.nytimes.com/2020/11/23/world/americas/Canada-virus-schools-open.html ,0,1,,,
Schulich WesternU,Western University,,,,,,,,,,,,2020-11-26T17:17:01.000Z,Thu Nov 26 17:17:01 +0000 2020,0,"RT @SchulichMedDent : Jane Rylett, PhD (@j_rylett), Scientific Director of @CIHR_IRSC's Institute of Aging, will be speaking this afternoon at the @RSCTheAcademies G7 Research Summit about the impact of digital health and technology changes on older adults. #COEE2020 https://t.co/MphhLBkb9d",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://twitter.com/WesternU/status/1331592743886462976 ,1,3,,,
Western University,Western University,,,,,,,,,,,,2020-11-26T01:56:01.000Z,Thu Nov 26 01:56:01 +0000 2020,10,"Reminder: #COVID19 testing is available on campus for #WesternU students, staff and faculty. #TakeCareWesternU 
https://t.co/Emv7vSPjUf",6,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://www.uwo.ca/coronavirus/testing.html ,3,0,,,
MLHealthUnit,Western University,,,,,,,,,,,,2020-11-26T00:33:01.000Z,Thu Nov 26 00:33:01 +0000 2020,0,"RT @MLHealthUnit : Take care over the upcoming winter break #WesternU. Rest, recover and give yourself some well-deserved self-care. ?? #TakeCareWesternU /1 https://t.co/A0YFD6nmSO",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://twitter.com/WesternU/status/1331356783236034561 ,2,0,,,
Women and Gender Equality Canada,Western University,,,,,,,,,,,,2020-11-25T23:09:00.000Z,Wed Nov 25 23:09:00 +0000 2020,0,RT @WAGE_FEGC : #MarkYourCalendar – The 16 Days of Activism against Gender-Based Violence starts November 25th. Use #16Days to join the conversation and learn more. #GBV https://t.co/5ImWfo3Zv2,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,3,0,photo,https://pbs.twimg.com/media/EnSlZ36WEAE1Hih.jpg,
Western University,Western University,,,,,,,,,,,,2020-11-25T20:07:54.000Z,Wed Nov 25 20:07:54 +0000 2020,26,Gotcha! @westernuSpace graduate student Cole Gregg spotted a previously undiscovered asteroid flashing through the night sky using a remote access telescope based in Spain. @csa_asc https://t.co/YUj47QE89X,3,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://news.westernu.ca/2020/11/student-finds-asteroid/ ,0,2,,,
Western University,Western University,,,,,,,,,,,,2020-11-25T18:07:09.000Z,Wed Nov 25 18:07:09 +0000 2020,3,"If you or someone you know is in need of help at #WesternU, would like to disclose or report an incident of gender-based or sexual violence please visit https://t.co/t02U2MOB3j. #ldnont",2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,https://www.uwo.ca/health/student_support/survivor_support/understand.html ,2,0,,,
Western University,Western University,,,,,,,,,,,,2020-11-25T18:07:09.000Z,Wed Nov 25 18:07:09 +0000 2020,4,Join Western and @learntoendabuse over the next #16Days as we raise awareness and work to change the future for women and girls. #endGBV #cdnpse,2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,3,1,,,
Western University,Western University,,,,,,,,,,,,2020-11-25T18:07:09.000Z,Wed Nov 25 18:07:09 +0000 2020,0,"This annual, international campaign begins today, November 25, the International Day for the Elimination of Violence against Women, and runs until 10 December, Human Rights Day.",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,0,,,
Western University,Western University,,,,,,,,,,,,2020-11-25T18:04:40.000Z,Wed Nov 25 18:04:40 +0000 2020,54,"One in ten women in #Canada are extremely worried about the possibility of violence in the home during #COVID19. Today, on the International Day for the Elimination of Violence against Women, #WesternU joins @16DaysCampaign to call for the prevention and elimination of #GBV. https://t.co/MPHdJHWmWL",32,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,,4,1,photo,https://pbs.twimg.com/media/EnsByxrW8AU88O4.jpg,
Western University,Western University,,,,,,,,,,,,2020-11-25T15:11:47.000Z,Wed Nov 25 15:11:47 +0000 2020,0,@JessGrossman Hi Jess - we've dm'd you!,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,1,,,
Western University,Western University,,,,,,,,,,,,2020-11-25T13:37:06.000Z,Wed Nov 25 13:37:06 +0000 2020,1,"The international programme will focus on global perspectives and trends, highlighting steps that policymakers, scholars, scientists, and citizens can take to realize the enormous potential of the Future of Digital Health. #COEE2020 #G7 #westernu",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,3,0,,,
Western University,Western University,,,,,,,,,,,,2020-11-25T13:37:05.000Z,Wed Nov 25 13:37:05 +0000 2020,2,"Professor at @SchulichMedDent at #WesternU, and Scientific Director of the @CIHR_IRSC Institute of Aging, @j_rylett will be speaking on the impact of digital health and technology changes on older adults. Find the full program here: https://t.co/BmwGv2qzmo",1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,https://rsc-src.ca/sites/default/files/images/G72020_Digital%20Health%20Program.pdf ,1,3,,,
Western University,Western University,,,,,,,,,,,,2020-11-25T13:37:05.000Z,Wed Nov 25 13:37:05 +0000 2020,1,"Opening remarks will be made by President of @RSCTheAcademies and distinguished professor at #WesternU, Jeremy McNeil. For over 30 years he has been engaged, both at home and abroad, in activities relating to the public awareness of science. https://t.co/BmwGv2qzmo",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,https://rsc-src.ca/sites/default/files/images/G72020_Digital%20Health%20Program.pdf ,1,1,,,
Western University,Western University,,,,,,,,,,,,2020-11-25T13:37:04.000Z,Wed Nov 25 13:37:04 +0000 2020,10,Two of #WesternU’s very own faculty members will be speaking today at the @RSCTheAcademies Research Summit on the Future of Digital Health. #COEE2020 #G7  https://t.co/L8SZL5uNuJ https://t.co/gnBI1hkhSB,1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://rsc-src.ca/en/events/g7-research-summit-future-digital-health ,3,1,photo,https://pbs.twimg.com/media/EnrD--lWMAIUety.jpg,
Western University,Western University,,,,,,,,,,,,2020-11-25T01:56:01.000Z,Wed Nov 25 01:56:01 +0000 2020,17,A new interactive dashboard developed by @PrachiSrivas from @westernuEdu provide real-time data visualization of reported cased of COVID-19 in Ontario schools. The main goal of COVID-19 School Dashboard is to help increase transparency and understanding. https://t.co/WANFjyjAPA,7,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://news.westernu.ca/2020/11/new-interactive-dashboard-tracks-covid-19-cases-in-ontario-schools/ ,0,2,,,
Western University,Western University,,,,,,,,,,,,2020-11-25T00:22:01.000Z,Wed Nov 25 00:22:01 +0000 2020,10,"New @westernuSpace study led by @mccinamin on team dynamics in space
explored further by @CNN https://t.co/AXB120twAq",5,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://www.cnn.com/2020/11/24/world/mars-astronaut-traits-wellness-scn-trnd/index.html ,0,3,,,
Schulich WesternU,Western University,,,,,,,,,,,,2020-11-24T23:23:01.000Z,Tue Nov 24 23:23:01 +0000 2020,0,"RT @SchulichMedDent : Drs. Natasha Holder and Ji Hyun Han are simultaneously completing their surgical residency, MD and MSc degrees - an elite undertaking in academia. Their pursuit of excellence allows them to thrive in @WesternU’s Oral and Maxillofacial Surgery Program.",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,0,1,,,
Western University,Western University,,,,,,,,,,,,2020-11-24T23:13:58.000Z,Tue Nov 24 23:13:58 +0000 2020,10,"He’s a noted photographer, director and producer but an existential crisis saw @westernuAlumni @ajaniphoto add a new role to his resume: mental health advocate.
https://t.co/xffs0AvbmY",2,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://news.westernu.ca/2020/11/photographer-depth-of-field/ ,0,2,,,
Western University,Western University,,,,,,,,,,,,2020-11-24T21:59:27.000Z,Tue Nov 24 21:59:27 +0000 2020,156,A message from #WesternU President Alan Shepard about the winter holiday break #TakeCareWesternU https://t.co/XW4vZf23LU,63,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://www.uwo.ca/coronavirus/presidents-updates/ ,2,0,,,
