,,Visual Properties,,,,,Labels,,,Graph Metrics,Do Not Edit,,Other Columns,,,,,,,,,,,,,
RSI UofT,University of Toronto,,,,,,,,,,3071,,2020-11-19T20:35:33.000Z,Thu Nov 19 20:35:33 +0000 2020,0,"RT @RSIUofT : It's Convocation! In honor of such a momentous time, check out the stories of recent #RSI grads, @BrunaSeixasLima, @Analyssa_C &amp; other rehab sci students on what got them interested in their fields &amp; how it feels to graduate during COVID-19! #UoftGrad20 https://t.co/OkxRhMMqVP https://t.co/3PY5BI7dia",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://bit.ly/3nDHa0P ,2,2,photo,https://pbs.twimg.com/media/EnM_0TaXEAEX8kA.jpg,
University of Toronto Student Life,University of Toronto,,,,,,,,,,3072,,2020-11-19T20:01:01.000Z,Thu Nov 19 20:01:01 +0000 2020,0,"RT @UofTStudentLife : Applying to grad or professional school? Tailor your applications in real time as you meet online with career staff and writing instructors at the *CV and Personal Statement Event* — next Wednesday, Nov. 25, 12-4pmET. Details &amp; registration here: https://t.co/h5ScVuN5uf #UofT https://t.co/rmOVMWFx4k",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://clnx.utoronto.ca/home/slevents.htm?eventId=25360 ,1,0,photo,https://pbs.twimg.com/media/EnMQTooW4AIBKdP.jpg,https://pbs.twimg.com/media/EazO2j_VcAEjo8E.jpg
U of T Varsity Blues,University of Toronto,,,,,,,,,,3073,,2020-11-19T19:01:02.000Z,Thu Nov 19 19:01:02 +0000 2020,0,"RT @Varsity_Blues : From Hay River, Northwest Territories to @UofT - Read all about how Fiona Huang fell in love with the KPE program and track &amp; field community in this week's instalment of #StudentAthleteStories?
 ??
?? https://t.co/JTMvoyJDI6
 ?
WE ALL #BLEEDBLUE | #WeAreTO https://t.co/s2JsOHh1ut",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://bit.ly/3kK5psc ,3,1,photo,https://pbs.twimg.com/media/EnMOFF8XMAQ7XcB.jpg,
U of T News,University of Toronto,,,,,,,,,,3074,,2020-11-19T18:02:04.000Z,Thu Nov 19 18:02:04 +0000 2020,0,RT @UofTNews : On episode thirty-two of #UofT's #COVID19 What's Next? podcast hosted by Vivek Goel: Travel #UofTCOVIDResearch ?? https://t.co/1Ha4jsF9WS https://t.co/igCqWbEDR6,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,http://uoft.me/EP32 ,3,0,video,https://video.twimg.com/amplify_video/1329478744633974785/vid/320x320/7UOOL7mp_w_l8SU9.mp4?tag=13,
University of Toronto,University of Toronto,,,,,,,,,,3075,,2020-11-19T17:04:04.000Z,Thu Nov 19 17:04:04 +0000 2020,146,Students &amp; alumni from @UofTDaniels install mural on #UofT campus urging support for Black designers ?? https://t.co/KClKnwdqAF https://t.co/R0RC2Aaznz,18,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6cN ,1,1,photo,https://pbs.twimg.com/media/EnM6YU3XUAIc5bM.jpg,
Temerty Medicine,University of Toronto,,,,,,,,,,3076,,2020-11-19T16:01:08.000Z,Thu Nov 19 16:01:08 +0000 2020,0,"RT @uoftmedicine : Before 1921, for people with diabetes, the prospects were grim. Listen and see what it was like for patients who received insulin and had their lives saved. A thread. ??
https://t.co/NM888a4EXt #insulin100 1/17 https://t.co/Rpmm0isHOD",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,http://bit.ly/3lKWIPI ,1,0,photo,https://pbs.twimg.com/media/EnIZ3wDXcAYChTE.jpg,https://pbs.twimg.com/media/EazYPZCXQAAE9ea.jpg
University of Toronto,University of Toronto,,,,,,,,,,3077,,2020-11-19T15:03:47.000Z,Thu Nov 19 15:03:47 +0000 2020,103,"#UofTGrad20: Defying the odds, @UTM's Carisse Samuel to graduate after spending five months in a coma #UofT ?? https://t.co/jKvUvDRfu5 https://t.co/o924TD5R56",1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6cL ,2,1,photo,https://pbs.twimg.com/media/EnMef3nWMAUyELI.jpg,https://pbs.twimg.com/media/EazSXvoUMAAkIJu.jpg
OISEUofT,University of Toronto,,,,,,,,,,3078,,2020-11-19T14:47:00.000Z,Thu Nov 19 14:47:00 +0000 2020,0,"RT @OISEUofT : Congrats to Dean Glen Jones, OISE alumni Merli Tamtik &amp; Roopa Desai Trilokekar on receiving the @CBIE_BCEI Catalyst Award! The award recognizes the role of their co-edited book, ""International Education as Public Policy in Canada,"" in bringing cutting-edge knowledge to the field. https://t.co/Z7Jeb2uZgA",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,0,1,photo,https://pbs.twimg.com/media/EnI-FwGXYAMteVW.jpg,https://video.twimg.com/ext_tw_video/1273598885672284161/pu/vid/640x360/SJKdHIg14Z90mArZ.mp4?tag=10
University of Toronto,University of Toronto,,,,,,,,,,3079,,2020-11-18T22:01:05.000Z,Wed Nov 18 22:01:05 +0000 2020,14,"LegUp Computing, a @UofTEngineering startup, acquired by U.S.-based Microchip Technology #UofT ?? https://t.co/rYhNGZVB4g https://t.co/mYtbmBwNkA",3,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6cG ,1,1,photo,https://pbs.twimg.com/media/EnIsxqJXIAYc6gc.jpg,https://pbs.twimg.com/media/Eat0GcyU4AMh8sZ.png
OISEUofT,University of Toronto,,,,,,,,,,3080,,2020-11-18T21:23:04.000Z,Wed Nov 18 21:23:04 +0000 2020,0,"RT @OISEUofT : December 8: This year's R.W.B. Jackson Lecture features OISE alum and literary giant, Dionne Brand, in conversation with her dear friend and renowned Black studies scholar, Professor Rinaldo Walcott (@blacklikewho). Don't miss it! Register today. https://t.co/RGreJxjyt3 https://t.co/HCbSkN71JK",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://conta.cc/2IIXPRK ,0,1,photo,https://pbs.twimg.com/media/EnDf9OdXcAMgkZ0.jpg,https://pbs.twimg.com/media/Eave_kUVcAAoe2G.jpg
U of T Arts & Science,University of Toronto,,,,,,,,,,3081,,2020-11-18T21:22:48.000Z,Wed Nov 18 21:22:48 +0000 2020,0,"RT @UofTArtSci : #UofTGrad20: From @UofT to sea to PhD, Man-Yin Tsang is now headed to Kobe, Japan as a postdoctoral fellow. There, she’ll study the hot sediments of the Nankai Trough. 

Read about her journey to convocation: https://t.co/i8f14OYe3r https://t.co/YhTHLjCm8S",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://bit.ly/3lKi9jZ ,1,1,photo,https://pbs.twimg.com/media/EnIF121XIAAbrYK.jpg,
University of Toronto,University of Toronto,,,,,,,,,,3082,,2020-11-18T20:01:23.000Z,Wed Nov 18 20:01:23 +0000 2020,16,"With #UofT as a partner, advanced materials research facility in Mississauga to focus on clean energy ?? https://t.co/htOXujzYEx https://t.co/HSmjoshsnx",4,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6cD ,1,0,photo,https://pbs.twimg.com/media/EnIYO_dXIAEdQbp.jpg,
U of T Alumni,University of Toronto,,,,,,,,,,3083,,2020-11-18T19:01:03.000Z,Wed Nov 18 19:01:03 +0000 2020,0,"RT @uoftalumni : Congratulations 2020 grad! In unimaginable times, you went from @UofT student to U of T alum. Your new #UofTalumni community sends you endless high fives to applaud your achievements. 

Update your email to stay in touch: https://t.co/4gdL5mrziw #UofTGrad20 https://t.co/E4RgAm75nH",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://bit.ly/2Yp621d ,2,1,video,https://video.twimg.com/amplify_video/1328450417181724681/pl/0UL4zEYIjUw5O7Ms.m3u8?tag=13,https://pbs.twimg.com/media/EayrsAjX0AEcoEl.jpg
University of Toronto,University of Toronto,,,,,,,,,,3084,,2020-11-18T18:10:15.000Z,Wed Nov 18 18:10:15 +0000 2020,34,"Researchers at #UofT, @McMasterU study #COVID19 testing protocols for arriving international travellers ?? https://t.co/duAxQ3cjbQ https://t.co/mlUuvqvkpN",3,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6cB ,2,1,photo,https://pbs.twimg.com/media/EnH_mUDXEAI05GZ.jpg,https://pbs.twimg.com/media/EayXtLqUwAAmgA8.jpg
University of Toronto,University of Toronto,,,,,,,,,,3085,,2020-11-18T17:04:02.000Z,Wed Nov 18 17:04:02 +0000 2020,16,"#UofTGrad20: #UofT's Virginia Isaac, a @UofT_FIFSW grad, is helping Nunavut residents quarantine during #COVID19 ?? https://t.co/W67TzaGoL9 https://t.co/xDuvs1HhSg",3,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6cm ,3,1,photo,https://pbs.twimg.com/media/EnHwqLTWMAQf4Se.jpg,https://pbs.twimg.com/media/Eavyvh0WsAEfWs3.jpg
U of T Libraries,University of Toronto,,,,,,,,,,3086,,2020-11-18T16:01:02.000Z,Wed Nov 18 16:01:02 +0000 2020,0,RT @uoftlibraries : Quick! What streaming services can you use through #UofT Libraries? ? Know the answer? Our library quiz will be the judge of that! ?? Try it out: https://t.co/im933AdLmN https://t.co/cxO76bKWBf,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://uoft.me/utl-quiz ,1,0,photo,https://pbs.twimg.com/media/EnHVlrkVoAAofLd.jpg,https://pbs.twimg.com/media/Eav-d7VWAAgQ7MZ.png
University of Toronto,University of Toronto,,,,,,,,,,3087,,2020-11-18T15:04:08.000Z,Wed Nov 18 15:04:08 +0000 2020,112,#UofT’s Vivek Goel named next president &amp; vice-chancellor of University of Waterloo https://t.co/5UNSaKe1NO https://t.co/D3Lrrynmpg,7,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6co ,1,0,photo,https://pbs.twimg.com/media/EnHVJXsVgAcLCGL.jpg,https://video.twimg.com/ext_tw_video/1273330862499790848/pu/pl/LatQ1SQGgfprOhS0.m3u8?tag=10
University of Toronto,University of Toronto,,,,,,,,,,3088,,2020-11-17T22:01:24.000Z,Tue Nov 17 22:01:24 +0000 2020,37,.@UofTMedicine alum Derrick Rossi 'proud' to play role in promising Moderna #COVID19 vaccine ?? https://t.co/K8oJyEXGY0 https://t.co/lEEqPxi03y,1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6cg ,1,1,photo,https://pbs.twimg.com/media/EnDluybW4AUF1si.jpg,https://pbs.twimg.com/media/Eau58lTWAAAEd0p.jpg
U of T Government Relations Office,University of Toronto,,,,,,,,,,3089,,2020-11-17T21:45:04.000Z,Tue Nov 17 21:45:04 +0000 2020,0,"RT @uoftgro : Researchers @UofT are on the frontlines of work to end the pandemic. A new report shows their contributions:
???Harnessing AI + precision medicine
??Communicating health info 
??Addressing inequities
??Supporting health-care workers #CanadianInnovationWeek
https://t.co/zDPr6yCvjC https://t.co/UL2Dsl3MVQ",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://gro.utoronto.ca/first_responders_how_u_of_t_researchers_mobilized_against_covid_19 ,1,1,photo,https://pbs.twimg.com/media/EnDSsxVXcAE_Nhc.jpg,
UofT Sustainability,University of Toronto,,,,,,,,,,3090,,2020-11-17T21:00:08.000Z,Tue Nov 17 21:00:08 +0000 2020,0,"RT @SustainableUofT : The @UofT Adam's Sustainability Celebration has added a new (free) online session on Investing to Address Climate Change: In Conversation with President Gertler (Dec 1, 10-11AM). Learn more about the session and register here: https://t.co/buGiabdF88 https://t.co/Ot1tcaWJoi",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://pheedloop.com/ceccssustainability/site/sessions/?event=ceccssustainability&section=32007&id=ThJrZN https://twitter.com/uoftceccs/status/1328376698308616197 ,0,1,,,https://video.twimg.com/tweet_video/Eau-izlXsAMXOFU.mp4
U of T Music,University of Toronto,,,,,,,,,,3091,,2020-11-17T20:01:01.000Z,Tue Nov 17 20:01:01 +0000 2020,0,"RT @UofTMusic : Student Composer Concert No. 1! Join us for an exciting evening of new music 7pm tonight, live-streamed at https://t.co/ipMOxVoNec https://t.co/EvjSyTi8We",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://www.youtube.com/channel/UCUQEyq4JLOtzYQXjpfCIBZw/featured?view_as=subscriber ,0,0,photo,https://pbs.twimg.com/media/EnCytErWMAEQqTz.jpg,https://pbs.twimg.com/media/Eaud2X9XsAAEvI6.jpg
University of Toronto,University of Toronto,,,,,,,,,,3092,,2020-11-17T19:04:53.000Z,Tue Nov 17 19:04:53 +0000 2020,24,A dean’s world tour: #UofT's Christopher Yip checks in with @UofTEngineering students around the globe ?? https://t.co/XHD2UxmtgB https://t.co/YxIxSqcGMn,3,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6cc ,1,1,photo,https://pbs.twimg.com/media/EnDB2DJVEAA6_CZ.jpg,
U of T Arts & Science,University of Toronto,,,,,,,,,,3093,,2020-11-17T18:01:02.000Z,Tue Nov 17 18:01:02 +0000 2020,0,"RT @UofTArtSci : “When my family escaped from Iran, the goal was always for my sisters and I to attend university,” says Faraz Khoshbakhtian as he convocates from @UofT this Saturday. #UofTGrad20 

Read about his path to convocation: https://t.co/gQ518qvp46 https://t.co/LuoQodDslk",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://bit.ly/3kCuA04 ,1,1,photo,https://pbs.twimg.com/media/EnCXGdwWMAMprZI.jpg,https://pbs.twimg.com/media/EauUP8dX0AES3vd.jpg
University of Toronto,University of Toronto,,,,,,,,,,3094,,2020-11-17T17:04:45.000Z,Tue Nov 17 17:04:45 +0000 2020,23,#UofT has recognized its most outstanding volunteers of 2020 with Arbor Awards – a distinction reserved for the university’s leading citizens. ?? https://t.co/VDeHmGlOzP https://t.co/mO2A6KyiiU,7,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6ca ,1,0,photo,https://pbs.twimg.com/media/EnCmyfeXMAMXNGt.jpg,
OISEUofT,University of Toronto,,,,,,,,,,3095,,2020-11-17T16:01:16.000Z,Tue Nov 17 16:01:16 +0000 2020,0,RT @OISEUofT : https://t.co/xoix9KY2La,0,und,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://www.pscp.tv/w/coKZjzFEWUVYR21uWW52amd8MXZBeFJ3bnZsWGdLbIL-5vVmpNjERznTWEXzvsl4ttiU8Upp5emkJu_lqgAJ ,0,0,,,https://pbs.twimg.com/media/Eat3CkeWkAIkQFg.jpg
University of Toronto,University of Toronto,,,,,,,,,,3096,,2020-11-17T15:01:17.000Z,Tue Nov 17 15:01:17 +0000 2020,109,#UofT students to celebrate Class of 2020’s resilience during virtual fall convocation #UofTGrad20 ?? https://t.co/VMqAN96yn9 https://t.co/ydKmol47H9,20,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6c9 ,2,0,photo,https://pbs.twimg.com/media/EnCGnJjXUAEuG0t.jpg,
Factor-Inwentash Faculty of Social Work,University of Toronto,,,,,,,,,,3097,,2020-11-16T21:41:52.000Z,Mon Nov 16 21:41:52 +0000 2020,0,RT @UofT_FIFSW : Master of #SocialWork Fall2020 grad Virginia Isaac provides support for people in quarantine at one of the Government of Nunavut's isolation hubs: “I’m proud to be among those making a difference in people’s lives during the pandemic” says the #UofTGrad20 https://t.co/sL3D7dZivX https://t.co/erfJBfADVX,0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://socialwork.utoronto.ca/news/30078/ ,2,0,photo,https://pbs.twimg.com/media/Em9WnZlW4AgwPkh.jpg,https://pbs.twimg.com/media/EauSDJYXYAIJyuD.jpg
U of T Public Health,University of Toronto,,,,,,,,,,3098,,2020-11-16T21:40:49.000Z,Mon Nov 16 21:40:49 +0000 2020,0,"RT @UofT_dlsph : The pandemic has not stopped @Maame_DeHeer. She utilized the lockdown to her advantage and the resources that are out there, just as she did pre-pandemic. 
https://t.co/3WSEppdPjH 
#UofT #UofTGrad20 #weareDLSPH https://t.co/MoEEOtPmce",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://buff.ly/2UKliER ,3,1,photo,https://pbs.twimg.com/media/Em9U1q9W8AIk44J.jpg,
First Nations House,University of Toronto,,,,,,,,,,3099,,2020-11-16T21:01:42.000Z,Mon Nov 16 21:01:42 +0000 2020,0,"RT @UofTFNH : It's here! Reserve your spots at the events while they're still available! 
https://t.co/pTfgR8utAo https://t.co/vtjwcCKTVj",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://studentlife.utoronto.ca/program/indigenous-education-week/ https://twitter.com/UofTStudentLife/status/1328374604688191489 ,0,0,,,
University of Toronto Student Life,University of Toronto,,,,,,,,,,3100,,2020-11-16T20:01:01.000Z,Mon Nov 16 20:01:01 +0000 2020,0,"RT @UofTStudentLife : The #UofT Student Equity Census LAUNCHES TODAY! Here's 3rd-year U of T student Layla on why it's so important for all students to participate: https://t.co/hjzo3HcfpK

Complete the census here: https://t.co/5aijulxDa2 https://t.co/vvjoVLNkdw",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://bit.ly/3f1IR5g http://uoft.me/equitycensus ,1,0,photo,https://pbs.twimg.com/media/Em9USUcXYAINh07.jpg,
University of Toronto,University of Toronto,,,,,,,,,,3101,,2020-11-16T19:07:07.000Z,Mon Nov 16 19:07:07 +0000 2020,125,#UofT launches first-ever student diversity census to identify barriers to student success ?? https://t.co/bptFqMJ3r5 https://t.co/sDVt8DGsAh,37,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6bA ,1,0,photo,https://pbs.twimg.com/media/Em94i_4WEAEgMAK.jpg,https://pbs.twimg.com/media/EauDyVzWsAE8dJL.jpg
U of T Varsity Blues,University of Toronto,,,,,,,,,,3102,,2020-11-16T18:01:03.000Z,Mon Nov 16 18:01:03 +0000 2020,0,"RT @Varsity_Blues : We are so proud to announce that a record 308 student-athletes achieved an average of 80% or higher during the 2019-20 season. We will be celebrating over the next few days!?
?
?Full list of winners ?? https://t.co/qTmD6XiJth
?
WE ALL #BLEEDBLUE  #WeAreTO https://t.co/89G7oAElsK",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://bit.ly/3kyXdej ,2,0,photo,https://pbs.twimg.com/media/Em9DOY8WMAISyI0.jpg,https://pbs.twimg.com/media/Eat3iEeUwAEShzV.jpg
University of Toronto,University of Toronto,,,,,,,,,,3103,,2020-11-16T17:03:57.000Z,Mon Nov 16 17:03:57 +0000 2020,64,#UofT professors honoured with top research awards from @NSERC_CRSNG ?? https://t.co/vMpeKyQA7h https://t.co/jd7Yhepc82,5,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6bv ,1,1,photo,https://pbs.twimg.com/media/Em9c3pIW4AEiwsu.jpg,
University of Toronto,University of Toronto,,,,,,,,,,3104,,2020-11-16T16:01:08.000Z,Mon Nov 16 16:01:08 +0000 2020,17,Is the end of the #COVID19 pandemic near? #UofT expert @DrJeffKwong from @UofT_dlsph urges patience following Pfizer vaccine update ?? https://t.co/Vad9u554iK https://t.co/sS7q0AAqwR,2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6bt ,2,2,photo,https://pbs.twimg.com/media/Em9HzGhWEAg6orR.jpg,https://pbs.twimg.com/media/EatdFeyX0AE_nqi.jpg
University of Toronto,University of Toronto,,,,,,,,,,3105,,2020-11-16T15:01:13.000Z,Mon Nov 16 15:01:13 +0000 2020,57,'I saw there was a need': @OISEUofT grad Entisar Yusuf founded #UofT's Black Graduate Students Association #UofTGrad20 ?? https://t.co/GXKoo2FWGw https://t.co/OYgwme0Gac,8,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6bn ,2,1,photo,https://pbs.twimg.com/media/Em9BfZLXUAItp-X.jpg,
U of T Mississauga,University of Toronto,,,,,,,,,,3106,,2020-11-15T23:30:44.000Z,Sun Nov 15 23:30:44 +0000 2020,0,"RT @UTM : As of 6:20 p.m., Nov. 15, power has been fully restored across the U of T Mississauga campus.

Please check https://t.co/vxfUiGPMiU  for any further updates.",0,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Retweet,http://www.utm.utoronto.ca ,0,0,,,https://pbs.twimg.com/media/Eat0GwmUcAEAD45.jpg
U of T Mississauga,University of Toronto,,,,,,,,,,3107,,2020-11-15T22:58:25.000Z,Sun Nov 15 22:58:25 +0000 2020,0,"RT @UTM : As of 4:45 p.m., Nov. 15, power is out across campus due to severe weather.
Alectra workers are on-site and working to restore power, but there is no timeline for restoration.
Please check the UTM website at https://t.co/vxfUiGPMiU or our social media accounts for updates.",0,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Retweet,http://www.utm.utoronto.ca ,0,0,,,
U of T News,University of Toronto,,,,,,,,,,3108,,2020-11-15T21:24:48.000Z,Sun Nov 15 21:24:48 +0000 2020,0,"RT @UofTNews : #UofT community members isolating, precautions taken after four test positive for COVID-19 https://t.co/6Ge67oG4uK",0,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Retweet,https://www.utoronto.ca/news/u-t-community-members-isolating-precautions-taken-after-four-test-positive-covid-19 ,1,0,,,https://pbs.twimg.com/media/Eat2BlYXYAETFNI.png
University of Toronto,University of Toronto,,,,,,,,,,3109,,2020-11-15T15:01:07.000Z,Sun Nov 15 15:01:07 +0000 2020,18,"Connect with the #UofT alumni community! Subscribe now to the Student-Alumni Newsletter to get information on networking, mentorship programs and events. Plus, win a chance to win a pair of Apple Air Pods. https://t.co/pIQoPpjSpU https://t.co/OlPqTcoslh",2,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Tweet,http://uoft.me/67h ,1,0,photo,https://pbs.twimg.com/media/Em334MdWMAQv3d3.jpg,https://pbs.twimg.com/media/EatiKNvXsAAdYYO.jpg
University of Toronto,University of Toronto,,,,,,,,,,3110,,2020-11-14T01:16:07.000Z,Sat Nov 14 01:16:07 +0000 2020,111,"Happy #Diwali, #UofT!  Celebrations will be different this year, but the spirit of the holiday remains the same ? https://t.co/EZdh4MMPnf https://t.co/0tRoDT0XM8",13,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6bp ,2,0,photo,https://pbs.twimg.com/media/EmvwGC0XIAAnZGG.jpg,https://pbs.twimg.com/media/Eako1YYXQAIC1rM.jpg
University of Toronto,University of Toronto,,,,,,,,,,3111,,2020-11-13T21:01:20.000Z,Fri Nov 13 21:01:20 +0000 2020,132,"Celebrate the 100th anniversary of insulin’s discovery at #UofT. Explore the legacy &amp; learn about intersections with today’s #COVID19 research at the @RSCTheAcademies virtual symposium. Free tickets to the first 1,000 students, faculty &amp; staff. #COEE2020 

https://t.co/4cidaQELsP https://t.co/yYRQIe4HS9",47,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://bit.ly/RSCInsulin100 ,3,1,photo,https://pbs.twimg.com/media/Emu3JShXYAEMYSV.jpg,https://pbs.twimg.com/media/Eaq-8_9UEAghm_4.jpg
U of T Engineering,University of Toronto,,,,,,,,,,3112,,2020-11-13T19:01:55.000Z,Fri Nov 13 19:01:55 +0000 2020,0,RT @uoftengineering : Recharge and reconnect before exam season at @UofT_ARCDO's BIPOC Recharge: Grounding Strategies to Release and Prepare for the End of Semester – open to all BIPOC @UofT students ??: https://t.co/LfKagrnnjo https://t.co/KYYDspnQgv,0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,http://uofteng.ca/x7LKdS ,0,2,photo,https://pbs.twimg.com/media/Emt0eGLXYAAHXqQ.jpg,https://pbs.twimg.com/media/Eaqysg5UMAA39Tl.jpg
University of Toronto,University of Toronto,,,,,,,,,,3113,,2020-11-13T18:00:07.000Z,Fri Nov 13 18:00:07 +0000 2020,51,"#UofT President Meric Gertler invites graduating students, their families and friends to join the virtual #UofTGrad20 convocation ceremony on Nov. 21, 2020 at 12 p.m. EST ?? https://t.co/eQYVpPtqKr https://t.co/a5demM4WQT",25,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,https://uoft.me/UofTGrad20-Pres ,2,0,video,https://video.twimg.com/amplify_video/1327298620203429890/vid/640x360/-MmMNrpyqXT6ttAS.mp4?tag=13,https://pbs.twimg.com/media/EaqZu9CWoAUBuS7.jpg
U of T Libraries,University of Toronto,,,,,,,,,,3114,,2020-11-13T17:18:30.000Z,Fri Nov 13 17:18:30 +0000 2020,0,"RT @uoftlibraries : ?? The Scan &amp; Deliver Service is expanding!
You can now request scanned copies of print articles from Architecture Library, Dentistry Library, Earth Sciences Library, and Math Library. #UofT https://t.co/xBbN2a746q https://t.co/pRav9mi1za",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,http://go.utlib.ca/scanservice ,1,0,photo,https://pbs.twimg.com/media/Emt1njcXcAEeQKT.png,https://pbs.twimg.com/media/EaqPJNgWoAI7G5m.jpg
University of Toronto,University of Toronto,,,,,,,,,,3115,,2020-11-13T16:19:28.000Z,Fri Nov 13 16:19:28 +0000 2020,16,"Beginning this month, #UofT students from @UofTDentistry will be assigned to one of approximately 20 “houses” where they will connect with upper-year student &amp; faculty mentors. https://t.co/uavkBcYtRW https://t.co/jjnBOnJoDj",1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6b8 ,1,1,photo,https://pbs.twimg.com/media/Emt2okAXYAAzR_9.jpg,https://pbs.twimg.com/media/EaqYmYTU0AEDcbE.jpg
University of Toronto,University of Toronto,,,,,,,,,,3116,,2020-11-13T15:01:20.000Z,Fri Nov 13 15:01:20 +0000 2020,44,".@CityofToronto partners with #UofT, other local colleges &amp; universities on #COVID19 research ?? https://t.co/paGP6YbstY https://t.co/mrbvUhjoGr",11,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6bh ,2,1,photo,https://pbs.twimg.com/media/Emtkv5oXYAEfzKg.jpg,https://pbs.twimg.com/media/Eap5qjXXQAMZoqb.jpg
