,,Visual Properties,,,,,Labels,,,Graph Metrics,Do Not Edit,,Other Columns,,,,,,,,,,,,,
University of Waterloo,University of Waterloo,,,,,,,,,,552,,2021-10-05T16:00:03.000Z,Tue Oct 05 16:00:03 +0000 2021,13,"On behalf of the Senate and the Board of Governors of #UWaterloo, it is our pleasure to invite the #UWaterlooCommunity to virtually attend the Installation of Dr. Vivek Goel as President and Vice-Chancellor of the University of Waterloo.

 https://t.co/VPAerjJtLH | @UWaterlooPres https://t.co/ZNn83ZvyPA",2,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/UW-VGoel ,2,1,photo,https://pbs.twimg.com/media/FA8oeezVcAYQjXM.jpg,https://pbs.twimg.com/media/FAd809AVEAEODpP.jpg
Waterloo Science,University of Waterloo,,,,,,,,,,553,,2021-10-05T14:40:23.000Z,Tue Oct 05 14:40:23 +0000 2021,0,"RT @WaterlooSci : It's today!!! We're launching the new Waterloo Institute for Sustainable Aeronautics, the first of its kind in Canada! ??

Make sure you join us today from 1- 2:30pm for the virtual launch event! https://t.co/s93FGzB9KZ",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://twitter.com/UWaterloo/status/1445371606147158019 ,0,0,,,
University of Waterloo,University of Waterloo,,,,,,,,,,554,,2021-10-05T12:53:39.000Z,Tue Oct 05 12:53:39 +0000 2021,22,"Today is the launch of @WISA_UW! @WISA_UW is leading the charge for a cleaner, greener, durable air transport sector from electric planes, optimized routes, and social equity. 

Learn more: https://t.co/RyBG36a6eX https://t.co/l8HxrLU1op",6,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://bit.ly/WISA-UW ,0,2,photo,https://pbs.twimg.com/media/FA79linXIAQkfgd.png,
Waterloo Science,University of Waterloo,,,,,,,,,,555,,2021-10-04T17:09:14.000Z,Mon Oct 04 17:09:14 +0000 2021,0,"RT @WaterlooSci : Two years ago, we celebrated the launch of the Waterloo Centre for Astrophysics (@UWaterlooAstro)!

We're proud of the collaboration, ingenuity, and innovation from all the researchers in this Centre, happening under the direction of Prof. Will Percival!

https://t.co/G4H6jmY1xc",0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://uwaterloo.ca/news/lets-get-astrophysical ,0,1,,,https://video.twimg.com/ext_tw_video/1443201452432891906/pu/vid/1280x720/Xo6Gz-MIV3iKbhwX.mp4?tag=12
UWaterloo Arts,University of Waterloo,,,,,,,,,,556,,2021-10-04T15:46:58.000Z,Mon Oct 04 15:46:58 +0000 2021,0,"RT @uwaterlooARTS : As a literary historian, Dr. Jennifer Harris (@mypbjam) brings new life to past stories and people. Ellen Harding Baker's solar system quilt inspired her to try something new: a children's book.

She Stitched the Stars launched Oct 1??

https://t.co/piAGk7yk0m #WomensHistoryMonth https://t.co/aXjjZhfo31",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://bit.ly/2ZdYEdf ,1,1,photo,https://pbs.twimg.com/media/FA3OkflXIAomGxq.jpg,https://video.twimg.com/ext_tw_video/1443200854111178760/pu/vid/480x270/rIjp-iHqJ1zEThKX.mp4?tag=12
University of Waterloo,University of Waterloo,,,,,,,,,,557,,2021-10-04T13:00:23.000Z,Mon Oct 04 13:00:23 +0000 2021,25,"Tomorrow is the launch of @WISA_UW! The launch will feature a panel discussion with @Cmdr_Hadfield, Dean of @WaterlooENG, Mary Wells, Suzanne Kearns and Thomas Lagaillarde. to discuss how #WISA will help build a sustainable future in Aviation. 

 ?? https://t.co/E5rC8r34IO https://t.co/dkwJ8fdkEY",8,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/UW-WISA ,1,3,video,https://video.twimg.com/ext_tw_video/1445010821336035328/pu/vid/480x270/Gz_ZjcWzNDsBXbwx.mp4?tag=12,https://video.twimg.com/ext_tw_video/1443199872132386824/pu/vid/640x360/abMQ8kWCq5LosTAW.mp4?tag=12
University of Waterloo,University of Waterloo,,,,,,,,,,558,,2021-10-03T13:00:02.000Z,Sun Oct 03 13:00:02 +0000 2021,24,"Meet Christian Mele, a first-year Mechanical and Mechatronics Engineering MASc student at #UWaterloo. Christian is interested in research that centres around pressure ulcers and skin injuries in rehabilitation and long-term care settings.

https://t.co/UEkUaDbda4 | @WaterlooENG https://t.co/PUinSZ4KvH",2,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/UW-Engineering ,1,1,photo,https://pbs.twimg.com/media/FAxsF_rVcAQzuIS.jpg,https://pbs.twimg.com/media/FAdHCLOX0AAs4MG.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,559,,2021-10-02T13:06:02.000Z,Sat Oct 02 13:06:02 +0000 2021,3,"The second annual Student Mental Health Research Conference is taking place virtually on Nov.10th. This conference aims to bring together members of the #UWaterloo community. Submissions are open to students, faculty and staff until  Oct. 12th.

More info: https://t.co/kwtgBMV2iD https://t.co/7CeAa7dRUN",0,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/MH-ResSubmit ,1,0,photo,https://pbs.twimg.com/media/FAsj4OiVUAQzdjP.jpg,
University of Waterloo,University of Waterloo,,,,,,,,,,560,,2021-10-01T19:30:39.000Z,Fri Oct 01 19:30:39 +0000 2021,4,"In this episode of #BeyondtheBulletin, we revisit our conversation with Jean Becker, interim AVP of @uwaterlooHREI. Jean Becker leads the work to create the #UWaterloo response to the Truth and Reconciliation Commission’s Calls to Action. 

Listen here: https://t.co/4dNYU5l32l https://t.co/yEkfcxGXav",0,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/BTB-104 ,2,1,photo,https://pbs.twimg.com/media/FAoyUl1VQAEqDMo.jpg,https://pbs.twimg.com/media/FAZW5jMVQAIdPwV.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,561,,2021-10-01T16:30:02.000Z,Fri Oct 01 16:30:02 +0000 2021,5,"Air travel isn't going anywhere, so #UWaterloo is making it sustainable. #UWaterloo's newest research institute, @WISA_UW believes that the air transport sector can do more to bring the aviation and aerospace industries into the global climate movement.

??https://t.co/R2T3srV1Xi https://t.co/nFK38hrjD4",0,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/WISA-Air ,2,1,photo,https://pbs.twimg.com/media/FAoI-2qVUAADusG.png,https://pbs.twimg.com/media/FAZWU4fUcAIqN3Q.jpg
Indigenous Relations | EDI-R | SVPRO @UWaterloo,University of Waterloo,,,,,,,,,,562,,2021-10-01T14:53:30.000Z,Fri Oct 01 14:53:30 +0000 2021,0,"RT @uwaterlooHREI : At noon today, #UWaterloo students will walk out in solidarity with &amp; support of those impacted by sexual violence on Ontario campuses. The Sexual Violence Prevention and Response Office will be there to offer support, and to stand with our students and campus community. (1/3) https://t.co/ItsmN1I5uy",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,1,0,photo,https://pbs.twimg.com/media/FAnyMD9WQCY7JKj.jpg,
University of Waterloo,University of Waterloo,,,,,,,,,,563,,2021-10-01T12:30:02.000Z,Fri Oct 01 12:30:02 +0000 2021,14,"The Toronto-Waterloo startup ecosystem has risen four spots in the recently released 2021 Global Startup Ecosystem Report. According to the report, the Toronto-Waterloo corridor is one of the fastest-growing and densest innovation clusters in the world.

??https://t.co/ir3BUcIvNh https://t.co/jHZFAKC1Cs",3,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/UW-GlobalRanking ,0,0,photo,https://pbs.twimg.com/media/FAnSDQ_VEAITkKw.jpg,https://pbs.twimg.com/media/FAYPmOQXsAkldVp.jpg
Indigenous Relations | EDI-R | SVPRO @UWaterloo,University of Waterloo,,,,,,,,,,564,,2021-09-30T20:03:24.000Z,Thu Sep 30 20:03:24 +0000 2021,0,"RT @uwaterlooHREI : Today is National Day for Truth and Reconciliation, a day where we honour the lost children and Survivors of the Indian Residential School System, their families and communities, and all who are affected by the residential school experience: https://t.co/hmrJfbSeku (1/2) https://t.co/fnW6eckGxE",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://www.canada.ca/en/canadian-heritage/campaigns/national-day-truth-reconciliation.html ,0,0,photo,https://pbs.twimg.com/media/FAiFNSYXMAQgcy9.jpg,
UWaterloo Alumni,University of Waterloo,,,,,,,,,,565,,2021-09-30T19:31:24.000Z,Thu Sep 30 19:31:24 +0000 2021,0,"RT @uwaterlooalumni : On the very first #TruthandReconciliation Day, take the time to reflect on Indigenous history and treatment in Canada. In this video, learn about the Ceremonial Fire Grounds on campus from Chloe Blair (BA '18) and how it is used to connect. 
https://t.co/IDB7TvhznO

@UWIndig",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://bit.ly/3AP5zY9 ,1,1,,,
University of Waterloo,University of Waterloo,,,,,,,,,,566,,2021-09-30T19:19:45.000Z,Thu Sep 30 19:19:45 +0000 2021,13,"Tabatha Bull (BASc '00) is helping Indigenous communities adapt to the new COVID-19 economy across Canada.

""We need to get to a point where Indigenous communities are not just tick-boxes on a consultation list, but active players in a project.""

https://t.co/aeDEyneXLW #NDTR2021 https://t.co/hyqQm91yK4",1,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/UWT-Bull ,1,0,photo,https://pbs.twimg.com/media/FAjmPHYVkAYI143.jpg,
University of Waterloo,University of Waterloo,,,,,,,,,,567,,2021-09-30T16:00:02.000Z,Thu Sep 30 16:00:02 +0000 2021,21,"#UWaterloo grad student, Savanah Seaton, is helping employers create workplaces where Indigenous employees feel a sense of belonging to fully contribute their untapped knowledge and skills.

Read her story: https://t.co/O3zjDeNoQF | #NDTR2021 https://t.co/SdCVL8rhA5",4,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/UW-Seaton ,2,0,photo,https://pbs.twimg.com/media/FAi4hywUYAI2QLR.jpg,
Vivek Goel,University of Waterloo,,,,,,,,,,568,,2021-09-30T13:01:19.000Z,Thu Sep 30 13:01:19 +0000 2021,0,"RT @UWaterlooPres : Today is the National Day for Truth and Reconciliation. I encourage everyone to use this day as a day to strengthen knowledge around the history of the residential school system in Canada, along with its ongoing impacts. 

https://t.co/zQGinLCG97",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://www.youtube.com/watch?v=x-TV-pF-s7E ,0,0,,,
University of Waterloo,University of Waterloo,,,,,,,,,,569,,2021-09-29T19:45:38.000Z,Wed Sep 29 19:45:38 +0000 2021,17,"Tomorrow is National Day for Truth and Reconciliation. #UWaterloo is honouring this day in many ways. 

The Indigenous Initiatives' resource page has important insights about this day. You can also download resources and browse events. 

Click here: https://t.co/V343OQgekQ https://t.co/p6LOBd0HhY",1,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/3hXA9aU ,1,0,photo,https://pbs.twimg.com/media/FAeikrdUYAEfpcw.jpg,
University of Waterloo,University of Waterloo,,,,,,,,,,570,,2021-09-29T17:00:44.000Z,Wed Sep 29 17:00:44 +0000 2021,11,"Tyrell and Tre Ford have received athletic financial awards that allow them to focus on their studies and football.

“I’d like to give that same opportunity to other student-athletes, with the hope that they return the favour down the road.” 

Read more: https://t.co/9b4Oj16MBP https://t.co/QJQA4nnHBT",1,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/UW-Mindset ,0,0,photo,https://pbs.twimg.com/media/FAd809AVEAEODpP.jpg,
University of Waterloo,University of Waterloo,,,,,,,,,,571,,2021-09-29T13:27:35.000Z,Wed Sep 29 13:27:35 +0000 2021,1,#UWaterloo would like to thank @UWaterlooPres and Sandra Banks for opening the summit and @balkissoon for moderating our panel discussion. #UWaterlooSummit,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,2,2,,,https://pbs.twimg.com/media/FAX1f9RVkBAzEKN.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,572,,2021-09-29T13:24:18.000Z,Wed Sep 29 13:24:18 +0000 2021,3,"Jacob Glick: Canadian process is not equitable, particularly when it comes to infrastructure. Rural and Indigenous communities have less access to infrastructure, like broadband and 5G technologies, that are readily available in urban centres. 
#UWaterlooSummit | @jacobglick",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,1,1,,,https://pbs.twimg.com/media/FATCHZ-VgAIDRcY.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,573,,2021-09-29T13:14:49.000Z,Wed Sep 29 13:14:49 +0000 2021,2,"From Tabatha Bull: Equitable access to financing needs to be addressed. Indigenous innovators are far too often viewed as “riskier” from a lender perspective, putting them at a disadvantage. 

#UWaterlooSummit | @BullTabatha https://t.co/MPhU6q2j08",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,1,1,video,https://video.twimg.com/ext_tw_video/1443201452432891906/pu/vid/1280x720/Xo6Gz-MIV3iKbhwX.mp4?tag=12,
University of Waterloo,University of Waterloo,,,,,,,,,,574,,2021-09-29T13:14:36.000Z,Wed Sep 29 13:14:36 +0000 2021,2,From Bessma Momani: Racialized and immigrant communities bring different perspectives and experiences that challenge our old ways of thinking and spur more innovation. #UWaterlooSummit | @b_momani https://t.co/WOXaaZgsNC,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,1,1,video,https://video.twimg.com/ext_tw_video/1443200854111178760/pu/vid/480x270/rIjp-iHqJ1zEThKX.mp4?tag=12,https://pbs.twimg.com/media/FATfMAbVUAEc3jH.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,575,,2021-09-29T13:14:26.000Z,Wed Sep 29 13:14:26 +0000 2021,5,"From Dan Breznitz: The innovation challenge for Canada, said @dbreznitz, is that we’re very good at invention and research, but we need to move beyond invention to scale prototypes for commercialization. 
#UWaterlooSummit https://t.co/NJ2pgGrZ7q",3,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,1,1,video,https://video.twimg.com/ext_tw_video/1443199872132386824/pu/vid/640x360/abMQ8kWCq5LosTAW.mp4?tag=12,https://pbs.twimg.com/media/FASxtBMXEAI-hky.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,576,,2021-09-29T13:14:12.000Z,Wed Sep 29 13:14:12 +0000 2021,5,"Recap of the #UWaterlooSummit: The pandemic has shown us just how resilient and innovative?we are?when faced with a global?challenge. It has also?shined a spotlight on?the?issues?and inequities?in our society?that can?no?longer?be ignored.

??https://t.co/AaOO6FfHb7 https://t.co/v5EoMLs6Ji",1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://bit.ly/UW-SummitRecap ,1,0,photo,https://pbs.twimg.com/media/FAdHCLOX0AAs4MG.jpg,https://pbs.twimg.com/media/FAOpSJPVcAIri6x.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,577,,2021-09-29T12:52:46.000Z,Wed Sep 29 12:52:46 +0000 2021,1,"@jonathonj1970 @uwaterlooHREI Thanks for your understanding, Jonathon. ????",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,2,,,https://pbs.twimg.com/media/FANpEBAVEAMCVxh.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,578,,2021-09-28T19:36:58.000Z,Tue Sep 28 19:36:58 +0000 2021,15,"The orange T-Shirt featured in this post's graphic is designed by Memengwaans Ireland and is sourced and printed by Rezonance Printing in London, Ontario.

Learn more about the artist, the printer, and how to purchase through W Store: https://t.co/gCckQuJt63 https://t.co/8EzOkJAEhU",2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,https://bit.ly/3APlqGt ,0,0,photo,https://pbs.twimg.com/media/FAZW5jMVQAIdPwV.jpg,https://pbs.twimg.com/media/FAIRwluUYAEYFBb.png
University of Waterloo,University of Waterloo,,,,,,,,,,579,,2021-09-28T19:34:02.000Z,Tue Sep 28 19:34:02 +0000 2021,33,"#UWaterloo is honouring the National Day for Truth and Reconciliation in many ways. Visit Indigenous Initiatives' resource page where we share important insights about this day, and where you can download resources and browse events. 

?? https://t.co/V343OQgekQ https://t.co/RgeLEHR9TO",10,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/3hXA9aU ,1,0,photo,https://pbs.twimg.com/media/FAZWU4fUcAIqN3Q.jpg,https://pbs.twimg.com/media/FAE6lX-UYAELSjC.jpg
Jacob Glick,University of Waterloo,,,,,,,,,,580,,2021-09-28T17:26:13.000Z,Tue Sep 28 17:26:13 +0000 2021,0,"RT @jacobglick : It was a delight being on a panel with such smart people (myself excluded). I was flattered to be asked to participate, especially because of all the time I spend growing up around @UWaterloo. #UWaterlooSummit https://t.co/vZxDP8j0sq",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://twitter.com/UWaterloo/status/1442857962779947013 ,1,1,,,https://pbs.twimg.com/media/FAD-zJJVQAI-zi1.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,581,,2021-09-28T14:25:19.000Z,Tue Sep 28 14:25:19 +0000 2021,7,"A huge thank you to our moderator @balkissoon and our panellists @BullTabatha, @jacobglick, and @b_momani for this great conversation. 

Thank you to everyone who registered and attended the #UWaterlooSummit. https://t.co/EzZIzZo6c0",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,1,4,photo,https://pbs.twimg.com/media/FAYPmOQXsAkldVp.jpg,https://pbs.twimg.com/media/FAEhUTtVQAIgMIu.png
University of Waterloo,University of Waterloo,,,,,,,,,,582,,2021-09-28T14:10:45.000Z,Tue Sep 28 14:10:45 +0000 2021,3,"""Innovation is diverse thinking."" - @b_momani | #UWaterlooSummit",1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,1,1,,,
University of Waterloo,University of Waterloo,,,,,,,,,,583,,2021-09-28T13:50:35.000Z,Tue Sep 28 13:50:35 +0000 2021,2,"Our panel discussion has begun. The panel discussion is on policy recalibration and is moderated by @balkissoon. The panel includes @BullTabatha, @jacobglick, and @b_momani. #UWaterlooSummit",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,1,4,,,https://pbs.twimg.com/media/FADjhPmUUAkaGF5.png
University of Waterloo,University of Waterloo,,,,,,,,,,584,,2021-09-28T13:46:56.000Z,Tue Sep 28 13:46:56 +0000 2021,1,"Sandra Banks, Vice-President, University Relations at #UWaterloo shares a video on the Innovation Arena. 

https://t.co/6zQ4DSCEU0",1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,https://bit.ly/3kNAdeZ ,1,0,,,https://pbs.twimg.com/media/E__6D-WUUAQVfdN.png
University of Waterloo,University of Waterloo,,,,,,,,,,585,,2021-09-28T13:35:52.000Z,Tue Sep 28 13:35:52 +0000 2021,4,"@dbreznitz joins @UWaterlooPres in a conversation on the push from invention to innovation. 
#UWaterlooSummit",1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,1,2,,,https://video.twimg.com/tweet_video/E_-MM5qVQAcTE_Y.mp4
University of Waterloo,University of Waterloo,,,,,,,,,,586,,2021-09-28T13:28:29.000Z,Tue Sep 28 13:28:29 +0000 2021,3,"""Have a vision of what is success."" - @dbreznitz | #UWaterlooSummit",1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,1,1,,,https://pbs.twimg.com/media/E__GtndUYAISJA-.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,587,,2021-09-28T13:17:12.000Z,Tue Sep 28 13:17:12 +0000 2021,4,"""Innovation is not invention and is not only new high-tech gadgets."" - @dbreznitz | #UWaterlooSummit",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,1,1,,,
University of Waterloo,University of Waterloo,,,,,,,,,,588,,2021-09-28T13:12:41.000Z,Tue Sep 28 13:12:41 +0000 2021,2,"The #UWaterlooSummit has started. Our first speaker is  @dbreznitz. Dan Breznitz gives us a quick summary of his latest book, ""Innovation in Real Places: Strategies for Prosperity in an Unforgiving World"".",1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,1,1,,,
University of Waterloo,University of Waterloo,,,,,,,,,,589,,2021-09-28T12:30:59.000Z,Tue Sep 28 12:30:59 +0000 2021,7,"Today is the #UWaterlooSummit! We are excited to welcome innovative business, government and policy leaders from across Canada to our virtual #UWaterlooSummit on recalibrating for social and economic prosperity.

Click here: https://t.co/qGY5TeqYv1 https://t.co/Yz1BmOAE3K",2,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/UWRegister-Summit ,2,0,photo,https://pbs.twimg.com/media/FAX1f9RVkBAzEKN.jpg,https://pbs.twimg.com/media/E_5gUNSVEAgiTng.jpg
UWaterloo News,University of Waterloo,,,,,,,,,,590,,2021-09-27T20:33:03.000Z,Mon Sep 27 20:33:03 +0000 2021,0,"RT @UWaterlooNews : Engineering researchers at #UWaterloo have teamed up with the federal government and Magna International to help ensure the safety and security of vehicles as they become increasingly autonomous.

Read this story: https://t.co/8285ymP69G https://t.co/hc83EfoBbf",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://bit.ly/UW-AutoBus ,1,0,photo,https://pbs.twimg.com/media/FATCHZ-VgAIDRcY.jpg,https://pbs.twimg.com/media/E_-PuGrUcAU4siW.jpg
Invest Ontario,University of Waterloo,,,,,,,,,,591,,2021-09-27T17:05:10.000Z,Mon Sep 27 17:05:10 +0000 2021,0,"RT @investontario : .@UWaterloo startups rank 2nd in North America for investor #ROI by @AngelList, powering past Stanford, MIT and Harvard. “This speaks highly of Waterloo founders’ ability to thrive here in Ontario, well outside of Silicon Valley.” https://t.co/YNK2Qwg0l2 #InvestInOntario",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://uwaterloo.ca/news/uwaterloo-startups-rank-second-north-america-investor-roi ,2,2,,,https://pbs.twimg.com/media/E_9-doeVQAI5uP7.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,592,,2021-09-27T16:15:01.000Z,Mon Sep 27 16:15:01 +0000 2021,3,"Tabatha Bull (BASc '00) is helping Indigenous communities adapt to the new COVID-19 economy across Canada. 

Learn more about @BullTabatha's latest work at the next Waterloo Innovation Summit, Tuesday, September 28.

Read more: https://t.co/aeDEyneXLW | #UWaterlooSummit https://t.co/hALoGsqRdH",0,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/UWT-Bull ,1,1,photo,https://pbs.twimg.com/media/FATfMAbVUAEc3jH.jpg,https://pbs.twimg.com/media/E_6-NB3VQAcwhXu.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,593,,2021-09-27T12:57:44.000Z,Mon Sep 27 12:57:44 +0000 2021,9,"The #UWaterlooSummit is happening TOMORROW! This event will explore how our economic and policy systems need to innovate for our collective future. Don't miss out; register now!

Click here: https://t.co/qGY5Te9nDt https://t.co/TCYLvP9pEt",5,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://bit.ly/UWRegister-Summit ,1,0,photo,https://pbs.twimg.com/media/FASxtBMXEAI-hky.jpg,https://pbs.twimg.com/media/E_54-r6VQAYmZvT.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,594,,2021-09-26T17:41:02.000Z,Sun Sep 26 17:41:02 +0000 2021,9,"The second annual Student Mental Health Research Conference is taking place virtually on Nov.10th. This conference aims to bring together members of the #UWaterloo community. Submissions are open to students, faculty and staff until  Oct. 12th.

More info: https://t.co/kwtgBMV2iD https://t.co/ecWGu5F6Wf",2,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/MH-ResSubmit ,1,0,photo,https://pbs.twimg.com/media/FAOpSJPVcAIri6x.jpg,https://pbs.twimg.com/media/E_6Zul6VQAMPRJQ.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,595,,2021-09-26T13:00:27.000Z,Sun Sep 26 13:00:27 +0000 2021,19,"The Indigenous Initiatives Office is excited to host a series of virtual events and resources to commemorate National Day for Truth and Reconciliation and give the #UWaterlooCommunity the opportunity to learn more about truth and reconciliation.

?? https://t.co/V343OQgekQ https://t.co/zy4eaYiKzZ",13,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/3hXA9aU ,1,0,photo,https://pbs.twimg.com/media/FANpEBAVEAMCVxh.jpg,https://pbs.twimg.com/media/E_5v2LzVgAMDj7M.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,596,,2021-09-25T12:00:32.000Z,Sat Sep 25 12:00:32 +0000 2021,7,"Protect yourself, your friends, and our #UWaterlooCommunity by celebrating homecoming weekend at home. If you choose to celebrate in-person, reduce your risk by celebrating outdoors, in small groups or indoors with only your immediate household members.
 
https://t.co/5cuVpfLEbs https://t.co/XeVR4jEcVF",1,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/2XKia0O ,1,0,photo,https://pbs.twimg.com/media/FAIRwluUYAEYFBb.png,https://pbs.twimg.com/media/E_0QI0WUcAsd7SN.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,597,,2021-09-24T20:20:26.000Z,Fri Sep 24 20:20:26 +0000 2021,6,"In this episode of #BeyondtheBulletin, Jermal Jones of @uwaterlooHREI tells us why it’s important for us to fill out the equity data survey as soon as possible. 

Listen here: https://t.co/C8uwIlARKN |@yourWUSA @UWaterlooGSPA https://t.co/qePZLu9EtL",3,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/BTB-103 ,1,3,photo,https://pbs.twimg.com/media/FAE6lX-UYAELSjC.jpg,https://pbs.twimg.com/media/E_4_3WPVcAkk2e6.jpg
Region of Waterloo Public Health,University of Waterloo,,,,,,,,,,598,,2021-09-24T18:46:47.000Z,Fri Sep 24 18:46:47 +0000 2021,0,"RT @ROWPublicHealth : The vaccine is the most powerful tool we have to reduce the risks associated with COVID-19 but public health measures are still important. This Homecoming weekend, avoid large gatherings where COVID-19 can spread easily and celebrate safely at home. #NoPlaceLikeHome https://t.co/PjXADBZ4Hb",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,1,0,photo,https://pbs.twimg.com/media/FAD-zJJVQAI-zi1.jpg,https://pbs.twimg.com/media/E_1NAiRUUAUG1HK.jpg
