Post,message
183,@Bigal_418 Please check your course site for more information.
184,"We anticipate operations will return to normal as of 6 a.m., Friday, February 18, 2022."
185,"Online classes may continue as scheduled. Students are advised to check their course sites for more information.  

Plans are in place to ensure students in residence are cared for and that critical university infrastructure remains operational."
186,"Due to weather conditions, #WesternU will be suspending campus operations at 4:30 p.m. today, Thursday, February 17.

All campus buildings will be closed at that time and on-campus classes and meetings scheduled to start after 4:30 p.m. will be cancelled.
https://t.co/lOrMHgg984"
187,From @westernuPoliSci: PhD student Sam Routley and professor Cristine de Clercy on what the departure of Erin O'Toole could mean for the future of the Conservative Party. @ConversationCA #WesternU #cdnpoli https://t.co/Br8ZHRA5aH
188,Could Ottawa residents hold police accountable for the response to the protests in that city? @westernuLaw @lawdeanerika speaks to the legal actions that could be taken and precedents in Canada. #WesternU @ConversationCA https://t.co/JDNE73Jj4W
189,"RT @westernuFIMS : Black queer joy &amp; liberation are pivotal pieces of black history ??

FIMS &amp; @WesternU’s EDI Office are thrilled to present ""Reflections on Black Queerness: Joy, History and Significance"" with Marisa Rosa Grant @marisadaddy

Register for the Zoom link! ??
https://t.co/T4nTda6yLX https://t.co/ECIa8ru3qY"
190,"RT @westernuSustain : Nominations for the Green Awards are now open!! And 2022 marks our 15th year anniversary. Know someone who made positive contributions to environmental sustainability at Western??????? Then nominate them:

https://t.co/h89JOuCz52

@WesternU @WesternUSC @westernsogs https://t.co/gIHmPOISh0"
191,"Our researchers are bringing to life a world where #5G interconnectivity can prevent rush-hour collisions, test-drive #VirtualReality classrooms and offer instant biofeedback to improve mental health. @Bell #WesternU #research #cdnpse #onpse #highered https://t.co/94ctBHVqEn"
192,A new study led by @lena_pl is shedding light on what could be the brain's ability to rebuild brain tissues in patients with psychotic disorders. @SchulichMedDent #WesternU #mentalhealth https://t.co/pr3LBQi8fJ
193,"#WesternU students and employees - Share your input on how to better prevent and respond to violence in the campus community in an anonymous Climate survey by the Western Action Committee on GBSV. 

Survey closes tomorrow!"
194,"Tips on how to embrace your inner Olympian and enjoy exercising outside in the cold from @JaneSThornton, @TeamCanada #Olympic gold medalist and @CRC_CRC in Injury Prevention and Physical Activity for Health.???????? @SchulichMedDent  @ConversationCA https://t.co/QkGUhGxx6b"
195,"RT @iveybusiness : Join us on February 17 when Black Ivey alumni and students will discuss the impact of Black excellence in the Black Canadian Business sector. Panelists: Paul Okundaye, HBA '19, Abiola Lovell, EMBA '19, Mathieu Ruffe, MBA candidate, and Divine Nwaokocha, HBA candidate. @IveyAlumni"
196,"A new study by @westernuFHS PhD student Fawziah Rabiah-Mohammed and @westernuAlumni @Hamilton_Leah shows #COVID19 compounds housing instability for Canada's Syrian refugees, exacerbating structural inequities and policy gaps. #housing #socialjusticenursing https://t.co/1wp8yEwJle"
197,"RT @LFPress : Sweaty palms, racing heart and dry mouth — math anxiety can quickly make its way through a classroom, affecting not only struggling students, but others as well. @HeatheratLFP has more on an international study by Western University researchers: https://t.co/t4hLIyiP1K #ldnont https://t.co/CFYqWTysCN"
198,"RT @westernuSE : Attend our Anti-Black Racism Workshop to discuss anti-Black racism, culture, privilege, and more so we can build a community that fosters understanding, appreciation &amp; compassion. 

??Feb 28, 3-5pm (via Zoom)
?? Register: https://t.co/KHrH9L0jsR https://t.co/gwbEgpW8lh"
199,"Ten years ago, @WCMushrooms approached @westernuEng robotics researcher Mehrdad R. Kermani to help address the labour shortage in #mushroom farming. Kermani responded, developing the first robotics mushroom harvesting system of its kind. #sustainability https://t.co/TfDL8cxKsg"
200,"You might think #baskingsharks head south for the winter for the same reason people do: in search of warmer temps. But a new study of the massive fish 'blew our assumptions of out the water,"" says @pjmensink of #WesternU and researchers @QUBElfast. https://t.co/6hfWHPnoh7"
201,"RT @westernulibs : It's Love Data Week ???? and the perfect time to remind you that we can help you with your research data. Our Data Librarians can help you: 

?? Organize
?? Describe
?? Clean
?? Enhance 
?? Protect

What are you waiting for, #WesternU?
#LoveData2022 @VPRWesternU @westernsogs https://t.co/mIbAQ0vtww"
202,"""The divisions [in Canada] are becoming clearer today, largely because politicians are weighing in on them,"" #WesternU Political Science prof Laura Stephenson tells @CBCTheHouse"
203,RT @BeierLab : Good morning ?@WesternU? https://t.co/SzMXchVx3B
204,"This week's #WesternU #COVID19 vaccination hours:
Mon, Feb. 14 to Fri, Feb. 18, 9:00 a.m. to 4:00 p.m."
205,"When Robert Small was a teenager drawing cartoons, he had no idea his art would revolutionize the celebration of #BlackHistoryMonth or receive the #OrderofCanada.  
 
Join Robert on February 16. #BlackExcellence #westernuEDID #WesternU @westernuArts"
206,Campus is fully open to vehicular traffic.
207,"RT @westernuEng : Linamar Scholarships for Women in Engineering and Business.
Each recipient receives:
- Half the cost of tuition
- A summer Co-op position 
- An opportunity of employment at Linamar at the end of their degree
This year's deadline is February 18, 2022!
https://t.co/X8MOaxgdLt https://t.co/sRNdx32q0E"
208,@KateMarieGraham @LTCLdnOnt Vehicles will be permitted to exit campus.
209,#WesternU students and employees coming to campus can park in the Springett lot and use the tunnel to access campus.
210,"Due to protest activity anticipated near campus, vehicular access to Western’s campus is restricted until further notice. Access to buildings will be monitored. #WesternU campus is open to students and employees. @LTCLdnOnt buses will have access to campus."
211,RT @westernuMusic : ?? Sound on! We're taking #FlashbackFriday to November 2021 when the @WesternU #Percussion Ensemble performed their first concert of the year. Excerpt from Chant du Serpent by Eckhard Kopetzki. Watch full recording online: https://t.co/HRKAvrsF6t https://t.co/cufRESkMvW
212,"RT @Brains_CAN : ?? Calling all underrepresented #WesternU undergrads interested in cognitive neuroscience! Take part in a research project this summer.

We're now accepting applications for our Diversity in Neuroscience Summer Internship program. 

https://t.co/3EZSxeSCzR #DiversityInSTEM #EDI"
213,"Even in the winter, a growing number of #WesternU students and employees are embracing the #cyclinglife life, thanks to year-round bike-friendly facilities on campus. ????#WinterBikeToWorkDay #healthyliving #cycling #LdnOnt https://t.co/OqU4KWwXZX"
214,"RT @ParshatiPatel : Thread ?? 

#MyJourneyInSTEM started when I was a tween. I walked into a planetarium and was blown away by what’s out there - that trip changed my life! 

Thanks to the many space books and a gift of telescope, I set my eyes to be an astronomer ???????

(1/..) https://t.co/h0gZTICV4y"
215,"RT @westernuScience : Today is the International Day of Women and Girls in Science. We are celebrating our incredible women at #WesternU Science, engaging in conversations about challenges, and highlighting our commitment to positive change. 

#WomenInScienceDay https://t.co/ki0gPO3Lbb"
216,"When not studying AI brain models, @Brains_CAN postdoc fellow @neuro_Mei teaches girls about AI and encourages young women to pursue a profession in science. #InternationalDayofWomenandGirlsinScience #WomeninScience #GirlsInScience #CdnSci #westernu https://t.co/fo3TtNGSRH"
217,"RT @WordsLDN : Join us for a conversation on creativity with producer, songwriter, composer, artist, musician &amp; director Hill Kourkoutis @HillKourkoutis, hosted by @westernu Alice Munro Creativity Chair Ivan Coyote @ivancoyote. 

The Active Voice Series is free to all!
https://t.co/uoRk1ho5Yj https://t.co/3sheQlXYiS"
218,"New study led by @PrachiSrivas shows devastating impact that inequity poses during #COVID19 pandemic for schools, students and families in Ontario communities with lower-income and racialized groups. #westernu @westernuEdu  https://t.co/YEW1twMSYW"
219,"#WesternU has ranked first among Canadian universities with the greatest number of high-achieving student-athletes receiving @USPORTSca Academic All-Canadians recognition. Congrats, Mustangs! ?????? #purpleandproud @WesternMustangs  https://t.co/GKnfkwRcMU"
220,"Low math anxiety + a high math anxiety classroom = lower math achievement. @guardian highlights a new study led by #WesternU researchers that finds external factors in addition to #mathanxiety can affect a student's performance. @westernuEdu @NumCog 
https://t.co/NCkzXQsrFV"
221,"RT @CoryJudson : Today my students are engaged in a workshop offered through @WesternU Engineering. 

Students will be working on a bridge building challenge! 

@GrandviewGrizz @GEDSB https://t.co/kdNsCrGSyb"
222,"RT @InnovationCA : #DYK that spiders move through the world on hydraulic legs? #CFIfunded @NatashaMhatre from @WesternU tells us more [VIDEO]: https://t.co/yz6kjGOEE3 ????
On Feb. 11, let's celebrate #WomenInScience and #GirlsInScience
during #InternationalDayOfWomenAndGirlsInScience https://t.co/3g41MFwais"
223,"RT @westernulibs : ?? Funding Alert ?? #WesternU instructors who want to create, adapt, or adopt an?open resource can apply for up to $7,500 in grant funding plus in-kind supports with our Open Educational Resources Grant and Support program ?? Apply now: https://t.co/OLT1LOlrNx  
#OER #OpenEd"
224,"?? #WesternU students and employees can book their COVID-19 vaccine booster appointment on-campus at the Graphic Services Building. Walk-ins may also be available. Remember, you can pick up medical-grade masks at all @westernulibs locations with your Western OneCard."
225,"RT @OntUniv : Through an undergraduate data science program, @WesternU is equipping students across disciplines with the skills and knowledge they need to help meet the demand for data scientists across Ontario. #ONpoli https://t.co/A8NMYw3Sdv"
226,A new study demonstrating over-the-counter meds is just as effective as opioids in managing pain in patients who had carpal tunnel surgery could help reduce risk of opioid-related adverse events. #opioidcrisis #WesternU @joymacdermid @SchulichMedDent https://t.co/CHQx5BmaE8
227,"#DYK the fear of predators can cut down a bird population by 50% in just four years? @newscientist reports on a new study from the @ZanetteLab research team examining how predators affects the behaviour of their prey. #westernu @westernuBio 
https://t.co/FfcgyvOoxc"
228,RT @McIntoshGallery : Call for Applications: McIntosh Gallery is seeking applications from emerging and established curators for a one-year Indigenous Curator in Residence (ICiR) position. Interested to learn more? Access the full listing at https://t.co/CQuf3kJoV6 https://t.co/SQqfB4t5Za
229,"RT @SchulichMedDent : ""From a global public health perspective, that’s the only way out, to mitigate or minimize the potential onset of new variants,"" says Dr. Saverio Stranges. He is one of several public health experts at @WesternU pushing for global vaccine equity. https://t.co/YpeTeTQoMK"
230,"Greg Frankson, editor of @africanthology, shares his unique and dynamic perspective with the #WesternU community on February 10.  
 
Join Greg as he discusses the importance of advocating for Black voices and experience.  

#BlackHistoryMonth #westernuEDID"
231,"Please note the updated hours for #WesternU's on-campus #COVID19 vaccination centre for Feb 8 to Feb 11: Tuesday to Friday, 9:00 a.m. to 5:00 p.m."
232,"RT @JaneSThornton : ???? article out now via @ConversationCA: Embrace your inner Winter Olympian: The art and science of enjoying exercise in the cold??
https://t.co/qolbP0N6E4 

#MyActiveIngredient #EmbraceWinter #OlympicGames  
#Olympics2022 @CASEMACMSE @SchulichMedDent @WesternU @exerciseworks"
233,"Updated hours for #WesternU's on-campus #COVID19 vaccination centre for Feb 8 to Feb 11: 
Tuesday to Friday, 9:00 a.m. to 5:00 p.m."
234,"RT @westernuSE : #BlackHistoryMonth is a time to honor past achievements, celebrate the present &amp; empower the future generation. Join us for a space to heal, shed light on our challenges &amp; find ways we can change the narrative.

?? Feb 15, 3-5pm (via Zoom) 
??Register : https://t.co/fLGSVVWlWq https://t.co/yMQMQM7G0P"
235,"#WesternU researchers zero in on #math anxiety: Student perception of teacher competence and parental homework involvement are important predictors of #mathanxiety in a new global study, led by Nathan Tsz Tan Lau and Daniel Ansari @NumCog https://t.co/cJbgtOeN25"
236,"RT @NadineWathen : I am so, so proud of, and humbled by, our student leaders. Together, we can start a much-needed culture shift @WesternU. @WesternUSC @westernsogs @westernuProvost  https://t.co/7bXlLQx2ze via @westernu"
237,The @ZanetteLab research team at #WesternU has found the total impact predators have on prey population size is dramatically underestimated when fear isn't part of the equation. @westernuBio #ecologyoffear https://t.co/zaiMCDaAVv
238,"RT @londonlibrary : The annual Finding Your Way series with students in the Clinical Psychology program at @WesternU returns this month with talks on sleep, romantic relationships, navigating the mental health system, healthy aging and more on the psychology of everyday life: https://t.co/AQpPlSy17Q"
239,"Award-winning poet Andrea Thompson joins the #WesternU community for a special #BlackHistoryMonth poetry performance and artist talk on February 9.  
 
Andrea is a #SpokenWord artist, advocate, educator, and long-time member of @CanadianPoets."
240,"RT @NSERC_CRSNG : In celebration of #InternationalDayofWomenandGirlsinScience, join us for a live discussion with @scgQuasar of @WesternU and @csa_asc.

 February 11, from 1 p.m. to 1:45 p.m. (EST)

More info &amp; registration @EBTSOYP:
https://t.co/DqGcqPGZ67

#WomenInScience #GirlsInScience #CdnSci https://t.co/clwO8lDMw3"
241,"Strong community and cross-campus collaboration is driving new interim recommendations and long-term plans focused on campus culture, safety and well-being as #WesternU looks ahead to the fall 
@WesternUSC @westernsogs @AnovaFuture @CREVAWC @SafeCampusC
https://t.co/LDpebaWGrT"
242,"This week's #WesternU #COVID19 vaccination hours:

Mon, Feb. 7 - 9:00 a.m. to 8:00 p.m.
Tues, Feb. 8 - 9:00 a.m. to 5:00 p.m.
Wed, Feb. 9 - 9:00 a.m. to 5:00 p.m.
Thurs, Feb. 10 - 9:00 a.m. to 8:00 p.m.
Fri, Feb. 11 - 9:00 a.m. to 5:00 p.m."
243,"RT @LondonMorning : Does your child have Olympic dreams? At 6:10, we'll speak to mental performance expert of @WesternU's @westernuFHS,  Natascha Wesch, about how parents can support the young athletes in their lives. #ldnont https://t.co/dvBOrT2bGD"
244,"RT @westernuArts : Professor Emeritus, Tony Urquhart, was Western's first artist-in-residence and curated for the McIntosh Gallery while helping to launch the fine arts program and being a driving force for the art community in London.  He passed away at the age of 87. 

https://t.co/9pvMPLhMRk"
245,"How did the portayal of the 1918 Spanish Flu pandemic in the media impact Spaniards in Canada? Read the research by MA candidate Hanna Barnett! 

The Inspiring Minds campaign showcases graduate research from #WesternU.
#GradLifeWesternU @westernuArts @VPRWesternU"
246,"From the #WesternU track to the bobsled run, @likeavillain13 and Kristen Bujnowski continue the @WesternMustangs Olympic legacy started by @Kopacz77 #Beijing2022 @BobCANSkel #purpleandproud #ldnont https://t.co/e2voALjPim"
247,"A commentary on the issues surrounding the #Beijing2022WinterOlympics from the athletes' perspective, written by Angela Schneider, Olympic medalist and director of #WesternU’s International Centre for Olympic Studies. #Olympics #Beijing2022 https://t.co/AeOXOON7eD"
248,The Committee was identified as one element in a broader action plan implemented to enhance student safety. Read the latest updates from the Action Committee below. https://t.co/E4KNvVRnAz
249,#WesternU students and employees are invited to share their input on how to better prevent and respond to violence on campus in an anonymous survey by the Western Action Committee on Gender-Based &amp; Sexual Violence. Check your Western email to fill out the survey by Feb 17. https://t.co/bOYn9xvAdX
250,RT @U15ca : Congratulations to Dr. Florentine Strzelczyk on being named provost and vice-president academic at ?@WesternU? We look forward to working with you! #cdnsci ? https://t.co/skKhPbypdX
251,"RT @westernuIntl : Undergraduate and graduate #WesternU students, apply now to be an international Peer Guide for 2022/23! Gain valuable skills, enhance your CV, mentor new students and become part of an amazing community! https://t.co/e05Cz0DfRH. @westernsogs @WesternU @WesternUSC #globalwesternu https://t.co/w5PWIxVOBg"
252,"RT @SchulichMedDent : .@SMImmunology is combining the strength of the microbiome and the immune system to boost our body’s natural ability to fight cancer. His latest research focuses on fecal transplants from healthy donors to improve the effectiveness of immunotherapy for patients.

#WorldCancerDay"
253,"One multi-sport event. Two diametrically opposed views about the intersection of ethics, human rights, sports and Canadians’ participation at #Beijing2022. #WesternU #Olympics scholars share their insights. https://t.co/RiKgK9HYGV"
254,"We're cheering on #TeamCanada at this morning's opening ceremony, hosted by @westernuAlumni @adriearsenault and @CBCScottRussell.???? #Beijing2022 #Olympics #westernu #purpleandproud https://t.co/bHQpZHvzoa"
255,"Pairing a home's heat pump with #solar energy doesn’t just help #SaveThePlanet – it can be profitable, too. @ProfPearce of #WesternU has done the math and says the combination is a money-making investment. @westernuEng @iveybusiness  https://t.co/cjgdIENcLN"
256,"""It takes a community."" VP Research @LesleySRigg shares the values and vision that shape @VPRWesternU's new strategic plan to drive research that makes meaningful impact. #westernu #research #innovation https://t.co/g4BSaJSrsy"
257,"International humanities scholar and accomplished academic administrator Florentine Strzelczyk will join #WesternU as provost and vice-president (academic) effective May 1. She is also appointed professor in @westernuArts. 
#cdnpse #onpse"
258,"#WesternU undergraduate students, here's the new reporting tool to let us know if you have COVID-19 symptoms and/or directives to self-isolate: 
https://t.co/8Ut5D7twj4 https://t.co/XbyIaLhQkc"
259,Public health and infectious disease experts @SchulichMedDent say legislation to fast-track #vaccine production to enable global vaccine equity is the key to ending the #COVID19 global pandemic. #westernu https://t.co/XR1P2DxY0c
260,History professors at #WesternU are supporting a project to restore the historic Fugitive Slave Chapel in #LdnOnt and incorporate it into the Fanshawe Pioneer Village. #Blackhistorymonth @westernuSocSci @FPVmuseum https://t.co/iKSoFrCSq3
261,"Does playing in the cold give #CANMNT an advantage? @westernuFHS prof Glen Belfry offers his take on what gives Team Canada the edge in this @TorontoStar article. #westernu ????????
https://t.co/ADvbMXdAft"
262,"RT @westernuFM : Western was once a golf course, so it is no surprise that campus is home to many groundhogs. This Groundhog Day, FM honours not only the famous prognosticators, but also our local contingency as a reminder of our shared tenancy with nature on campus.??? #groundhogday @WesternU https://t.co/Et2tnq165I"
263,"Last year, @westernuNTP conducted 340 planet satellite surveys, 52 ground surveys, 48 drone surveys and 18 aircraft surveys leading to the verification of 100 tornadoes in Canada. #weather #tornado #westernu https://t.co/tovmyY2qSt"
264,"RT @Jessie_Rodger : Proud to be part of the hard, disruptive work of eliminating sexual violence in our community. The partnership between @AnovaFuture, @CREVAWC and @WesternU is doing something important and long lasting. https://t.co/GOKXho50YG"
265,"RT @booksatwesternu : This #BlackHistoryMonth, join us in celebrating #BlackExcellence and recognizing the contributions of Black Canadians. See our collection of notable Black authors, including some authors from the @westernu Black Speaker Series: https://t.co/PKcudU17Jq #WesternuEDID https://t.co/l94bbxnXBy"
266,"RT @westernuMusic : .@westernulibs ""Music by Black Artists"" was the first in a series of #WesternU Music Library Research Guides that highlight resources for exploring – through research, performance and teaching – the music of marginalized communities. #BlackHistoryMonth 
https://t.co/kZQ5IKIg03"
267,"RT @westernuAlumni : Our #purpleandproud grads are breaking barriers, winning awards, and making outstanding contributions to their communities. 

Nominations for the 2022 Alumni Awards of Merit are open until March 1. Nominate a fellow grad today! 
#westernu 
https://t.co/U4q4xK5bs5"
268,"Join @DRABC14 on February 3 as he examines the need to acknowledge, honour, establish and preserve #BlackExcellence within our universities.  

Dr. Andrew B. Campbell is an educator, author, and speaker. 
#westernu #westernuEDID @WesternuEdu #BlackHistoryMonth"
269,"RT @RheaJtweets : Thank you, @ChristinaLord1 for your knowledge and sharing your personal story to start off #WesternU’s Speaker Series celebrating #BlackHistoryMonth. I am grateful  to have learned so much from you over the years! A truly inspiring community leader. https://t.co/xT80rZiUBr"
270,Almost half of students in residence at #WesternU have completed a unique training program co-developed with @CREVAWC and @AnovaFuture to understand and prevent gender-based and sexual violence. #onpse #cdnpse @annatrudell
271,"RT @WordsLDN : TODAY! We're launching our first event of the 2022 Active Voice Series, hosted by @westernuArts Alice Munro Creativity Chair @ivancoyote!

Join us for a conversation on creativity with interdisciplinary artist Ruby Singh.

Registration is free! @WesternU
https://t.co/mqbddmE3bO https://t.co/Is5nTVQM8y"
272,RT @westernuSpace : The Fine Guidance Sensor &amp; the Near Infrared Imager &amp; Slitless Spectrograph were switched on for the first time - both were built in Canada! @WesternU professor Pauline Barmby @PBarmby was quoted in a @globeandmail story about Canada's contributions: https://t.co/FG966zGoJa
273,"RT @LdnIncMag : Western appoints AVP for innovation, partnerships -- David Muir tasked with connecting research, industry, government to create greater impact. Read about it here: https://t.co/hY19EkIwhb #ldnont #519ldn #519 @WesternU https://t.co/Fqsp9KdvXm"
274,"This week's #WesternU #COVID19 vaccination hours:

Mon, Jan. 31 - 9:00 a.m. to 8:00 p.m.
Tues, Feb. 1 - 9:00 a.m. to 5:00 p.m.
Wed, Feb. 2 - 9:00 a.m. to 5:00 p.m.
Thurs, Feb. 3 - 9:00 a.m. to 8:00 p.m.
Fri, Feb. 4 - 9:00 a.m. to 5:00 p.m."
275,"A new province-wide survey from @Brains_CAN, in partnership with the @AlzheimerOnt, found programs and services provided by the province’s 27 Societies deliver savings of $1.3 billion for Ontario’s health-care system. @AlzSWP 
https://t.co/cGtV0ys7RH"
276,"Welcome back upper-year #WesternU students! Before you head to class, pick up your medical-grade mask at a @westernulibs location with your Western OneCard.

You can also #GetBoosted at the Graphic Services Building on campus. No appointment is needed.
https://t.co/wRnrrbudwo"
277,"Best wishes for the #YearoftheTiger to everyone getting ready to celebrate #LunarNewYear2022! 

More than 1.5 billion people around the world will mark this holiday from February 1-15. However, and wherever you are celebrating, we wish you good fortune for the year ahead! https://t.co/58xVwVO8PE"
278,"@jeanette_adjei @CanBlackSci This is my last post actually, here are all the links to my other Tweets related to BE-STEMM2022. Thanks for following this! - @jeanette_adjei 

https://t.co/IxIyWG7usr

https://t.co/24LVcas2U0

https://t.co/B7e8kgVZLm

https://t.co/aZbN7tjo8Z"
279,"@BSMP_McMASTER @Odu_initiative @jeanette_adjei @CanBlackSci We have plenty more interesting research and events over the next 3 days for BE-STEMM2022, please continue to follow me @jeanette_adjei 

Thank you, Western University for giving me a platform today to promote BESTEMM2022!

@CanBlackSci #BESTEMM2022 #WesternU"
280,"@BSMP_McMASTER @Odu_initiative @jeanette_adjei @CanBlackSci All are welcome to this discussion about the low number of BIPOC students in STEMM, possible causes, and solutions. -@jeanette_adjei

@CanBlackSci #BESTEMM2022 #WesternU"
281,"We have a networking session hosted by Black Student Mentorship Program (@BSMP_McMASTER ) &amp; the Odu Initiative (@Odu_initiative ) from 3 - 5 PM ET today.
Young, Gifted, and Melanated: mentoring youths of colour in STEMM -@jeanette_adjei

@CanBlackSci #BESTEMM2022 #WesternU"
282,"RT @CanBlackSci : ""The @ASH_hematology has made Sickle Cell Disease a major focus of their work"" - @DrOdame
#sicklecellwarriors
#sicklecelldisease 
#SCD
#thalassemiamanagement"
283,"RT @CanBlackSci : Dr @DrOdame talk was so informative and inspiring! ""We are learning more about #sicklecelldisease and curative measures developed.""
One of them is CRISPR–Cas9 gene editing as a tool to cure SCD. ???? https://t.co/pS9FY2CYse"
284,And talks focused on Biomedical Research. -@jeanette_adjei https://t.co/ijdmjFFzOA
285,"@jeanette_adjei @CanBlackSci BE-STEMM has a great number of talks that will be given by scientists from many different fields. Here are today's sessions provided in these images -@jeanette_adjei

@CanBlackSci #BESTEMM2022 #WesternU https://t.co/YxEeBRr2OV"
286,"BE-STEMM has a Science Fair too! Come join live sessions to interact with Gr. 7-12 student researchers from Jan 30 (1:30 - 2:30 PM ET), Jan 31 (12:30 - 5:00 PM ET) - Feb 1- 2 at 12:30 - 4:30 PM ET. -@jeanette_adjei

@CanBlackSci #BESTEMM2022 #WesternU"
287,Career Fair: @AnatomyOrg @CanBlackSci @CIHR_IRSC @UofTAstro @FRQS1 @GenomeCanada @LetsTalkScience @mcgillu @McMasterU @MitacsCanada @NRC_CNRC @NSERC_CRSNG @CWSE_ON @queensu @SanofiCanada @ScienceUpFirst @StatCan_eng @UBC @UCalgary @UofT @UWaterloo @yorkuniversity
288,"BE-STEMM 2022 also has a Career Fair featuring over 20 exhibitors highlighting career, learning, funding, and outreach opportunities in STEMM. Come chat live with exhibitors, review materials, or leave your contact info. -@jeanette_adjei

@CanBlackSci #BESTEMM2022 #WesternU"
289,"BESTEMM also has a Fireside Chat with The Honourable Kirsty Duncan (@KirstyDuncanMP) on Feb 1 from 4 - 5 PM ET. -@jeanette_adjei

@CanBlackSci #BESTEMM2022 #WesternU https://t.co/Wj85czc35V"
290,"Today is Day 1 of BE-STEMM 2022 conference and we have 3 keynote speakers.
Dr. Cassandra G. Extavour (@redmakeda) from 10:15 AM - 11:15 AM ET
Dr. Isaac Odame (@DrOdame) from 11:30 AM - 12:30 PM ET
Dr. Love-Ese Chile from 3 - 4 PM ET
-@jeanette_adjei

@CanBlackSci #BESTEMM2022 https://t.co/znV4WJUETd"
291,"@jeanette_adjei @CanBlackSci and finally Physical Sciences (Room 4, my session!!!)

We have a lot of interesting research projects. Please come by for support! -@jeanette_adjei

@CanBlackSci #BESTEMM2022 #WesternU"
292,"RT @jeff_hyacinthe : I am proud to be presenting my work in this great conference!
I work on transposable elements in the epigenome.
I'll present today, but really, all 4 days should contain amazing science and important lessons for all, so don't miss it!
#BESTEMM2022 @CanBlackSci https://t.co/Dmr9ulVrUH"
293,RT @bajanjules27 : And #BESTEMM2022 is off and running! Join us live online now to hear Dr Cassandra Extavour @Harvard @CanBlackSci @WidowWeb @lamsciworld @ShawnHercules @blk6biologist @sheereenharris @CareerCoach17 @RodrigoNarro https://t.co/uPfawaXY8y
294,"Live Q&amp;A poster sessions are scheduled on Feb. 1 from 12:30 - 1:30 PM ET in different Zoom rooms for Health and Biomedical Research (1), Environmental Science, Ecology and Evolution (2), Community and Population Health (3) -@jeanette_adjei

@CanBlackSci #BESTEMM2022 #WesternU"
295,"I'm presenting a poster at BE-STEMM! ""A foray into Light-Induced Hydrophosphination"" If anyone is interested and registered for this conference, there's a live Q&amp;A. My Q&amp;A is on Feb 1 from 12:30-12:45 p.m. ET See you there! -@jeanette_adjei

@CanBlackSci #BESTEMM2022 #WesternU"
296,"RT @CanBlackSci : ""The thing that I am most thankful for is the existence of this Conference. There's a part of me that never imagined that a Conference like this would take place. We were always there but we were always isolated. We are here together now!"" - @redmakeda @GenomeCanada #BESTEMM2022"
297,"RT @GenomeCanada : At #BESTEMM2022? Don't miss today's keynote by @redmakeda!

?? Egg Equations: combining quantitative imaging and mathematical modeling to understand early embryonic development. | ??10:15 AM - 11:15 AM

Proud to sponsor this session and this year's conference. @CanBlackSci https://t.co/6RVZoVSQLr"
298,RT @Sistainscience : #BESTEMM2022 starts today. Jan 30th. You really don’t want to miss this groundbreaking inaugural event. More than 1200 attendees thus far! Don’t be late! @CanBlackSci #STEM #stemconference #SCIENTIST https://t.co/jv0EvsrWpu
299,"RT @CanBlackSci : We are pleased to have the @CIHR_IG @CIHR_IRSC  as a sponsor for our first virtual Conference for Black Excellence in Sciences, Technology, Engineering, Medicine, &amp; Health (#BESTEMM2022)! Link to register: https://t.co/n9dcuqyydE 
#STEM #STEMeducation #BlackandSTEM #blackinstem https://t.co/BMdp55yf1B"
300,"RT @CocowithaK : I am so excited about this conference, 1400 registrants 1000 who identify as Black and 400 allies. A conference like #BESTEMM2022 would have been a game changer for me as a graduate student!! Thank you @CanBlackSci for your leadership!!"
301,"RT @CanBlackSci : ""Almost 1400 #BESTEMM2022 registrants with 1000+ identifying as black. We are diverse but are we are also black and for this reason this is an historic moment."" - @WidowWeb
@CanBlackSci"
302,"RT @CanBlackSci : ""I am so excited to be here this morning. This is a dream come true for me. I would like to thank our platinum plenary sponsor @GenomeCanada"" - @lamsciworld #BESTEMM2022"
303,RT @KotechaJyoti : @BlackInChem https://t.co/rfNnfo8c71
304,"BE-STEMM features talks and posters given by scientists, clinicians, educators, and applied professionals  research presentations by Undergraduates and High School students, and a virtual Career Fair. -@jeanette_adjei
@CanBlackSci #BESTEMM2022 #WesternU"
305,"This is a four day virtual conference hosted by the Canadian Black Scientists Network (CBSN). This conference highlights rising and established Black Canadian scholars in STEMM. -@jeanette_adjei

https://t.co/IvaJPHdFDM

@CanBlackSci #BESTEMM2022 #WesternU https://t.co/lJLHlXRJbG"
306,"@jeanette_adjei @CanBlackSci Oops forgot the Logo!

-@jeanette_adjei https://t.co/7rkz97GvES"
307,@LondonTrevor @jeanette_adjei @CanBlackSci No problem! -@jeanette_adjei
308,"@LondonTrevor @jeanette_adjei @CanBlackSci The molecules I make are going to be used to bind to metals. I'm hoping that I can use these newly formed metal containing compounds for catalysis. 

Here's an example of one of my projects. 
https://t.co/ajyYRCg8zB

-@jeanette_adjei"
309,"@jeanette_adjei @CanBlackSci I'm going to do a social media Takeover under Western University's account to promote the Black Excellence - Science, Technology, Engineering, Mathematics, Medicine &amp; Health (BE-STEMM) conference. - @jeanette_adjei

https://t.co/IvaJPHdFDM

@CanBlackSci #BESTEMM2022 #WesternU"
310,"Hi everyone, my name is Jeanette Adjei, a PhD candidate in inorganic chemistry at Western University. I focus on making phosphorus containing molecules. - @jeanette_adjei 

@CanBlackSci #BESTEMM2022 #WesternU https://t.co/ssrqieAXxt"
